Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57358.raw
P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4	5	5	4.49082e+06
P28072	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6	5	5	5.9119e+06
P28074	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5	10	10	4.17226e+06
P28239	IPYR2_YEAST	PPA2	Inorganic pyrophosphatase, mitochondrial	7	7	2.50724e+06
P28241	IDH2_YEAST	IDH2	Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial	12	12	3.83895e+07
P28263	UBC8_YEAST	UBC8	Ubiquitin-conjugating enzyme E2-24 kDa	3	3	281041
P28272	PYRD_YEAST	URA1	Dihydroorotate dehydrogenase (fumarate)	13	13	1.57047e+07
P28273	OPLA_YEAST	OXP1	5-oxoprolinase	35	35	1.08114e+07
P28274	URA7_YEAST	URA7	CTP synthase 1	18	18	2.70979e+06
P28288	ABCD3_HUMAN	ABCD3	ATP-binding cassette sub-family D member 3	13	13	3.85392e+06
P28290	ITPI2_HUMAN	ITPRID2	Protein ITPRID2	26	26	667058
P28319	CWP1_YEAST	CWP1	Cell wall protein CWP1	4	4	400778
P28321	MGLL_YEAST	YJU3	Monoglyceride lipase	13	13	2.84329e+06
P28331	NDUS1_HUMAN	NDUFS1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	26	26	3.09389e+06
P28340	DPOD1_HUMAN	POLD1	DNA polymerase delta catalytic subunit	28	26	6.43415e+06
P28347	TEAD1_HUMAN	TEAD1	Transcriptional enhancer factor TEF-1	1	1	54881.7
P28482	MK01_HUMAN	MAPK1	Mitogen-activated protein kinase 1	10	7	2.21399e+06
P28495	CAPZA_YEAST	CAP1	F-actin-capping protein subunit alpha	9	9	8.80302e+06
P28496	LAC1_YEAST	LAC1	Ceramide synthase LAC1	5	5	3.7549e+06
P28519	RAD14_YEAST	RAD14	DNA repair protein RAD14	2	2	122634
P28625	YIM1_YEAST	YIM1	Protein YIM1	10	10	1.3198e+06
P28702	RXRB_HUMAN	RXRB	Retinoic acid receptor RXR-beta	4	3	642553
P28707	SBA1_YEAST	SBA1	Co-chaperone protein SBA1	7	7	1.52231e+07
P28708	PRR1_YEAST	PRR1	Serine/threonine-protein kinase PRR1	5	5	327798
P28715	ERCC5_HUMAN	ERCC5	DNA repair protein complementing XP-G cells	5	5	348554
P28737	MSP1_YEAST	MSP1	Outer mitochondrial transmembrane helix translocase	10	10	1.33189e+06
P28777	AROC_YEAST	ARO2	Chorismate synthase ARO2	18	18	1.1263e+07
P28789	HEM3_YEAST	HEM3	Porphobilinogen deaminase	9	9	502671
P28791	SEC20_YEAST	SEC20	Protein transport protein SEC20	3	3	158163
P28795	PEX3_YEAST	PEX3	Peroxisomal biogenesis factor 3	6	6	98887.2
P28799	GRN_HUMAN	GRN	Progranulin	10	10	1.44507e+06
P28817	HIBCH_YEAST	EHD3	Small ribosomal subunit protein mS47	8	8	1.17291e+06
P28834	IDH1_YEAST	IDH1	Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial	17	17	2.44219e+07
P28838	AMPL_HUMAN	LAP3	Cytosol aminopeptidase	20	20	1.18194e+06
P28917	YDCC_ECOLI	ydcC	H repeat-associated putative transposase YdcC	1	1	635207
P29012	ALR2_ECOLI	dadX	Alanine racemase, catabolic	3	3	266834
P29029	CHIT_YEAST	CTS1	Endochitinase	2	2	928190
P29055	TF2B_YEAST	SUA7	Transcription initiation factor IIB	9	9	642655
P29056	TF3B_YEAST	BRF1	Transcription factor IIIB 70 kDa subunit	3	3	777395
P29083	T2EA_HUMAN	GTF2E1	General transcription factor IIE subunit 1	4	4	589893
P29084	T2EB_HUMAN	GTF2E2	Transcription initiation factor IIE subunit beta	3	3	344344
P29144	TPP2_HUMAN	TPP2	Tripeptidyl-peptidase 2	32	32	4.10121e+06
P29218	IMPA1_HUMAN	IMPA1	Inositol monophosphatase 1	8	8	586708
P29295	HRR25_YEAST	HRR25	Casein kinase I homolog HRR25	15	14	871648
P29311	BMH1_YEAST	BMH1	Protein BMH1	11	3	7.35225e+07
P29317	EPHA2_HUMAN	EPHA2	Ephrin type-A receptor 2	13	12	912060
P29340	UBCX_YEAST	PEX4	Ubiquitin-conjugating enzyme E2-21 kDa	2	2	71754.8
P29350	PTN6_HUMAN	PTPN6	Tyrosine-protein phosphatase non-receptor type 6	4	4	9.94242e+06
P29353	SHC1_HUMAN	SHC1	SHC-transforming protein 1	10	8	619681
P29366	BEM1_YEAST	BEM1	Bud emergence protein 1	10	10	1.51596e+06
P29372	3MG_HUMAN	MPG	DNA-3-methyladenine glycosylase	8	8	2.01598e+06
P29401	TKT_HUMAN	TKT	Transketolase	16	16	3.48217e+07
P29453	RL8B_YEAST	RPL8B	Large ribosomal subunit protein eL8B	4	4	4.48209e+07
P29465	CHS3_YEAST	CHS3	Chitin synthase 3	4	4	987958
P29466	CASP1_HUMAN	CASP1	Caspase-1	7	5	2.48257e+06
P29468	PAP_YEAST	PAP1	Poly(A) polymerase	15	15	1.69541e+06
P29469	MCM2_YEAST	MCM2	DNA replication licensing factor MCM2	20	19	3.38645e+06
P29478	SEC65_YEAST	SEC65	Signal recognition particle subunit SEC65	8	8	864468
P29496	MCM5_YEAST	MCM5	Minichromosome maintenance protein 5	17	17	2.02829e+07
P29508	SPB3_HUMAN	SERPINB3	Serpin B3	7	3	791351
P29509	TRXB1_YEAST	TRR1	Thioredoxin reductase 1	13	11	1.69366e+07
P29539	RIF1_YEAST	RIF1	Telomere length regulator protein RIF1	5	5	192627
P29547	EF1G1_YEAST	CAM1	Elongation factor 1-gamma 1	20	18	2.06028e+07
P29558	RBMS1_HUMAN	RBMS1	RNA-binding motif, single-stranded-interacting protein 1	2	1	12004.3
P29590	PML_HUMAN	PML	Protein PML	13	13	2.2226e+06
P29692	EF1D_HUMAN	EEF1D	Elongation factor 1-delta	14	10	8.68865e+06
P29703	FNTA_YEAST	RAM2	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	7	7	809563
P29704	ERG9_YEAST	ERG9	Squalene synthase ERG9	15	15	6.38772e+06
P29952	MPI_YEAST	PMI40	Mannose-6-phosphate isomerase	14	14	6.51204e+06
P29992	GNA11_HUMAN	GNA11	Guanine nucleotide-binding protein subunit alpha-11	7	4	698235
P30038	AL4A1_HUMAN	ALDH4A1	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	4	4	1.98038e+06
P30040	ERP29_HUMAN	ERP29	Endoplasmic reticulum resident protein 29	10	10	7.1826e+06
P30041	PRDX6_HUMAN	PRDX6	Peroxiredoxin-6	17	17	3.44578e+07
P30043	BLVRB_HUMAN	BLVRB	Flavin reductase (NADPH)	7	7	8.32946e+06
P30044	PRDX5_HUMAN	PRDX5	Peroxiredoxin-5, mitochondrial	7	7	3.08833e+07
P30046	DOPD_HUMAN	DDT	D-dopachrome decarboxylase	6	2	5.2396e+06
P30047	GFRP_HUMAN	GCHFR	GTP cyclohydrolase 1 feedback regulatory protein	2	2	580195
P30048	PRDX3_HUMAN	PRDX3	Thioredoxin-dependent peroxide reductase, mitochondrial	8	8	7.21778e+06
P30049	ATPD_HUMAN	ATP5F1D	ATP synthase subunit delta, mitochondrial	3	3	5.56237e+06
P30050	RL12_HUMAN	RPL12	60S ribosomal protein L12	9	8	1.12595e+08
P30084	ECHM_HUMAN	ECHS1	Enoyl-CoA hydratase, mitochondrial	12	12	4.10457e+06
P30085	KCY_HUMAN	CMPK1	UMP-CMP kinase	8	8	2.42517e+06
P30086	PEBP1_HUMAN	PEBP1	Phosphatidylethanolamine-binding protein 1	8	8	1.1892e+07
P30101	PDIA3_HUMAN	PDIA3	Protein disulfide-isomerase A3	25	25	1.47424e+07
P30153	2AAA_HUMAN	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	24	19	6.05981e+06
P30154	2AAB_HUMAN	PPP2R1B	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	9	9	183664
P30260	CDC27_HUMAN	CDC27	Cell division cycle protein 27 homolog	7	7	220247
P30402	PYRX_YEAST	URA10	Orotate phosphoribosyltransferase 2	2	2	186406
P30405	PPIF_HUMAN	PPIF	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	6	6	1.9862e+06
P30408	T4S1_HUMAN	TM4SF1	Transmembrane 4 L6 family member 1	1	1	1.2383e+06
P30414	NKTR_HUMAN	NKTR	NK-tumor recognition protein	5	5	119242
P30419	NMT1_HUMAN	NMT1	Glycylpeptide N-tetradecanoyltransferase 1	11	8	2.06325e+06
P30519	HMOX2_HUMAN	HMOX2	Heme oxygenase 2	8	8	544209
P30520	PURA2_HUMAN	ADSS2	Adenylosuccinate synthetase isozyme 2	9	9	2.08341e+06
P30530	UFO_HUMAN	AXL	Tyrosine-protein kinase receptor UFO	1	1	5384.81
P30533	AMRP_HUMAN	LRPAP1	Alpha-2-macroglobulin receptor-associated protein	7	7	713510
P30536	TSPO_HUMAN	TSPO	Translocator protein	3	3	4.69303e+06
P30566	PUR8_HUMAN	ADSL	Adenylosuccinate lyase	9	9	1.40315e+06
P30606	ITR2_YEAST	ITR2	Myo-inositol transporter 2	1	1	92914.1
P30619	SEC1_YEAST	SEC1	Protein transport protein SEC1	16	16	1.6466e+06
P30622	CLIP1_HUMAN	CLIP1	CAP-Gly domain-containing linker protein 1	25	24	6.60517e+07
P30624	LCF1_YEAST	FAA1	Long-chain-fatty-acid--CoA ligase 1	34	33	4.67096e+06
P30626	SORCN_HUMAN	SRI	Sorcin	9	9	1.07184e+06
P30656	PSB5_YEAST	PRE2	Proteasome subunit beta type-5	10	10	3.1287e+06
P30657	PSB7_YEAST	PRE4	Proteasome subunit beta type-7	6	6	3.26829e+06
P30665	MCM4_YEAST	MCM4	DNA replication licensing factor MCM4	22	22	1.30986e+06
P30711	GSTT1_HUMAN	GSTT1	Glutathione S-transferase theta-1	4	4	1.8415e+06
P30740	ILEU_HUMAN	SERPINB1	Leukocyte elastase inhibitor	15	15	1.11583e+07
P30771	RENT1_YEAST	NAM7	ATP-dependent helicase NAM7	19	19	1.87104e+06
P30777	GPI10_YEAST	GPI10	GPI mannosyltransferase 3	3	3	131788
P30822	XPO1_YEAST	CRM1	Exportin-1	34	33	4.66782e+06
P30825	SL7A1_HUMAN	SLC7A1	High affinity cationic amino acid transporter 1	3	3	785670
P30837	AL1B1_HUMAN	ALDH1B1	Aldehyde dehydrogenase X, mitochondrial	9	8	1.0246e+06
P30838	AL3A1_HUMAN	ALDH3A1	Aldehyde dehydrogenase, dimeric NADP-preferring	11	11	1.96643e+06
P30876	RPB2_HUMAN	POLR2B	DNA-directed RNA polymerase II subunit RPB2	20	20	982693
P30902	ATP7_YEAST	ATP7	ATP synthase subunit d, mitochondrial	3	3	576226
P30952	MLS1_YEAST	MLS1	Malate synthase 1	2	2	224538
P31040	SDHA_HUMAN	SDHA	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	21	21	2.19269e+06
P31109	SNC1_YEAST	SNC1	Synaptobrevin homolog 1	1	1	466291
P31115	PUS3_YEAST	DEG1	tRNA pseudouridine(38/39) synthase	6	6	546122
P31116	DHOM_YEAST	HOM6	Homoserine dehydrogenase	16	16	2.41104e+07
P31120	GLMM_ECOLI	glmM	Phosphoglucosamine mutase	5	5	602542
P31133	POTF_ECOLI	potF	Putrescine-binding periplasmic protein PotF	1	1	1.2511e+06
P31142	THTM_ECOLI	sseA	3-mercaptopyruvate sulfurtransferase	3	3	166310
P31150	GDIA_HUMAN	GDI1	Rab GDP dissociation inhibitor alpha	11	11	2.46482e+06
P31153	METK2_HUMAN	MAT2A	S-adenosylmethionine synthase isoform type-2	16	12	2.83992e+07
P31244	RAD16_YEAST	RAD16	DNA repair protein RAD16	1	1	81884.4
P31321	KAP1_HUMAN	PRKAR1B	cAMP-dependent protein kinase type I-beta regulatory subunit	4	4	1.78615e+06
P31327	CPSM_HUMAN	CPS1	Carbamoyl-phosphate synthase [ammonia], mitochondrial	70	66	1.59711e+07
P31334	RM09_YEAST	MRPL9	Large ribosomal subunit protein uL3m	1	1	5702.74
P31350	RIR2_HUMAN	RRM2	Ribonucleoside-diphosphate reductase subunit M2	11	9	696139
P31373	CYS3_YEAST	CYS3	Cystathionine gamma-lyase	13	13	1.98628e+07
P31374	PSK1_YEAST	PSK1	Serine/threonine-protein kinase PSK1	25	23	3.14688e+06
P31376	SWC3_YEAST	SWC3	SWR1-complex protein 3	2	2	273849
P31377	STX8_YEAST	SYN8	Syntaxin-8	3	3	451693
P31378	NTH1_YEAST	NTG1	Endonuclease III homolog 1	1	1	3728.14
P31380	FUN30_YEAST	FUN30	ATP-dependent helicase FUN30	13	13	2.46008e+06
P31381	FUN26_YEAST	FUN26	Nucleoside transporter FUN26	6	6	180663
P31382	PMT2_YEAST	PMT2	Dolichyl-phosphate-mannose--protein mannosyltransferase 2	17	14	3.7399e+06
P31383	2AAA_YEAST	TPD3	Protein phosphatase PP2A regulatory subunit A	17	17	3.43468e+06
P31384	CCR4_YEAST	CCR4	CCR4-Not complex 3'-5'-exoribonuclease subunit Ccr4	21	21	1.89279e+07
P31385	DEP1_YEAST	DEP1	Transcriptional regulatory protein DEP1	7	7	100973
P31412	VATC_YEAST	VMA5	V-type proton ATPase subunit C	14	14	4.97367e+07
P31431	SDC4_HUMAN	SDC4	Syndecan-4	3	3	86607.5
P31483	TIA1_HUMAN	TIA1	Nucleolysin TIA-1 isoform p40	10	7	862143
P31539	HS104_YEAST	HSP104	Heat shock protein 104	44	44	2.47979e+07
P31658	HCHA_ECOLI	hchA	Protein/nucleic acid deglycase 1	1	1	7823.06
P31688	TPS2_YEAST	TPS2	Trehalose-phosphatase	33	32	9.96369e+06
P31689	DNJA1_HUMAN	DNAJA1	DnaJ homolog subfamily A member 1	10	10	1.47408e+08
P31749	AKT1_HUMAN	AKT1	RAC-alpha serine/threonine-protein kinase	4	3	139662
P31751	AKT2_HUMAN	AKT2	RAC-beta serine/threonine-protein kinase	5	3	1.25063e+06
P31755	OCH1_YEAST	OCH1	Initiation-specific alpha-1,6-mannosyltransferase	9	9	958499
P31787	ACBP_YEAST	ACB1	Acyl-CoA-binding protein	8	8	2.16023e+07
P31930	QCR1_HUMAN	UQCRC1	Cytochrome b-c1 complex subunit 1, mitochondrial	17	16	7.19713e+06
P31937	3HIDH_HUMAN	HIBADH	3-hydroxyisobutyrate dehydrogenase, mitochondrial	6	6	5.59442e+06
P31939	PUR9_HUMAN	ATIC	Bifunctional purine biosynthesis protein ATIC	32	30	4.60761e+06
P31942	HNRH3_HUMAN	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3	11	10	6.11957e+06
P31943	HNRH1_HUMAN	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H	17	10	1.06461e+07
P31946	1433B_HUMAN	YWHAB	14-3-3 protein beta/alpha	5	5	1.46918e+07
P31947	1433S_HUMAN	SFN	14-3-3 protein sigma	8	8	1.20469e+07
P31948	STIP1_HUMAN	STIP1	Stress-induced-phosphoprotein 1	33	33	1.26922e+07
P31949	S10AB_HUMAN	S100A11	Protein S100-A11	5	5	8.12303e+07
P31979	NUOF_ECOLI	nuoF	NADH-quinone oxidoreductase subunit F	3	3	302435
P32004	L1CAM_HUMAN	L1CAM	Neural cell adhesion molecule L1	26	26	2.79246e+07
P32047	MLF3_YEAST	MLF3	Protein MLF3	5	5	63122.9
P32048	SYKM_YEAST	MSK1	Lysine--tRNA ligase, mitochondrial	5	5	150831
P32074	COPG_YEAST	SEC21	Coatomer subunit gamma	37	36	4.40876e+06
P32119	PRDX2_HUMAN	PRDX2	Peroxiredoxin-2	12	11	4.01191e+07
P32121	ARRB2_HUMAN	ARRB2	Beta-arrestin-2	3	3	190581
P32134	YIHM_ECOLI	yihM	Uncharacterized protein YihM	1	1	3404.97
P32178	CHMU_YEAST	ARO7	Chorismate mutase	11	11	5.71851e+06
P32179	MET22_YEAST	MET22	3'(2'),5'-bisphosphate nucleotidase	13	13	8.61457e+06
P32189	GLPK_HUMAN	GK	Glycerol kinase	5	0	200499
P32191	GPDM_YEAST	GUT2	Glycerol-3-phosphate dehydrogenase, mitochondrial	24	24	2.91842e+06
P32259	MED16_YEAST	SIN4	Mediator of RNA polymerase II transcription subunit 16	17	17	2.65263e+06
P32263	P5CR_YEAST	PRO3	Pyrroline-5-carboxylate reductase	15	15	2.2553e+07
P32264	PROB_YEAST	PRO1	Glutamate 5-kinase	17	17	894942
P32266	MGM1_YEAST	MGM1	Dynamin-like GTPase MGM1, mitochondrial	11	11	1.21025e+06
P32288	GLNA_YEAST	GLN1	Glutamine synthetase	15	15	2.08215e+07
P32316	ACH1_YEAST	ACH1	Acetyl-CoA hydrolase	16	16	1.06987e+06
P32317	AFG1_YEAST	AFG1	Protein AFG1	6	6	669261
P32319	VPS10_YEAST	PEP1	Vacuolar protein sorting/targeting protein VPS10	45	39	5.06635e+06
P32320	CDD_HUMAN	CDA	Cytidine deaminase	3	3	474449
P32321	DCTD_HUMAN	DCTD	Deoxycytidylate deaminase	5	5	1.25219e+06
P32322	P5CR1_HUMAN	PYCR1	Pyrroline-5-carboxylate reductase 1, mitochondrial	9	8	828887
P32324	EF2_YEAST	EFT1	Elongation factor 2	41	40	1.05282e+08
P32327	PYC2_YEAST	PYC2	Pyruvate carboxylase 2	44	16	8.15963e+06
P32328	DBF20_YEAST	DBF20	Serine/threonine-protein kinase DBF20	3	3	81892.9
P32329	YPS1_YEAST	YPS1	Aspartic proteinase 3	1	1	3.87815e+06
P32330	DGR2_YEAST	DGR2	2-deoxy-glucose resistant protein 2	1	1	2370.52
P32333	BTAF1_YEAST	MOT1	TATA-binding protein-associated factor MOT1	22	22	2.58909e+06
P32335	MSS51_YEAST	MSS51	Protein MSS51, mitochondrial	9	9	274859
P32336	NUD1_YEAST	NUD1	Protein NUD1	2	2	2952.69
P32337	IMB3_YEAST	PSE1	Importin subunit beta-3	15	15	2.08456e+06
P32338	RME1_YEAST	RME1	Zinc finger protein RME1	1	1	411608
P32340	NDI1_YEAST	NDI1	Rotenone-insensitive NADH-ubiquinone oxidoreductase, mitochondrial	15	15	1.31469e+06
P32341	VPH2_YEAST	VPH2	Vacuolar ATPase assembly integral membrane protein VPH2	2	2	903125
P32342	SRP21_YEAST	SRP21	Signal recognition particle subunit SRP21	1	1	3576.04
P32345	PP4C_YEAST	PPH3	Serine/threonine-protein phosphatase 4 catalytic subunit	1	1	281906
P32347	DCUP_YEAST	HEM12	Uroporphyrinogen decarboxylase	11	11	1.32458e+06
P32349	RPC3_YEAST	RPC82	DNA-directed RNA polymerase III subunit RPC3	9	9	2.13263e+06
P32350	KNS1_YEAST	KNS1	Dual specificity protein kinase KNS1	3	3	350258
P32351	IMPX_YEAST	IMP2'	Sugar utilization regulatory protein IMP2	4	4	187019
P32352	ERG2_YEAST	ERG2	C-8 sterol isomerase ERG2	4	4	4.37141e+06
P32353	ERG3_YEAST	ERG3	Delta(7)-sterol 5(6)-desaturase ERG3	4	4	2.55299e+06
P32356	TREA_YEAST	NTH1	Cytosolic neutral trehalase	28	26	4.1736e+06
P32357	AAR2_YEAST	AAR2	A1 cistron-splicing factor AAR2	2	2	271581
P32361	IRE1_YEAST	IRE1	Serine/threonine-protein kinase/endoribonuclease IRE1	5	5	403702
P32364	SMY1_YEAST	SMY1	Kinesin-related protein SMY1	16	16	6.1342e+07
P32366	VA0D_YEAST	VMA6	V-type proton ATPase subunit d	11	11	2.28918e+07
P32367	TFC1_YEAST	TFC1	Transcription factor tau 95 kDa subunit	7	7	2.50907e+06
P32368	SAC1_YEAST	SAC1	Phosphatidylinositol-3-phosphatase SAC1	28	28	1.24915e+07
P32377	MVD1_YEAST	MVD1	Diphosphomevalonate decarboxylase	15	15	2.42123e+06
P32378	COQ2_YEAST	COQ2	4-hydroxybenzoate polyprenyltransferase, mitochondrial	3	3	1.66804e+06
P32379	PSA5_YEAST	PUP2	Proteasome subunit alpha type-5	12	12	5.8722e+06
P32380	SP110_YEAST	SPC110	Spindle pole body component 110	10	10	875702
P32381	ARP2_YEAST	ARP2	Actin-related protein 2	12	12	6.51931e+06
P32386	YBT1_YEAST	YBT1	ATP-dependent bile acid permease	39	38	3.59936e+07
P32388	RM49_YEAST	MRP49	Large ribosomal subunit protein mL61	2	2	74593.7
P32389	MET4_YEAST	MET4	Transcriptional activator of sulfur metabolism MET4	3	3	92306.6
P32419	MDHP_YEAST	MDH3	Malate dehydrogenase, peroxisomal	16	16	5.58051e+06
P32432	SFP1_YEAST	SFP1	Transcription factor SFP1	2	2	214640
P32445	RIM1_YEAST	RIM1	Single-stranded DNA-binding protein RIM1, mitochondrial	5	5	4.82696e+06
P32447	ASF1_YEAST	ASF1	Histone chaperone ASF1	4	4	1.5433e+06
P32449	AROG_YEAST	ARO4	Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited	9	9	5.92941e+06
P32452	PHA2_YEAST	PHA2	Probable prephenate dehydratase	6	6	491184
P32453	ATP11_YEAST	ATP11	Protein ATP11, mitochondrial	8	8	1.36302e+06
P32454	APE2_YEAST	APE2	Aminopeptidase 2, mitochondrial	41	38	1.22362e+07
P32455	GBP1_HUMAN	GBP1	Guanylate-binding protein 1	10	8	1.39567e+06
P32456	GBP2_HUMAN	GBP2	Guanylate-binding protein 2	2	2	331571
P32457	CDC3_YEAST	CDC3	Cell division control protein 3	23	23	4.82762e+06
P32458	CDC11_YEAST	CDC11	Cell division control protein 11	9	9	1.41828e+06
P32461	DPH2_YEAST	DPH2	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	3	3	1.47769e+06
P32462	ERG24_YEAST	ERG24	Delta(14)-sterol reductase ERG24	4	4	1.32219e+06
P32463	ACPM_YEAST	ACP1	Acyl carrier protein, mitochondrial	3	3	6.29123e+06
P32464	HYM1_YEAST	HYM1	Protein HYM1	5	5	69435.5
P32465	HXT1_YEAST	HXT1	Low-affinity glucose transporter HXT1	3	3	370303
P32466	HXT3_YEAST	HXT3	Low-affinity glucose transporter HXT3	9	8	6.85545e+06
P32467	HXT4_YEAST	HXT4	Low-affinity glucose transporter HXT4	3	3	626688
P32468	CDC12_YEAST	CDC12	Cell division control protein 12	16	16	1.48189e+06
P32469	DPH5_YEAST	DPH5	Diphthine methyl ester synthase	9	9	4.21536e+07
P32471	EF1B_YEAST	EFB1	Elongation factor 1-beta	10	10	2.87496e+07
P32472	FKBP2_YEAST	FPR2	Peptidyl-prolyl cis-trans isomerase FPR2	6	6	1.21773e+07
P32473	ODPB_YEAST	PDB1	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	12	12	1.4367e+07
P32474	EUG1_YEAST	EUG1	Protein disulfide-isomerase EUG1	11	11	2.82517e+06
P32476	ERG1_YEAST	ERG1	Squalene epoxidase ERG1	17	17	2.77736e+06
P32477	GSH1_YEAST	GSH1	Glutamate--cysteine ligase	19	19	5.5853e+06
P32478	HS150_YEAST	HSP150	Cell wall mannoprotein HSP150	2	1	2.16768e+06
P32479	HIR1_YEAST	HIR1	Protein HIR1	2	2	2539.02
P32480	HIR2_YEAST	HIR2	Protein HIR2	6	6	1.56237e+06
P32481	IF2G_YEAST	GCD11	Eukaryotic translation initiation factor 2 subunit gamma	23	22	6.50617e+06
P32485	HOG1_YEAST	HOG1	Mitogen-activated protein kinase HOG1	16	15	3.06632e+06
P32486	KRE6_YEAST	KRE6	Beta-glucan synthesis-associated protein KRE6	10	9	738890
P32487	LYP1_YEAST	LYP1	Lysine-specific permease	2	1	446387
P32488	ISF1_YEAST	ISF1	Increasing suppression factor 1	1	1	117732
P32490	MKK1_YEAST	MKK1	MAP kinase kinase MKK1/SSP32	2	2	76462.1
P32491	MKK2_YEAST	MKK2	MAP kinase kinase MKK2/SSP33	2	1	179423
P32492	MYO4_YEAST	MYO4	Myosin-4	20	20	2.20897e+06
P32494	NGG1_YEAST	NGG1	Chromatin-remodeling complexes subunit NGG1	12	12	2.59572e+06
P32495	NHP2_YEAST	NHP2	H/ACA ribonucleoprotein complex subunit NHP2	4	4	3.6228e+06
P32496	RPN12_YEAST	RPN12	26S proteasome regulatory subunit RPN12	11	11	2.85388e+06
P32497	EIF3C_YEAST	NIP1	Eukaryotic translation initiation factor 3 subunit C	28	28	4.3263e+06
P32499	NUP2_YEAST	NUP2	Nucleoporin NUP2	35	35	4.98592e+06
P32500	NDC1_YEAST	NDC1	Nucleoporin NDC1	11	11	1.80092e+06
P32501	EI2BE_YEAST	GCD6	Translation initiation factor eIF2B subunit epsilon	23	23	2.50916e+06
P32502	EI2BB_YEAST	GCD7	Translation initiation factor eIF2B subunit beta	8	8	661598
P32504	CBF3A_YEAST	CBF2	Centromere DNA-binding protein complex CBF3 subunit A	2	2	374912
P32505	NAB2_YEAST	NAB2	Nuclear polyadenylated RNA-binding protein NAB2	12	12	5.8968e+06
P32519	ELF1_HUMAN	ELF1	ETS-related transcription factor Elf-1	1	1	3141.97
P32521	PAN1_YEAST	PAN1	Actin cytoskeleton-regulatory complex protein PAN1	30	30	1.57323e+06
P32523	PRP19_YEAST	PRP19	Pre-mRNA-processing factor 19	12	12	477135
P32524	PRP21_YEAST	PRP21	Pre-mRNA-splicing factor PRP21	2	2	627693
P32525	ECM25_YEAST	ECM25	Protein ECM25	7	7	315718
P32527	ZUO1_YEAST	ZUO1	Zuotin	14	14	1.01201e+07
P32528	DUR1_YEAST	DUR1,2	Urea amidolyase	49	49	9.01504e+06
P32529	RPA12_YEAST	RPA12	DNA-directed RNA polymerase I subunit RPA12	1	1	369006
P32558	SPT16_YEAST	SPT16	FACT complex subunit SPT16	37	37	1.31645e+07
P32561	RPD3_YEAST	RPD3	Histone deacetylase RPD3	14	14	1.88577e+06
P32563	VPP1_YEAST	VPH1	V-type proton ATPase subunit a, vacuolar isoform	27	27	5.06551e+06
P32564	SCM4_YEAST	SCM4	Protein SCM4	1	1	286596
P32565	RPN2_YEAST	RPN2	26S proteasome regulatory subunit RPN2	32	31	4.14048e+06
P32566	SMI1_YEAST	SMI1	Cell wall assembly regulator SMI1	9	9	964871
P32567	PAH1_YEAST	PAH1	Phosphatidic acid phosphohydrolase 1	11	11	1.79842e+07
P32568	SNQ2_YEAST	SNQ2	Protein SNQ2	24	21	6.13875e+06
P32569	MED17_YEAST	SRB4	Mediator of RNA polymerase II transcription subunit 17	5	5	276317
P32570	MED22_YEAST	SRB6	Mediator of RNA polymerase II transcription subunit 22	2	2	140991
P32571	UBP4_YEAST	DOA4	Ubiquitin carboxyl-terminal hydrolase 4	7	7	411509
P32573	SPS19_YEAST	SPS19	Peroxisomal 2,4-dienoyl-CoA reductase SPS19 [(3E)-enoyl-CoA-producing]	4	4	2.88125e+06
P32578	SIP1_YEAST	SIP1	SNF1 protein kinase subunit beta-1	7	7	460507
P32579	SUA5_YEAST	SUA5	Threonylcarbamoyl-AMP synthase	5	5	2.73531e+06
P32582	CBS_YEAST	CYS4	Cystathionine beta-synthase	28	28	1.09229e+07
P32583	SRP40_YEAST	SRP40	Suppressor protein SRP40	4	4	1.65267e+06
P32584	STE14_YEAST	STE14	Protein-S-isoprenylcysteine O-methyltransferase	2	2	8.2845e+06
P32585	MED18_YEAST	SRB5	Mediator of RNA polymerase II transcription subunit 18	3	3	404618
P32588	PUB1_YEAST	PUB1	Nuclear and cytoplasmic polyadenylated RNA-binding protein PUB1	7	7	9.23102e+06
P32589	HSP7F_YEAST	SSE1	Heat shock protein homolog SSE1	32	26	3.59055e+07
P32590	HSP79_YEAST	SSE2	Heat shock protein homolog SSE2	22	22	2.55062e+06
