Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57372.raw
P16219	ACADS_HUMAN	ACADS	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	6	6	5.18518e+06
P16220	CREB1_HUMAN	CREB1	Cyclic AMP-responsive element-binding protein 1	3	2	685207
P16278	BGAL_HUMAN	GLB1	Beta-galactosidase	12	11	2.39682e+06
P16333	NCK1_HUMAN	NCK1	Cytoplasmic protein NCK1	6	5	477516
P16370	RPB3_YEAST	RPB3	DNA-directed RNA polymerase II subunit RPB3	4	4	302510
P16383	GCFC2_HUMAN	GCFC2	GC-rich sequence DNA-binding factor 2	4	4	849426
P16387	ODPA_YEAST	PDA1	Pyruvate dehydrogenase E1 component subunit alpha, mitochondrial	16	16	8.52112e+06
P16401	H15_HUMAN	H1-5	Histone H1.5	6	4	1.16767e+07
P16435	NCPR_HUMAN	POR	NADPH--cytochrome P450 reductase	18	18	715568
P16451	ODPX_YEAST	PDX1	Pyruvate dehydrogenase complex protein X component, mitochondrial	12	12	2.4161e+06
P16455	MGMT_HUMAN	MGMT	Methylated-DNA--protein-cysteine methyltransferase	4	4	734225
P16456	SELD_ECOLI	selD	Selenide, water dikinase	1	1	209240
P16467	PDC5_YEAST	PDC5	Pyruvate decarboxylase isozyme 2	5	5	1.00363e+06
P16474	BIP_YEAST	KAR2	Endoplasmic reticulum chaperone BiP	23	20	1.76156e+08
P16521	EF3A_YEAST	YEF3	Elongation factor 3A	35	25	6.08255e+07
P16547	OM45_YEAST	OM45	Mitochondrial outer membrane protein OM45	14	14	2.00749e+06
P16550	APA1_YEAST	APA1	Protein APA1	12	12	5.3998e+06
P16591	FER_HUMAN	FER	Tyrosine-protein kinase Fer	7	6	98679.3
P16603	NCPR_YEAST	NCP1	NADPH--cytochrome P450 reductase	19	19	1.54744e+07
P16615	AT2A2_HUMAN	ATP2A2	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	28	15	4.39779e+06
P16622	HEMH_YEAST	HEM15	Ferrochelatase, mitochondrial	12	12	1.4333e+06
P16639	ATE1_YEAST	ATE1	Arginyl-tRNA--protein transferase 1	8	8	4.60309e+06
P16649	TUP1_YEAST	TUP1	General transcriptional corepressor TUP1	25	25	2.82774e+06
P16659	SYP_ECOLI	proS	Proline--tRNA ligase	6	6	2.60467e+06
P16661	ALG1_YEAST	ALG1	Chitobiosyldiphosphodolichol beta-mannosyltransferase	6	6	668384
P16664	RGP1_YEAST	RGP1	Guanine nucleotide exchange factor subunit RGP1	4	4	278579
P16861	PFKA1_YEAST	PFK1	ATP-dependent 6-phosphofructokinase subunit alpha	35	33	2.67728e+07
P16862	PFKA2_YEAST	PFK2	ATP-dependent 6-phosphofructokinase subunit beta	32	32	2.31743e+07
P16892	FUS3_YEAST	FUS3	Mitogen-activated protein kinase FUS3	2	2	68874
P16930	FAAA_HUMAN	FAH	Fumarylacetoacetase	4	4	51125.3
P16949	STMN1_HUMAN	STMN1	Stathmin	6	4	1.09418e+07
P16965	STF2_YEAST	STF2	ATPase-stabilizing factor 15 kDa protein	3	3	8.34579e+06
P16989	YBOX3_HUMAN	YBX3	Y-box-binding protein 3	7	7	3.08671e+06
P17029	ZKSC1_HUMAN	ZKSCAN1	Zinc finger protein with KRAB and SCAN domains 1	3	1	124356
P17050	NAGAB_HUMAN	NAGA	Alpha-N-acetylgalactosaminidase	1	1	530443
P17064	FCY2_YEAST	FCY2	Purine-cytosine permease FCY2	3	3	507907
P17065	SEC2_YEAST	SEC2	Rab guanine nucleotide exchange factor SEC2	6	6	3.01444e+06
P17076	RL8A_YEAST	RPL8A	Large ribosomal subunit protein eL8A	3	3	1.99135e+07
P17096	HMGA1_HUMAN	HMGA1	High mobility group protein HMG-I/HMG-Y	3	3	6.08732e+06
P17106	CBF1_YEAST	CBF1	Centromere-binding protein 1	12	12	1.3566e+06
P17119	KAR3_YEAST	KAR3	Kinesin-like protein KAR3	2	2	2.86541e+06
P17121	SAC7_YEAST	SAC7	GTPase-activating protein SAC7	9	9	927568
P17152	TMM11_HUMAN	TMEM11	Transmembrane protein 11, mitochondrial	3	3	589188
P17157	PHO85_YEAST	PHO85	Cyclin-dependent protein kinase PHO85	6	6	1.35536e+06
P17169	GLMS_ECOLI	glmS	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	3	3	44404.5
P17174	AATC_HUMAN	GOT1	Aspartate aminotransferase, cytoplasmic	13	12	2.68223e+06
P17252	KPCA_HUMAN	PRKCA	Protein kinase C alpha type	7	4	971251
P17255	VATA_YEAST	VMA1	V-type proton ATPase catalytic subunit A	44	42	2.51069e+07
P17275	JUNB_HUMAN	JUNB	Transcription factor jun-B	6	6	2.07351e+07
P17301	ITA2_HUMAN	ITGA2	Integrin alpha-2	24	24	2.77477e+07
P17423	KHSE_YEAST	THR1	Homoserine kinase	9	9	1.42293e+07
P17442	PHO81_YEAST	PHO81	Phosphate system positive regulatory protein PHO81	30	30	1.70215e+06
P17480	UBF1_HUMAN	UBTF	Nucleolar transcription factor 1	12	12	605087
P17505	MDHM_YEAST	MDH1	Malate dehydrogenase, mitochondrial	11	11	7.49168e+06
P17535	JUND_HUMAN	JUND	Transcription factor jun-D	3	3	56004.1
P17536	TPM1_YEAST	TPM1	Tropomyosin-1	11	11	1.13676e+07
P17544	ATF7_HUMAN	ATF7	Cyclic AMP-dependent transcription factor ATF-7	1	1	77225.1
P17555	CAP_YEAST	SRV2	Adenylyl cyclase-associated protein	15	15	2.29896e+07
P17568	NDUB7_HUMAN	NDUFB7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	5	5	1.0206e+06
P17612	KAPCA_HUMAN	PRKACA	cAMP-dependent protein kinase catalytic subunit alpha	3	1	1.58965e+06
P17629	HPR1_YEAST	HPR1	THO complex subunit HPR1	11	11	4.96287e+06
P17649	GABAT_YEAST	UGA1	4-aminobutyrate aminotransferase	23	23	2.0066e+06
P17655	CAN2_HUMAN	CAPN2	Calpain-2 catalytic subunit	14	14	5.8186e+06
P17676	CEBPB_HUMAN	CEBPB	CCAAT/enhancer-binding protein beta	7	7	473615
P17695	GLRX2_YEAST	GRX2	Glutaredoxin-2	6	6	9.65152e+06
P17706	PTN2_HUMAN	PTPN2	Tyrosine-protein phosphatase non-receptor type 2	4	4	739743
P17709	HXKG_YEAST	GLK1	Glucokinase-1	15	15	3.78767e+07
P17812	PYRG1_HUMAN	CTPS1	CTP synthase 1	17	16	6.81666e+06
P17813	EGLN_HUMAN	ENG	Endoglin	6	6	611662
P17844	DDX5_HUMAN	DDX5	Probable ATP-dependent RNA helicase DDX5	16	16	4.99831e+06
P17846	CYSI_ECOLI	cysI	Sulfite reductase [NADPH] hemoprotein beta-component	1	1	1078.11
P17858	PFKAL_HUMAN	PFKL	ATP-dependent 6-phosphofructokinase, liver type	9	9	855081
P17883	SKI3_YEAST	SKI3	Superkiller protein 3	26	26	1.78936e+06
P17890	RPC7_YEAST	RPC31	DNA-directed RNA polymerase III subunit RPC7	2	2	7116.76
P17891	CLC1_YEAST	CLC1	Clathrin light chain	14	14	9.75665e+06
P17898	CPT1_YEAST	CPT1	Cholinephosphotransferase 1	2	2	722369
P17931	LEG3_HUMAN	LGALS3	Galectin-3	7	7	1.37841e+07
P17967	PDI_YEAST	PDI1	Protein disulfide-isomerase	19	18	2.64369e+07
P17980	PRS6A_HUMAN	PSMC3	26S proteasome regulatory subunit 6A	16	15	6.79944e+06
P17987	TCPA_HUMAN	TCP1	T-complex protein 1 subunit alpha	19	19	4.43872e+06
P18031	PTN1_HUMAN	PTPN1	Tyrosine-protein phosphatase non-receptor type 1	13	13	1.07444e+06
P18074	ERCC2_HUMAN	ERCC2	General transcription and DNA repair factor IIH helicase subunit XPD	3	3	2897.41
P18077	RL35A_HUMAN	RPL35A	60S ribosomal protein L35a	4	4	1.05143e+07
P18084	ITB5_HUMAN	ITGB5	Integrin beta-5	9	9	549732
P18085	ARF4_HUMAN	ARF4	ADP-ribosylation factor 4	6	5	1.71462e+07
P18124	RL7_HUMAN	RPL7	60S ribosomal protein L7	10	10	2.59015e+07
P18206	VINC_HUMAN	VCL	Vinculin	44	44	3.86968e+07
P18239	ADT2_YEAST	PET9	ADP,ATP carrier protein 2	10	8	2.37793e+07
P18409	MDM10_YEAST	MDM10	Mitochondrial distribution and morphology protein 10	4	4	133686
P18414	ERD2_YEAST	ERD2	ER lumen protein-retaining receptor	2	2	780809
P18433	PTPRA_HUMAN	PTPRA	Receptor-type tyrosine-protein phosphatase alpha	1	1	4514.62
P18480	SNF5_YEAST	SNF5	SWI/SNF chromatin-remodeling complex subunit SNF5	9	9	786126
P18494	GLN3_YEAST	GLN3	Nitrogen regulatory protein GLN3	4	4	1.57927e+07
P18496	ATP10_YEAST	ATP10	Mitochondrial ATPase complex subunit ATP10	4	4	65833.4
P18562	UPP_YEAST	FUR1	Uracil phosphoribosyltransferase	8	8	5.51738e+06
P18583	SON_HUMAN	SON	Protein SON	26	26	1.77221e+06
P18615	NELFE_HUMAN	NELFE	Negative elongation factor E	13	13	4.52918e+06
P18621	RL17_HUMAN	RPL17	60S ribosomal protein L17	6	6	2.00796e+07
P18634	ART10_YEAST	ART10	Arrestin-related trafficking adapter 10	3	3	46231.9
P18669	PGAM1_HUMAN	PGAM1	Phosphoglycerate mutase 1	9	3	1.12103e+07
P18754	RCC1_HUMAN	RCC1	Regulator of chromosome condensation	10	10	2.46327e+06
P18759	SEC18_YEAST	SEC18	Vesicular-fusion protein SEC18	23	23	3.18237e+06
P18827	SDC1_HUMAN	SDC1	Syndecan-1	2	2	61020
P18843	NADE_ECOLI	nadE	NH(3)-dependent NAD(+) synthetase	2	2	11615.8
P18846	ATF1_HUMAN	ATF1	Cyclic AMP-dependent transcription factor ATF-1	2	2	393404
P18850	ATF6A_HUMAN	ATF6	Cyclic AMP-dependent transcription factor ATF-6 alpha	2	2	193522
P18851	GBB_YEAST	STE4	Guanine nucleotide-binding protein subunit beta	4	4	137541
P18852	GBG_YEAST	STE18	Guanine nucleotide-binding protein subunit gamma	1	1	56290
P18858	DNLI1_HUMAN	LIG1	DNA ligase 1	17	17	4.65429e+06
P18859	ATP5J_HUMAN	ATP5PF	ATP synthase-coupling factor 6, mitochondrial	3	3	436202
P18887	XRCC1_HUMAN	XRCC1	DNA repair protein XRCC1	5	5	244001
P18888	SNF6_YEAST	SNF6	Transcription regulatory protein SNF6	2	2	48090.5
P18899	DDR48_YEAST	DDR48	Stress protein DDR48	7	7	1.86489e+06
P18900	COQ1_YEAST	COQ1	Hexaprenyl pyrophosphate synthase, mitochondrial	11	11	3.39162e+06
P18956	GGT_ECOLI	ggt	Glutathione hydrolase proenzyme	1	1	5525.72
P18961	YPK2_YEAST	YPK2	Serine/threonine-protein kinase YPK2/YKR2	5	5	127656
P18962	DAP2_YEAST	DAP2	Dipeptidyl aminopeptidase B	10	10	2.09802e+06
P18963	IRA1_YEAST	IRA1	Inhibitory regulator protein IRA1	15	15	559181
P19073	CDC42_YEAST	CDC42	Cell division control protein 42	1	1	1.36478e+06
P19075	TSN8_HUMAN	TSPAN8	Tetraspanin-8	2	2	2.49127e+06
P19097	FAS2_YEAST	FAS2	Fatty acid synthase subunit alpha	68	68	1.01917e+07
P19146	ARF2_YEAST	ARF2	ADP-ribosylation factor 2	2	2	1.87614e+07
P19158	IRA2_YEAST	IRA2	Inhibitory regulator protein IRA2	6	6	1.2003e+06
P19174	PLCG1_HUMAN	PLCG1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1	8	8	312026
P19211	IF5A2_YEAST	ANB1	Eukaryotic translation initiation factor 5A-2	1	1	791114
P19256	LFA3_HUMAN	CD58	Lymphocyte function-associated antigen 3	2	2	838923
P19262	ODO2_YEAST	KGD2	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	8	8	1.91056e+06
P19263	MED14_YEAST	RGR1	Mediator of RNA polymerase II transcription subunit 14	10	10	383263
P19338	NUCL_HUMAN	NCL	Nucleolin	17	17	1.81739e+07
P19358	METK2_YEAST	SAM2	S-adenosylmethionine synthase 2	8	8	7.36419e+06
P19367	HXK1_HUMAN	HK1	Hexokinase-1	5	5	1.74061e+06
P19387	RPB3_HUMAN	POLR2C	DNA-directed RNA polymerase II subunit RPB3	4	4	998876
P19388	RPAB1_HUMAN	POLR2E	DNA-directed RNA polymerases I, II, and III subunit RPABC1	4	4	653987
P19404	NDUV2_HUMAN	NDUFV2	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	8	8	1.26281e+06
P19414	ACON_YEAST	ACO1	Aconitate hydratase, mitochondrial	31	29	4.8826e+07
P19447	ERCC3_HUMAN	ERCC3	General transcription and DNA repair factor IIH helicase subunit XPB	2	2	70734.5
P19454	CSK22_YEAST	CKA2	Casein kinase II subunit alpha'	8	8	2.00227e+06
P19474	RO52_HUMAN	TRIM21	E3 ubiquitin-protein ligase TRIM21	3	3	145707
P19516	COX11_YEAST	COX11	Cytochrome c oxidase assembly protein COX11, mitochondrial	1	1	146169
P19524	MYO2_YEAST	MYO2	Myosin-2	42	38	4.25129e+06
P19525	E2AK2_HUMAN	EIF2AK2	Interferon-induced, double-stranded RNA-activated protein kinase	10	10	2.58957e+06
P19541	RDS2_YEAST	RDS2	Regulator of drug sensitivity 2	1	1	2630.96
P19623	SPEE_HUMAN	SRM	Spermidine synthase	9	8	2.05418e+06
P19658	EXO70_YEAST	EXO70	Exocyst complex component EXO70	8	8	1.49682e+06
P19659	MED15_YEAST	GAL11	Mediator of RNA polymerase II transcription subunit 15	10	10	2.03633e+06
P19735	PRP6_YEAST	PRP6	Pre-mRNA-splicing factor 6	5	5	793153
P19736	PRP9_YEAST	PRP9	Pre-mRNA-splicing factor PRP9	2	2	225907
P19784	CSK22_HUMAN	CSNK2A2	Casein kinase II subunit alpha'	9	9	1.09551e+06
P19793	RXRA_HUMAN	RXRA	Retinoic acid receptor RXR-alpha	1	1	3363.28
P19812	UBR1_YEAST	UBR1	E3 ubiquitin-protein ligase UBR1	23	23	664973
P19823	ITIH2_HUMAN	ITIH2	Inter-alpha-trypsin inhibitor heavy chain H2	5	5	1.06878e+07
P19827	ITIH1_HUMAN	ITIH1	Inter-alpha-trypsin inhibitor heavy chain H1	1	1	781791
P19838	NFKB1_HUMAN	NFKB1	Nuclear factor NF-kappa-B p105 subunit	7	7	1.45026e+06
P19880	AP1_YEAST	YAP1	AP-1-like transcription factor YAP1	10	10	431166
P19881	PNPP_YEAST	PHO13	4-nitrophenylphosphatase	11	11	3.44166e+06
P19882	HSP60_YEAST	HSP60	Heat shock protein 60, mitochondrial	24	22	2.81666e+07
P19926	AGP_ECOLI	agp	Glucose-1-phosphatase	8	8	598948
P19955	KGD4_YEAST	YMR31	Alpha-ketoglutarate dehydrogenase subunit 4, mitochondrial	2	2	108691
P20020	AT2B1_HUMAN	ATP2B1	Plasma membrane calcium-transporting ATPase 1	23	11	1.00902e+06
P20042	IF2B_HUMAN	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2	17	17	7.69511e+06
P20049	TYR1_YEAST	TYR1	Prephenate dehydrogenase [NADP(+)]	10	10	1.02963e+06
P20051	PYRC_YEAST	URA4	Dihydroorotase	9	9	4.49713e+06
P20052	PHO80_YEAST	PHO80	PHO85 cyclin PHO80	1	1	2904.47
P20053	PRP4_YEAST	PRP4	U4/U6 small nuclear ribonucleoprotein PRP4	4	4	121092
P20073	ANXA7_HUMAN	ANXA7	Annexin A7	18	18	2.33067e+06
P20081	FKBP_YEAST	FPR1	FK506-binding protein 1	4	4	4.07978e+07
P20084	RM33_YEAST	MRPL33	Large ribosomal subunit protein uL30m	2	2	58893.3
P20095	PRP2_YEAST	PRP2	Pre-mRNA-splicing factor ATP-dependent RNA helicase-like protein PRP2	7	7	162357
P20107	ZRC1_YEAST	ZRC1	Vacuolar zinc transporter ZRC1	3	3	883423
P20133	PGTB2_YEAST	BET2	Geranylgeranyl transferase type-2 subunit beta	4	4	677961
P20134	SFL1_YEAST	SFL1	Flocculation suppression protein	1	1	3736.79
P20138	CD33_HUMAN	CD33	Myeloid cell surface antigen CD33	2	2	2775.97
P20226	TBP_HUMAN	TBP	TATA-box-binding protein	1	1	683404
P20290	BTF3_HUMAN	BTF3	Transcription factor BTF3	3	3	3.19375e+06
P20339	RAB5A_HUMAN	RAB5A	Ras-related protein Rab-5A	3	3	1.18888e+06
P20340	RAB6A_HUMAN	RAB6A	Ras-related protein Rab-6A	6	3	2.12772e+06
P20424	SRP54_YEAST	SRP54	Signal recognition particle subunit SRP54	15	15	2.44909e+06
P20433	RPB4_YEAST	RPB4	DNA-directed RNA polymerase II subunit RPB4	5	5	2.46755e+06
P20434	RPAB1_YEAST	RPB5	DNA-directed RNA polymerases I, II, and III subunit RPABC1	4	4	1.33481e+06
P20435	RPAB2_YEAST	RPO26	DNA-directed RNA polymerases I, II, and III subunit RPABC2	1	1	2.3545e+06
P20436	RPAB3_YEAST	RPB8	DNA-directed RNA polymerases I, II, and III subunit RPABC3	3	3	1.19313e+06
P20447	DBP3_YEAST	DBP3	ATP-dependent RNA helicase DBP3	13	13	1.99873e+07
P20448	DBP4_YEAST	HCA4	ATP-dependent RNA helicase HCA4	12	12	2.00488e+06
P20449	DBP5_YEAST	DBP5	ATP-dependent RNA helicase DBP5	20	20	1.8702e+06
P20457	PRI2_YEAST	PRI2	DNA primase large subunit	3	3	403917
P20459	IF2A_YEAST	SUI2	Eukaryotic translation initiation factor 2 subunit alpha	10	10	2.05857e+07
P20484	MAK11_YEAST	MAK11	Protein MAK11	10	10	922215
P20485	KICH_YEAST	CKI1	Choline kinase	15	15	963438
P20486	CKS1_YEAST	CKS1	Cyclin-dependent kinases regulatory subunit	4	4	170349
P20585	MSH3_HUMAN	MSH3	DNA mismatch repair protein Msh3	11	11	2.87426e+06
P20604	PP11_YEAST	SIT4	Serine/threonine-protein phosphatase PP1-1	10	10	1.35934e+06
P20606	SAR1_YEAST	SAR1	Small COPII coat GTPase SAR1	8	7	1.5419e+07
P20618	PSB1_HUMAN	PSMB1	Proteasome subunit beta type-1	7	7	7.90391e+06
P20645	MPRD_HUMAN	M6PR	Cation-dependent mannose-6-phosphate receptor	5	5	1.52815e+06
P20674	COX5A_HUMAN	COX5A	Cytochrome c oxidase subunit 5A, mitochondrial	2	2	6.85921e+06
P20676	NUP1_YEAST	NUP1	Nucleoporin NUP1	11	11	331617
P20700	LMNB1_HUMAN	LMNB1	Lamin-B1	25	25	5.58041e+06
P20742	PZP_HUMAN	PZP	Pregnancy zone protein	2	2	76732.6
P20774	MIME_HUMAN	OGN	Mimecan	2	2	121066
P20795	VPS33_YEAST	VPS33	Vacuolar protein sorting-associated protein 33	5	5	262384
P20810	ICAL_HUMAN	CAST	Calpastatin	18	18	6.57767e+07
P20839	IMDH1_HUMAN	IMPDH1	Inosine-5'-monophosphate dehydrogenase 1	10	10	1.15588e+06
P20851	C4BPB_HUMAN	C4BPB	C4b-binding protein beta chain	1	1	72455
P20908	CO5A1_HUMAN	COL5A1	Collagen alpha-1(V) chain	2	2	1.44617e+07
P20936	RASA1_HUMAN	RASA1	Ras GTPase-activating protein 1	6	6	103617
P20962	PTMS_HUMAN	PTMS	Parathymosin	4	4	6.66315e+06
P20967	ODO1_YEAST	KGD1	2-oxoglutarate dehydrogenase, mitochondrial	23	23	5.02461e+06
P21127	CD11B_HUMAN	CDK11B	Cyclin-dependent kinase 11B	12	1	2.69906e+06
P21147	ACO1_YEAST	OLE1	Acyl-CoA desaturase 1	8	8	5.83076e+06
P21151	FADA_ECOLI	fadA	3-ketoacyl-CoA thiolase FadA	2	2	172857
P21165	PEPQ_ECOLI	pepQ	Xaa-Pro dipeptidase	2	2	1.59932e+06
P21170	SPEA_ECOLI	speA	Biosynthetic arginine decarboxylase	3	3	4.5469e+07
P21182	DCAM_YEAST	SPE2	S-adenosylmethionine decarboxylase proenzyme	3	3	535610
P21192	ACE2_YEAST	ACE2	Metallothionein expression activator	4	4	343373
P21242	PSA7_YEAST	PRE10	Probable proteasome subunit alpha type-7	11	11	1.06399e+07
P21243	PSA1_YEAST	SCL1	Proteasome subunit alpha type-1	13	11	7.42743e+06
P21264	PUR6_YEAST	ADE2	Phosphoribosylaminoimidazole carboxylase	26	26	5.47257e+07
P21266	GSTM3_HUMAN	GSTM3	Glutathione S-transferase Mu 3	14	13	4.67722e+06
P21269	CCA1_YEAST	CCA1	CCA tRNA nucleotidyltransferase, mitochondrial	10	10	1.01072e+06
P21281	VATB2_HUMAN	ATP6V1B2	V-type proton ATPase subunit B, brain isoform	12	8	2.71423e+07
P21283	VATC1_HUMAN	ATP6V1C1	V-type proton ATPase subunit C 1	8	7	2.40441e+06
P21291	CSRP1_HUMAN	CSRP1	Cysteine and glycine-rich protein 1	9	9	7.01552e+06
P21304	PWP1_YEAST	PWP1	Periodic tryptophan protein 1	17	17	1.81413e+06
P21306	ATP5E_YEAST	ATP15	ATP synthase subunit epsilon, mitochondrial	3	3	905685
P21333	FLNA_HUMAN	FLNA	Filamin-A	102	99	9.05122e+06
P21339	MSB1_YEAST	MSB1	Morphogenesis-related protein MSB1	4	4	9.4698e+06
P21359	NF1_HUMAN	NF1	Neurofibromin	7	7	58516.4
P21367	YCAC_ECOLI	ycaC	Probable hydrolase YcaC	4	4	3.95279e+06
P21372	PRP5_YEAST	PRP5	Pre-mRNA-processing ATP-dependent RNA helicase PRP5	2	2	32404.9
P21373	UTR1_YEAST	UTR1	NAD(+) kinase	9	9	835933
P21374	ISY1_YEAST	ISY1	Pre-mRNA-splicing factor ISY1	1	1	3828.05
P21375	OSM1_YEAST	OSM1	Fumarate reductase 2	15	15	1.25475e+06
P21399	ACOC_HUMAN	ACO1	Cytoplasmic aconitate hydratase	16	16	1.45718e+06
P21524	RIR1_YEAST	RNR1	Ribonucleoside-diphosphate reductase large chain 1	15	11	1.38499e+06
P21538	REB1_YEAST	REB1	DNA-binding protein REB1	14	13	3.70905e+07
P21560	CBP3_YEAST	CBP3	Protein CBP3, mitochondrial	7	7	2.87726e+06
P21576	VPS1_YEAST	VPS1	Vacuolar protein sorting-associated protein 1	28	28	5.545e+06
P21580	TNAP3_HUMAN	TNFAIP3	Tumor necrosis factor alpha-induced protein 3	2	2	2.31273e+06
P21589	5NTD_HUMAN	NT5E	5'-nucleotidase	7	7	2.64714e+06
P21599	KPYK2_ECOLI	pykA	Pyruvate kinase II	3	3	471931
P21657	DAL81_YEAST	DAL81	Transcriptional activator protein DAL81	2	2	2.03922e+06
P21672	RIR3_YEAST	RNR3	Ribonucleoside-diphosphate reductase large chain 2	2	2	60663.3
P21734	UBC1_YEAST	UBC1	Ubiquitin-conjugating enzyme E2 1	4	4	1.87629e+06
P21796	VDAC1_HUMAN	VDAC1	Voltage-dependent anion-selective channel protein 1	13	13	1.22098e+07
P21801	SDHB_YEAST	SDH2	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	2	2	382880
P21825	SEC62_YEAST	SEC62	Translocation protein SEC62	4	4	380500
P21827	RCC1_YEAST	SRM1	Guanine nucleotide exchange factor SRM1	10	10	2.1073e+06
P21889	SYD_ECOLI	aspS	Aspartate--tRNA ligase	2	2	644127
P21912	SDHB_HUMAN	SDHB	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	8	7	2.20694e+06
P21926	CD9_HUMAN	CD9	CD9 antigen	2	2	2.2364e+06
P21951	DPOE_YEAST	POL2	DNA polymerase epsilon catalytic subunit A	14	13	3.31797e+06
P21953	ODBB_HUMAN	BCKDHB	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial	1	1	128437
P21954	IDHP_YEAST	IDP1	Isocitrate dehydrogenase [NADP], mitochondrial	19	16	1.13164e+07
P21957	OPI1_YEAST	OPI1	Transcriptional repressor OPI1	3	3	9399.02
P21964	COMT_HUMAN	COMT	Catechol O-methyltransferase	6	6	153322
P21965	MCK1_YEAST	MCK1	Protein kinase MCK1	18	17	6.69991e+06
P21980	TGM2_HUMAN	TGM2	Protein-glutamine gamma-glutamyltransferase 2	18	17	2.91096e+06
P22007	FNTB_YEAST	RAM1	Protein farnesyltransferase subunit beta	5	5	853288
P22023	KRE5_YEAST	KRE5	Killer toxin-resistance protein 5	20	20	1.10273e+06
P22033	MUTA_HUMAN	MMUT	Methylmalonyl-CoA mutase, mitochondrial	11	11	4.44401e+06
P22035	BAS1_YEAST	BAS1	Myb-like DNA-binding protein BAS1	4	4	321955
P22059	OSBP1_HUMAN	OSBP	Oxysterol-binding protein 1	14	13	863937
P22061	PIMT_HUMAN	PCMT1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	8	8	7.50623e+07
P22082	SNF2_YEAST	SNF2	Transcription regulatory protein SNF2	13	13	301775
P22087	FBRL_HUMAN	FBL	rRNA 2'-O-methyltransferase fibrillarin	13	11	5.20042e+06
P22102	PUR2_HUMAN	GART	Trifunctional purine biosynthetic protein adenosine-3	26	26	5.06446e+06
P22106	ASNB_ECOLI	asnB	Asparagine synthetase B [glutamine-hydrolyzing]	1	1	2431.32
P22108	APA2_YEAST	APA2	Diadenosine 5',5'''-P1,P4-tetraphosphate phosphorylase 2	7	7	3.64244e+06
P22133	MDHC_YEAST	MDH2	Malate dehydrogenase, cytoplasmic	6	6	8.66292e+06
P22134	MAG_YEAST	MAG1	DNA-3-methyladenine glycosylase	7	7	2.71468e+06
P22135	ATP12_YEAST	ATP12	Protein ATP12, mitochondrial	4	4	1.96927e+07
P22137	CLH_YEAST	CHC1	Clathrin heavy chain	48	48	8.9171e+06
P22138	RPA2_YEAST	RPA135	DNA-directed RNA polymerase I subunit RPA135	27	26	901300
P22139	RPAB5_YEAST	RPB10	DNA-directed RNA polymerases I, II, and III subunit RPABC5	1	1	10755.9
P22140	EPT1_YEAST	EPT1	Choline/ethanolaminephosphotransferase 1	1	1	490957
P22141	PSB4_YEAST	PRE1	Proteasome subunit beta type-4	6	6	4.1698e+06
P22146	GAS1_YEAST	GAS1	1,3-beta-glucanosyltransferase GAS1	6	6	5.85522e+06
P22147	XRN1_YEAST	XRN1	5'-3' exoribonuclease 1	43	43	3.42332e+06
P22149	AFT1_YEAST	AFT1	Iron-regulated transcriptional activator AFT1	2	2	4175.52
P22202	HSP74_YEAST	SSA4	Heat shock protein SSA4	18	8	1.27356e+08
P22203	VATE_YEAST	VMA4	V-type proton ATPase subunit E	10	10	1.67936e+07
P22204	DBF2_YEAST	DBF2	Cell cycle protein kinase DBF2	5	4	552650
P22211	NPR1_YEAST	NPR1	Nitrogen permease reactivator protein	11	11	747035
P22213	SLY1_YEAST	SLY1	Protein SLY1	15	15	777290
P22214	SEC22_YEAST	SEC22	Protein transport protein SEC22	4	4	1.23724e+06
P22215	SLY41_YEAST	SLY41	Uncharacterized transporter SLY41	2	2	53737.3
P22216	RAD53_YEAST	RAD53	Serine/threonine-protein kinase RAD53	6	6	196325
P22217	TRX1_YEAST	TRX1	Thioredoxin-1	4	4	1.48385e+07
P22219	VPS15_YEAST	VPS15	Serine/threonine-protein kinase VPS15	5	5	1.78107e+06
P22224	SEC15_YEAST	SEC15	Exocyst complex component SEC15	13	13	758551
P22226;P54230	CTHL1_BOVIN;CTHL1_SHEEP	CATHL1;CATHL1A	Cathelicidin-1	1	0	1308.88
P22234	PUR6_HUMAN	PAICS	Multifunctional protein ADE2	11	11	6.38465e+06
P22255	CYSQ_ECOLI	cysQ	3'(2'),5'-bisphosphate nucleotidase CysQ	1	1	67638.9
P22256	GABT_ECOLI	gabT	4-aminobutyrate aminotransferase GabT	5	5	116106
