Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57382.raw
P32905	RSSA1_YEAST	RPS0A	Small ribosomal subunit protein uS2A	9	2	1.23167e+08
P32906	MNS1_YEAST	MNS1	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	7	7	613158
P32907	ATO2_YEAST	ATO2	Ammonia transport outward protein 2	1	1	4946.86
P32908	SMC1_YEAST	SMC1	Structural maintenance of chromosomes protein 1	15	15	754707
P32909	SMY2_YEAST	SMY2	Protein SMY2	13	13	398950
P32910	RPC6_YEAST	RPC34	DNA-directed RNA polymerase III subunit RPC6	2	2	77073.8
P32911	SUI1_YEAST	SUI1	Eukaryotic translation initiation factor eIF-1	7	7	4.84521e+06
P32912	VAM7_YEAST	VAM7	Vacuolar morphogenesis protein 7	5	5	144425
P32913	VPS17_YEAST	VPS17	Vacuolar protein sorting-associated protein 17	5	5	534310
P32914	SPT4_YEAST	SPT4	Transcription elongation factor SPT4	3	3	316612
P32915	SC61A_YEAST	SEC61	Protein transport protein SEC61	8	8	3.88967e+06
P32916	SRPR_YEAST	SRP101	Signal recognition particle receptor subunit alpha homolog	16	16	691409
P32917	STE5_YEAST	STE5	Protein STE5	2	2	11398.8
P32929	CGL_HUMAN	CTH	Cystathionine gamma-lyase	6	6	886136
P32939	YPT7_YEAST	YPT7	Ypt/Rab-type GTPase YPT7	4	4	1.52687e+06
P32969	RL9_HUMAN	RPL9	60S ribosomal protein L9	8	8	2.03685e+07
P33176	KINH_HUMAN	KIF5B	Kinesin-1 heavy chain	33	26	2.27146e+06
P33195	GCSP_ECOLI	gcvP	Glycine dehydrogenase (decarboxylating)	7	7	501289
P33201	MRT4_YEAST	MRT4	Ribosome assembly factor MRT4	8	8	5.95712e+06
P33202	UFD4_YEAST	UFD4	Ubiquitin fusion degradation protein 4	14	14	617511
P33203	PRP40_YEAST	PRP40	Pre-mRNA-processing protein PRP40	3	3	198724
P33204	ARPC4_YEAST	ARC19	Actin-related protein 2/3 complex subunit 4	3	3	2.1697e+06
P33240	CSTF2_HUMAN	CSTF2	Cleavage stimulation factor subunit 2	6	6	2.6114e+06
P33297	PRS6A_YEAST	RPT5	26S proteasome regulatory subunit 6A	13	13	5.53553e+06
P33298	PRS6B_YEAST	RPT3	26S proteasome regulatory subunit 6B homolog	7	7	4.79031e+06
P33299	PRS7_YEAST	RPT1	26S proteasome regulatory subunit 7 homolog	13	13	6.05446e+06
P33301	XRS2_YEAST	XRS2	DNA repair protein XRS2	1	1	4794.68
P33302	PDR5_YEAST	PDR5	Pleiotropic ABC efflux transporter of multiple drugs	39	27	1.27943e+07
P33307	CSE1_YEAST	CSE1	Importin alpha re-exporter	18	18	949863
P33309	DOM34_YEAST	DOM34	Protein DOM34	9	9	878616
P33311	MDL2_YEAST	MDL2	ATP-dependent permease MDL2, mitochondrial	3	3	33144.1
P33312	RIB7_YEAST	RIB7	2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase	2	2	24931.7
P33313	CNS1_YEAST	CNS1	Hsp70/Hsp90 co-chaperone CNS1	6	6	236604
P33314	BUD2_YEAST	BUD2	Inhibitory regulator protein BUD2/CLA2	5	5	159724
P33315	TKT2_YEAST	TKL2	Transketolase 2	5	5	422738
P33316	DUT_HUMAN	DUT	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	11	11	5.38933e+06
P33317	DUT_YEAST	DUT1	Deoxyuridine 5'-triphosphate nucleotidohydrolase	5	5	2.50291e+06
P33322	CBF5_YEAST	CBF5	H/ACA ribonucleoprotein complex subunit CBF5	13	13	6.71865e+06
P33324	YKJ1_YEAST	YKL091C	CRAL-TRIO domain-containing protein YKL091C	9	9	3.10254e+06
P33327	DHE2_YEAST	GDH2	NAD-specific glutamate dehydrogenase	22	22	3.02876e+06
P33328	SNC2_YEAST	SNC2	Synaptobrevin homolog 2	2	2	3.32838e+06
P33329	PPZ2_YEAST	PPZ2	Serine/threonine-protein phosphatase PP-Z2	3	3	1.30153e+06
P33330	SERC_YEAST	SER1	Phosphoserine aminotransferase	11	11	1.43067e+07
P33331	NTF2_YEAST	NTF2	Nuclear transport factor 2	3	3	2.65602e+07
P33332	SEC3_YEAST	SEC3	Exocyst complex component SEC3	18	18	7.08954e+06
P33333	PLSC_YEAST	SLC1	1-acyl-sn-glycerol-3-phosphate acyltransferase	9	9	5.84668e+06
P33334	PRP8_YEAST	PRP8	Pre-mRNA-splicing factor 8	8	8	1.25829e+06
P33336	SKN1_YEAST	SKN1	Beta-glucan synthesis-associated protein SKN1	1	1	7652.77
P33338	SLA2_YEAST	SLA2	Protein SLA2	22	22	2.08625e+06
P33339	TFC4_YEAST	TFC4	Transcription factor tau 131 kDa subunit	2	2	1.35171e+06
P33399	LHP1_YEAST	LHP1	La protein homolog	6	6	2.63058e+06
P33401	PGM1_YEAST	PGM1	Phosphoglucomutase 1	15	15	2.95343e+06
P33411	PRP18_YEAST	PRP18	Pre-mRNA-splicing factor 18	1	1	141900
P33412	ECT1_YEAST	ECT1	Ethanolamine-phosphate cytidylyltransferase	5	5	3.12643e+06
P33416	HSP78_YEAST	HSP78	Heat shock protein 78, mitochondrial	27	27	4.60299e+06
P33417	IXR1_YEAST	IXR1	Intrastrand cross-link recognition protein	2	2	204488
P33418	XPOT_YEAST	LOS1	Exportin-T	5	5	75175.1
P33419	SPC29_YEAST	SPC29	Spindle pole component 29	1	1	5357.87
P33421	SDH3_YEAST	SDH3	Succinate dehydrogenase [ubiquinone] cytochrome b subunit, mitochondrial	1	1	469172
P33441	MFT1_YEAST	MFT1	THO complex subunit MFT1	5	5	890989
P33442	RS3A1_YEAST	RPS1A	Small ribosomal subunit protein eS1A	13	2	1.30789e+08
P33527	MRP1_HUMAN	ABCC1	Multidrug resistance-associated protein 1	17	16	928595
P33552	CKS2_HUMAN	CKS2	Cyclin-dependent kinases regulatory subunit 2	2	2	72111.1
P33570	TKT2_ECOLI	tktB	Transketolase 2	3	3	179266
P33734	HIS5_YEAST	HIS7	Imidazole glycerol phosphate synthase hisHF	27	27	3.06919e+06
P33748	MSN2_YEAST	MSN2	Zinc finger protein MSN2	6	6	199459
P33749	MSN4_YEAST	MSN4	Zinc finger protein MSN4	3	3	6080.22
P33750	DCA13_YEAST	SOF1	Protein SOF1	10	10	2.24795e+06
P33753	TRM2_YEAST	TRM2	tRNA (uracil(54)-C(5))-methyltransferase	1	1	476109
P33754	SEC66_YEAST	SEC66	Translocation protein SEC66	6	6	1.90966e+06
P33755	NPL4_YEAST	NPL4	Nuclear protein localization protein 4	16	16	986948
P33760	PEX6_YEAST	PEX6	Peroxisomal ATPase PEX6	2	2	903608
P33767	OSTB_YEAST	WBP1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1	11	11	3.95697e+06
P33775	PMT1_YEAST	PMT1	Dolichyl-phosphate-mannose--protein mannosyltransferase 1	13	13	4.80986e+06
P33891	TIP20_YEAST	TIP20	Protein transport protein TIP20	7	7	412289
P33892	GCN1_YEAST	GCN1	eIF-2-alpha kinase activator GCN1	69	68	1.33934e+07
P33894	STE13_YEAST	STE13	Dipeptidyl aminopeptidase A	12	12	1.29286e+06
P33895	NUF2_YEAST	NUF2	Kinetochore protein NUF2	3	3	1.18833e+06
P33897	ABCD1_HUMAN	ABCD1	ATP-binding cassette sub-family D member 1	9	7	557840
P33991	MCM4_HUMAN	MCM4	DNA replication licensing factor MCM4	20	20	2.9215e+06
P33992	MCM5_HUMAN	MCM5	DNA replication licensing factor MCM5	29	29	7.91004e+06
P33993	MCM7_HUMAN	MCM7	DNA replication licensing factor MCM7	23	23	6.03781e+06
P34072	MKS1_YEAST	MKS1	Negative regulator of RAS-cAMP pathway	3	3	401495
P34077	NIC96_YEAST	NIC96	Nucleoporin NIC96	18	18	1.28926e+06
P34078	LTV1_YEAST	LTV1	Protein LTV1	5	5	616028
P34087	RPB7_YEAST	RPB7	DNA-directed RNA polymerase II subunit RPB7	3	3	2.47282e+06
P34110	VPS35_YEAST	VPS35	Vacuolar protein sorting-associated protein 35	18	18	622259
P34111	TFC3_YEAST	TFC3	Transcription factor tau 138 kDa subunit	5	5	103968
P34160	NCBP1_YEAST	STO1	Nuclear cap-binding protein complex subunit 1	17	17	2.50013e+06
P34162	MED20_YEAST	SRB2	Mediator of RNA polymerase II transcription subunit 20	5	5	3.19331e+06
P34163	TGL1_YEAST	TGL1	Sterol esterase TGL1	12	12	995207
P34164	SIP2_YEAST	SIP2	SNF1 protein kinase subunit beta-2	3	3	400717
P34167	IF4B_YEAST	TIF3	Eukaryotic translation initiation factor 4B	25	25	1.43987e+07
P34216	EDE1_YEAST	EDE1	EH domain-containing and endocytosis protein 1	36	36	4.63921e+06
P34217	PIN4_YEAST	PIN4	RNA-binding protein PIN4	10	10	7.891e+06
P34220	YBF5_YEAST	YBL055C	Deoxyribonuclease Tat-D	11	11	800550
P34221	PP2C3_YEAST	PTC3	Protein phosphatase 2C homolog 3	6	6	1.29385e+06
P34222	PTH2_YEAST	PTH2	Peptidyl-tRNA hydrolase 2	5	5	1.16723e+06
P34223	UBX1_YEAST	SHP1	UBX domain-containing protein 1	17	17	3.55802e+06
P34226	SKT5_YEAST	SKT5	Chitin synthase regulator SKT5	3	3	118465
P34227	PRX1_YEAST	PRX1	Peroxiredoxin PRX1, mitochondrial	7	7	7.94714e+06
P34232	MTR2_YEAST	MTR2	mRNA transport regulator MTR2	3	3	815628
P34233	ASH1_YEAST	ASH1	Transcriptional regulatory protein ASH1	1	1	10636
P34237	CASP_YEAST	COY1	Protein CASP	17	17	977809
P34240	ZRT3_YEAST	ZRT3	Zinc-regulated transporter 3	2	2	119958
P34241	URB1_YEAST	URB1	Nucleolar pre-ribosomal-associated protein 1	22	22	5.77693e+07
P34243	HCS1_YEAST	HCS1	DNA polymerase alpha-associated DNA helicase A	6	6	531780
P34247	UTP11_YEAST	UTP11	U3 small nucleolar RNA-associated protein 11	2	2	8107.8
P34248	YKK0_YEAST	YKL100C	Probable intramembrane protease YKL100C	8	8	1.37497e+06
P34250	SEG2_YEAST	SEG2	Eisosome protein SEG2	5	5	128629
P34251	YKK7_YEAST	YKL107W	Uncharacterized oxidoreductase YKL107W	2	2	35190.8
P34253	KTI12_YEAST	KTI12	Protein KTI12	7	7	568445
P34730	BMH2_YEAST	BMH2	Protein BMH2	3	3	1.39784e+07
P34756	FAB1_YEAST	FAB1	1-phosphatidylinositol 3-phosphate 5-kinase FAB1	8	8	3.98211e+06
P34758	SCD5_YEAST	SCD5	Protein SCD5	3	3	6955.6
P34760	TSA1_YEAST	TSA1	Peroxiredoxin TSA1	11	9	2.05737e+08
P34761	WHI3_YEAST	WHI3	Protein WHI3	5	5	788428
P34896	GLYC_HUMAN	SHMT1	Serine hydroxymethyltransferase, cytosolic	8	8	2.1937e+06
P34897	GLYM_HUMAN	SHMT2	Serine hydroxymethyltransferase, mitochondrial	17	17	1.35107e+07
P34909	NOT4_YEAST	MOT2	General negative regulator of transcription subunit 4	8	8	1.66471e+06
P34932	HSP74_HUMAN	HSPA4	Heat shock 70 kDa protein 4	39	36	8.46287e+06
P34949	MPI_HUMAN	MPI	Mannose-6-phosphate isomerase	6	6	2.38478e+06
P35030	TRY3_HUMAN	PRSS3	Trypsin-3	1	1	12395.6
P35052	GPC1_HUMAN	GPC1	Glypican-1	7	7	352124
P35056	PEX5_YEAST	PEX5	Peroxisomal targeting signal receptor	2	2	67352.1
P35080	PROF2_HUMAN	PFN2	Profilin-2	2	2	297693
P35127	UBL1_YEAST	YUH1	Ubiquitin carboxyl-terminal hydrolase YUH1	3	3	386704
P35169	TOR1_YEAST	TOR1	Serine/threonine-protein kinase TOR1	12	10	5.68792e+06
P35176	CYPD_YEAST	CPR5	Peptidyl-prolyl cis-trans isomerase D	8	8	8.63778e+06
P35177	SPT7_YEAST	SPT7	Transcriptional activator SPT7	6	6	1.39759e+06
P35178	RRP1_YEAST	RRP1	Ribosomal RNA-processing protein 1	4	4	1.00254e+06
P35179	SC61G_YEAST	SSS1	Protein transport protein SSS1	3	3	2.68513e+07
P35180	TOM20_YEAST	TOM20	Mitochondrial import receptor subunit TOM20	4	4	2.84541e+06
P35181	AP1S1_YEAST	APS1	AP-1 complex subunit sigma-1	2	2	1.95514e+06
P35182	PP2C1_YEAST	PTC1	Protein phosphatase 2C homolog 1	3	3	196255
P35183	AST1_YEAST	AST1	Protein AST1	5	5	1.60109e+06
P35184	SQT1_YEAST	SQT1	Ribosome assembly protein SQT1	2	2	2.86374e+06
P35187	SGS1_YEAST	SGS1	ATP-dependent helicase SGS1	2	2	6953.48
P35189	TAF14_YEAST	TAF14	Transcription initiation factor TFIID subunit 14	8	8	4.25082e+06
P35191	MDJ1_YEAST	MDJ1	DnaJ homolog 1, mitochondrial	14	14	2.05061e+06
P35193	ATG19_YEAST	ATG19	Autophagy-related protein 19	1	1	29815.7
P35194	UTP20_YEAST	UTP20	U3 small nucleolar RNA-associated protein 20	31	31	1.47424e+06
P35196	RER2_YEAST	RER2	Dehydrodolichyl diphosphate synthase complex subunit RER2	1	1	279615
P35197	GCS1_YEAST	GCS1	ADP-ribosylation factor GTPase-activating protein GCS1	19	19	5.5175e+06
P35202	THI80_YEAST	THI80	Thiamine pyrophosphokinase	5	5	309534
P35206	CSG2_YEAST	CSG2	Mannosyl phosphorylinositol ceramide synthase regulatory protein CSG2	1	1	478816
P35207	SKI2_YEAST	SKI2	Antiviral helicase SKI2	27	27	1.19194e+06
P35210	SPT23_YEAST	SPT23	Protein SPT23	4	3	1.87112e+06
P35221	CTNA1_HUMAN	CTNNA1	Catenin alpha-1	12	8	307458
P35232	PHB_HUMAN	PHB	Prohibitin	15	15	1.23081e+07
P35237	SPB6_HUMAN	SERPINB6	Serpin B6	14	13	5.6659e+06
P35241	RADI_HUMAN	RDX	Radixin	11	11	4.18215e+06
P35244	RFA3_HUMAN	RPA3	Replication protein A 14 kDa subunit	5	5	2.86751e+06
P35249	RFC4_HUMAN	RFC4	Replication factor C subunit 4	11	11	2.7981e+06
P35250	RFC2_HUMAN	RFC2	Replication factor C subunit 2	12	12	8.76115e+06
P35251	RFC1_HUMAN	RFC1	Replication factor C subunit 1	9	9	2.47109e+06
P35268	RL22_HUMAN	RPL22	60S ribosomal protein L22	2	2	2.71165e+07
P35269	T2FA_HUMAN	GTF2F1	General transcription factor IIF subunit 1	5	5	340793
P35270	SPRE_HUMAN	SPR	Sepiapterin reductase	7	7	1.49359e+06
P35354	PGH2_HUMAN	PTGS2	Prostaglandin G/H synthase 2	10	10	1.55631e+06
P35443	TSP4_HUMAN	THBS4	Thrombospondin-4	1	0	5680.87
P35573	GDE_HUMAN	AGL	Glycogen debranching enzyme	17	17	293447
P35579	MYH9_HUMAN	MYH9	Myosin-9	93	74	3.45891e+07
P35580	MYH10_HUMAN	MYH10	Myosin-10	5	5	39998.5
P35606	COPB2_HUMAN	COPB2	Coatomer subunit beta'	29	29	1.7309e+06
P35610	SOAT1_HUMAN	SOAT1	Sterol O-acyltransferase 1	9	9	1.74937e+06
P35611	ADDA_HUMAN	ADD1	Alpha-adducin	3	3	58505.6
P35613	BASI_HUMAN	BSG	Basigin	7	7	1.27335e+07
P35637	FUS_HUMAN	FUS	RNA-binding protein FUS	5	5	5.03028e+06
P35658	NU214_HUMAN	NUP214	Nuclear pore complex protein Nup214	40	40	2.6433e+06
P35659	DEK_HUMAN	DEK	Protein DEK	9	9	7.29437e+06
P35688	LRG1_YEAST	LRG1	Rho-GTPase-activating protein LRG1	2	2	387756
P35691	TCTP_YEAST	TMA19	Translationally-controlled tumor protein homolog	6	6	5.36558e+07
P35718	RPC8_YEAST	RPC25	DNA-directed RNA polymerase III subunit RPC8	2	2	289148
P35719	MRP8_YEAST	MRP8	Uncharacterized protein MRP8	9	9	2.28122e+07
P35723	YET1_YEAST	YET1	Endoplasmic reticulum transmembrane protein 1	5	5	4.79796e+06
P35724	MNR2_YEAST	MNR2	Manganese resistance protein MNR2	7	7	233585
P35725	YKG3_YEAST	YKL063C	Uncharacterized protein YKL063C	2	2	780984
P35728	MPE1_YEAST	MPE1	Protein MPE1	1	1	5630.05
P35729	NU120_YEAST	NUP120	Nucleoporin NUP120	15	15	1.16926e+07
P35732	DEF1_YEAST	DEF1	RNA polymerase II degradation factor 1	10	10	4.96296e+06
P35754	GLRX1_HUMAN	GLRX	Glutaredoxin-1	2	2	3.28462e+06
P35813	PPM1A_HUMAN	PPM1A	Protein phosphatase 1A	2	2	191115
P35817	BDF1_YEAST	BDF1	Bromodomain-containing factor 1	18	18	1.74822e+06
P35842;P38693	PPAB_YEAST;PPAC_YEAST	PHO11;PHO12	Acid phosphatase PHO11	2	0	402794
P35844	KES1_YEAST	KES1	Oxysterol-binding protein homolog 4	18	18	7.90497e+06
P35845	OSH1_YEAST	SWH1	Oxysterol-binding protein homolog 1	21	21	1.59116e+07
P35914	HMGCL_HUMAN	HMGCL	Hydroxymethylglutaryl-CoA lyase, mitochondrial	7	7	567954
P35997;P38711	RS27A_YEAST;RS27B_YEAST	RPS27A;RPS27B	Small ribosomal subunit protein eS27A	3	0	1.24144e+08
P35998	PRS7_HUMAN	PSMC2	26S proteasome regulatory subunit 7	21	17	1.18234e+07
P36000	AP1B1_YEAST	APL2	AP-1 complex subunit beta-1	20	20	1.15749e+06
P36004	KKQ8_YEAST	KKQ8	Probable serine/threonine-protein kinase KKQ8	1	1	114336
P36006	MYO3_YEAST	MYO3	Myosin-3	16	16	5.00879e+06
P36007	LTHAD_YEAST	SRY1	L-threo-3-hydroxyaspartate ammonia-lyase	10	10	2.86066e+06
P36008	EF1G2_YEAST	TEF4	Elongation factor 1-gamma 2	17	15	3.46194e+07
P36010	NDK_YEAST	YNK1	Nucleoside diphosphate kinase	11	11	1.43872e+07
P36013	MAOM_YEAST	MAE1	NAD-dependent malic enzyme, mitochondrial	21	21	1.65556e+07
P36015	YKT6_YEAST	YKT6	Synaptobrevin homolog YKT6	12	12	9.00705e+06
P36016	LHS1_YEAST	LHS1	Heat shock protein 70 homolog LHS1	17	17	6.00565e+06
P36017	VPS21_YEAST	VPS21	Vacuolar protein sorting-associated protein 21	13	12	5.26057e+06
P36018	YPT52_YEAST	YPT52	GTP-binding protein YPT52	10	10	5.63829e+06
P36019	YPT53_YEAST	YPT53	GTP-binding protein YPT53	7	7	568045
P36024	SIS2_YEAST	SIS2	Phosphopantothenoylcysteine decarboxylase subunit SIS2	8	6	4.39431e+07
P36027	MID2_YEAST	MID2	Cell wall integrity sensor MID2	1	1	35926.6
P36029	TPO5_YEAST	TPO5	Polyamine transporter TPO5	3	3	184852
P36035	JEN1_YEAST	JEN1	Carboxylic acid transporter protein homolog	3	3	995232
P36036	YRA2_YEAST	YRA2	RNA annealing protein YRA2	5	5	2.26821e+06
P36037	DOA1_YEAST	DOA1	Protein DOA1	22	22	1.37325e+07
P36039	EMC3_YEAST	EMC3	ER membrane protein complex subunit 3	1	1	19890.7
P36040	POC2_YEAST	ADD66	Proteasome assembly chaperone 2	4	4	5.84209e+06
P36041	EAP1_YEAST	EAP1	Protein EAP1	13	13	1.57947e+06
P36046	MIA40_YEAST	MIA40	Mitochondrial intermembrane space import and assembly protein 40	13	13	1.38481e+06
P36047	SDS22_YEAST	SDS22	Protein phosphatase 1 regulatory subunit SDS22	10	10	2.50928e+06
P36048	SN114_YEAST	SNU114	Pre-mRNA-splicing factor SNU114	14	14	613140
P36049	EBP2_YEAST	EBP2	rRNA-processing protein EBP2	10	10	980541
P36051	MCD4_YEAST	MCD4	GPI ethanolamine phosphate transferase 1	6	6	661751
P36053	ELF1_YEAST	ELF1	Transcription elongation factor 1	2	2	797967
P36054	RCN1_YEAST	RCN1	Calcipressin-like protein	4	4	760343
P36057	SRPB_YEAST	SRP102	Signal recognition particle receptor subunit beta	3	3	776439
P36059	NNRD_YEAST	NNR2	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	8	8	1.94396e+06
P36060	MCR1_YEAST	MCR1	NADH-cytochrome b5 reductase 2	14	14	1.10652e+07
P36062	AVT3_YEAST	AVT3	Vacuolar amino acid transporter 3	4	4	72015.4
P36064	COXM1_YEAST	CMC1	COX assembly mitochondrial protein	1	1	34759.1
P36068	SHE2_YEAST	SHE2	SWI5-dependent HO expression protein 2	3	3	1.10057e+06
P36069	PMU1_YEAST	PMU1	Probable phosphoglycerate mutase PMU1	7	7	8.50378e+06
P36076	CAB3_YEAST	CAB3	Coenzyme A biosynthesis protein 3	12	12	1.15685e+06
P36080	RRP14_YEAST	RRP14	Ribosomal RNA-processing protein 14	3	3	477618
P36081	PSG1_YEAST	PSG1	PMA1 stabilization in the Golgi protein 1	8	8	2.80393e+06
P36083	YKH5_YEAST	YKL075C	Uncharacterized protein YKL075C	1	1	4875.54
P36084	MUD2_YEAST	MUD2	Splicing factor MUD2	1	1	12590.9
P36088	FRMSR_YEAST	YKL069W	Free methionine-R-sulfoxide reductase	3	3	1.14685e+06
P36090	ANR2_YEAST	ANR2	Uncharacterized protein ANR2	6	6	1.9983e+06
P36091	DCW1_YEAST	DCW1	Mannan endo-1,6-alpha-mannosidase DCW1	2	2	843965
P36094	SPC42_YEAST	SPC42	Spindle pole body component SPC42	3	3	653987
P36095	VPS24_YEAST	VPS24	Vacuolar protein-sorting-associated protein 24	2	2	398413
P36096	TUL1_YEAST	TUL1	Transmembrane E3 ubiquitin-protein ligase 1	2	2	138351
P36100	T2EA_YEAST	TFA1	Transcription initiation factor IIE subunit alpha	8	8	479381
P36101	TCD2_YEAST	TCD2	tRNA threonylcarbamoyladenosine dehydratase 2	8	8	519993
P36102	PAN3_YEAST	PAN3	PAN2-PAN3 deadenylation complex subunit PAN3	5	5	3.34367e+06
P36103	YKC3_YEAST	YKL023W	Uncharacterized protein YKL023W	3	3	105214
P36104	SWD2_YEAST	SWD2	COMPASS component SWD2	6	6	1.0766e+06
P36105	RL14A_YEAST	RPL14A	Large ribosomal subunit protein eL14A	5	1	6.5992e+07
P36106	BYE1_YEAST	BYE1	Transcription factor BYE1	4	4	195109
P36107	AUR1_YEAST	AUR1	Inositol phosphorylceramide synthase catalytic subunit AUR1	2	2	18544.5
P36108	DID4_YEAST	DID4	DOA4-independent degradation protein 4	4	4	6.59609e+06
P36112	MIC60_YEAST	MIC60	MICOS complex subunit MIC60	13	13	597666
P36114	YKR18_YEAST	YKR018C	IML2-like protein YKR018C	17	17	4.33284e+06
P36115	IRS4_YEAST	IRS4	Increased rDNA silencing protein 4	1	1	4963.08
P36116	VPS51_YEAST	VPS51	Vacuolar protein sorting-associated protein 51	3	3	5206.91
P36117	ALY1_YEAST	ALY1	Arrestin-related trafficking adapter 6	3	3	11802.6
P36119	RQT4_YEAST	RQT4	RQC trigger complex subunit RQT4	5	5	118814
P36120	DBP7_YEAST	DBP7	ATP-dependent RNA helicase DBP7	4	4	61778
P36121	RPC5_YEAST	RPC37	DNA-directed RNA polymerase III subunit RPC5	6	6	291749
P36122	BCH2_YEAST	BCH2	Protein BCH2	3	3	381888
P36123	SA190_YEAST	SAP190	SIT4-associating protein SAP190	12	12	650550
P36124	SET3_YEAST	SET3	SET domain-containing protein 3	7	7	3.04959e+06
P36125	GMH1_YEAST	GMH1	Protein GMH1	1	1	14921.2
P36126	SPO14_YEAST	SPO14	Phospholipase D1	8	8	541101
P36130	CAF4_YEAST	CAF4	CCR4-associated factor 4	3	3	12447.3
P36131	SPC34_YEAST	SPC34	DASH complex subunit SPC34	3	3	393149
P36132	KAE1_YEAST	KAE1	tRNA N6-adenosine threonylcarbamoyltransferase	7	7	1.06884e+06
P36135	UTH1_YEAST	UTH1	Probable secreted beta-glucosidase UTH1	3	3	629076
P36136	SHB17_YEAST	SHB17	Sedoheptulose 1,7-bisphosphatase	11	11	2.75959e+06
P36139	PET10_YEAST	PET10	Protein PET10	13	13	5.25421e+06
P36141	FMP46_YEAST	FMP46	Putative redox protein FMP46, mitochondrial	6	6	1.00514e+06
P36143	GLG1_YEAST	GLG1	Glycogenin-1	3	3	173335
P36144	RL1D1_YEAST	UTP30	Ribosome biogenesis protein UTP30	2	2	194313
P36145	T2EB_YEAST	TFA2	Transcription initiation factor IIE subunit beta	7	7	647071
P36147	PAM17_YEAST	PAM17	Presequence translocated-associated motor subunit PAM17, mitochondrial	2	2	1.59481e+06
P36148	GPT2_YEAST	GPT2	Glycerol-3-phosphate O-acyltransferase 2	18	18	2.04728e+06
P36149	BET3_YEAST	BET3	Trafficking protein particle complex subunit BET3	1	1	97419.3
P36151	YK50_YEAST	YKR070W	Mitochondrial hydrolase YKR070W	6	6	2.6649e+06
P36152	DRE2_YEAST	DRE2	Fe-S cluster assembly protein DRE2	8	8	365322
P36154	AIM29_YEAST	AIM29	Altered inheritance rate of mitochondria protein 29	6	6	1.40723e+07
P36156	GTO2_YEAST	ECM4	Glutathione S-transferase omega-like 2	10	10	1.81997e+06
P36158	YK58_YEAST	YKR078W	Uncharacterized protein YKR078W	1	1	660576
P36159	RNZ_YEAST	TRZ1	Ribonuclease Z	4	4	166152
P36160	RPF2_YEAST	RPF2	Ribosome biogenesis protein RPF2	4	4	4.83233e+06
P36161	NU133_YEAST	NUP133	Nucleoporin NUP133	22	22	2.2232e+06
P36162	DAD2_YEAST	DAD2	DASH complex subunit DAD2	1	1	1.65646e+06
P36163	OMA1_YEAST	OMA1	Mitochondrial metalloendopeptidase OMA1	1	1	6745.33
P36164	TVP38_YEAST	TVP38	Golgi apparatus membrane protein TVP38	1	1	10388.7
P36165	TGL4_YEAST	TGL4	Triacylglycerol lipase 4	6	6	152757
P36166	PXL1_YEAST	PXL1	Paxillin-like protein 1	5	5	73640.3
P36168	ESL2_YEAST	ESL2	EST/SMG-like protein 2	3	3	62316.4
P36169	SKG1_YEAST	SKG1	Suppressor of lethality of KEX2 GAS1 double null mutant protein 1	1	1	24248.6
P36224	JNM1_YEAST	JNM1	Nuclear migration protein JNM1	2	2	96392.9
P36404	ARL2_HUMAN	ARL2	ADP-ribosylation factor-like protein 2	6	6	842487
P36405	ARL3_HUMAN	ARL3	ADP-ribosylation factor-like protein 3	7	7	2.5647e+06
P36421	SYYC_YEAST	TYS1	Tyrosine--tRNA ligase, cytoplasmic	16	16	9.54605e+06
P36507	MP2K2_HUMAN	MAP2K2	Dual specificity mitogen-activated protein kinase kinase 2	11	8	3.27279e+06
P36516	RM03_YEAST	MRPL3	Large ribosomal subunit protein mL44	6	6	1.09371e+06
P36519	RM07_YEAST	MRPL7	Large ribosomal subunit protein uL5m	2	2	63983.1
P36521	RM11_YEAST	MRPL11	Large ribosomal subunit protein uL10m	1	1	4667.3
P36523	RM15_YEAST	MRPL15	Large ribosomal subunit protein mL57	1	1	95962.9
P36527	RM28_YEAST	MRPL28	Large ribosomal subunit protein mL40	3	3	34915.4
P36528	RM17_YEAST	MRPL17	Large ribosomal subunit protein mL46	4	4	299444
P36534	RM40_YEAST	MRPL40	Large ribosomal subunit protein uL24m	1	1	10754.1
P36542	ATPG_HUMAN	ATP5F1C	ATP synthase subunit gamma, mitochondrial	10	10	5.68501e+06
P36543	VATE1_HUMAN	ATP6V1E1	V-type proton ATPase subunit E 1	3	3	6.05374e+06
P36551	HEM6_HUMAN	CPOX	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial	7	7	839543
P36578	RL4_HUMAN	RPL4	60S ribosomal protein L4	17	16	3.42188e+07
P36639	8ODP_HUMAN	NUDT1	7,8-dihydro-8-oxoguanine triphosphatase	3	3	159765
P36683	ACNB_ECOLI	acnB	Aconitate hydratase B	12	12	1.5092e+06
P36775	LONM_YEAST	PIM1	Lon protease homolog, mitochondrial	28	27	1.14171e+07
