Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57368.raw
P25685	DNJB1_HUMAN	DNAJB1	DnaJ homolog subfamily B member 1	9	8	1.43439e+06
P25694	CDC48_YEAST	CDC48	Cell division control protein 48	30	29	2.83894e+07
P25719	CYPC_YEAST	CPR3	Peptidyl-prolyl cis-trans isomerase C, mitochondrial	6	6	6.97199e+06
P25786	PSA1_HUMAN	PSMA1	Proteasome subunit alpha type-1	15	15	3.03065e+07
P25787	PSA2_HUMAN	PSMA2	Proteasome subunit alpha type-2	6	6	3.04466e+06
P25788	PSA3_HUMAN	PSMA3	Proteasome subunit alpha type-3	9	9	5.12934e+06
P25789	PSA4_HUMAN	PSMA4	Proteasome subunit alpha type-4	6	6	4.54612e+06
P25808	SPB4_YEAST	SPB4	ATP-dependent rRNA helicase SPB4	9	9	502182
P25815	S100P_HUMAN	S100P	Protein S100-P	2	2	8.33683e+06
P25847	MSH2_YEAST	MSH2	DNA mismatch repair protein MSH2	14	14	3.04953e+06
P26006	ITA3_HUMAN	ITGA3	Integrin alpha-3	13	13	4.89149e+06
P26038	MOES_HUMAN	MSN	Moesin	30	22	1.41334e+07
P26196	DDX6_HUMAN	DDX6	Probable ATP-dependent RNA helicase DDX6	17	17	3.57049e+06
P26321	RL5_YEAST	RPL5	Large ribosomal subunit protein uL18	9	9	5.85117e+07
P26358	DNMT1_HUMAN	DNMT1	DNA (cytosine-5)-methyltransferase 1	33	33	2.953e+06
P26368	U2AF2_HUMAN	U2AF2	Splicing factor U2AF 65 kDa subunit	9	9	6.19079e+06
P26373	RL13_HUMAN	RPL13	60S ribosomal protein L13	7	7	3.20282e+07
P26374	RAE2_HUMAN	CHML	Rab proteins geranylgeranyltransferase component A 2	1	1	116266
P26393;P37744	RMLA1_ECOLI;RMLA_SALTY	rfbA;rmlA	Glucose-1-phosphate thymidylyltransferase	1	0	7716.14
P26440	IVD_HUMAN	IVD	Isovaleryl-CoA dehydrogenase, mitochondrial	9	9	640998
P26447	S10A4_HUMAN	S100A4	Protein S100-A4	5	5	1.02897e+08
P26570	PPZ1_YEAST	PPZ1	Serine/threonine-protein phosphatase PP-Z1	10	5	991524
P26583	HMGB2_HUMAN	HMGB2	High mobility group protein B2	4	4	5.07356e+06
P26599	PTBP1_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1	10	8	7.62947e+06
P26637	SYLC_YEAST	CDC60	Leucine--tRNA ligase, cytoplasmic	41	41	7.9038e+06
P26639	SYTC_HUMAN	TARS1	Threonine--tRNA ligase 1, cytoplasmic	24	24	6.18293e+06
P26640	SYVC_HUMAN	VARS1	Valine--tRNA ligase	44	44	7.53099e+06
P26641	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma	16	16	2.0465e+07
P26646	ACUI_ECOLI	acuI	Probable acrylyl-CoA reductase AcuI	2	2	38170.6
P26725	YUR1_YEAST	YUR1	Probable mannosyltransferase YUR1	4	3	153743
P26754	RFA2_YEAST	RFA2	Replication factor A protein 2	7	7	1.14111e+06
P26755	RFA3_YEAST	RFA3	Replication factor A protein 3	4	4	934612
P26783	RS5_YEAST	RPS5	Small ribosomal subunit protein uS7	10	10	4.85543e+07
P26784	RL16A_YEAST	RPL16A	Large ribosomal subunit protein uL13A	7	7	1.0808e+07
P26785	RL16B_YEAST	RPL16B	Large ribosomal subunit protein uL13B	10	7	7.22446e+07
P26786	RS7A_YEAST	RPS7A	Small ribosomal subunit protein eS7A	3	3	3.02734e+07
P26793	FEN1_YEAST	RAD27	Flap endonuclease 1	8	8	902191
P26885	FKBP2_HUMAN	FKBP2	Peptidyl-prolyl cis-trans isomerase FKBP2	3	3	1.58357e+06
P26927	HGFL_HUMAN	MST1	Hepatocyte growth factor-like protein	1	1	3524.56
P27105	STOM_HUMAN	STOM	Erythrocyte band 7 integral membrane protein	8	8	1.53011e+06
P27248	GCST_ECOLI	gcvT	Aminomethyltransferase	6	6	5.89354e+06
P27250	AHR_ECOLI	ahr	Aldehyde reductase Ahr	2	2	57351.6
P27254	ARGK_ECOLI	argK	GTPase ArgK	1	1	3.8021e+06
P27298	OPDA_ECOLI	prlC	Oligopeptidase A	1	1	14890.8
P27302	TKT1_ECOLI	tktA	Transketolase 1	6	5	379550
P27338	AOFB_HUMAN	MAOB	Amine oxidase [flavin-containing] B	11	10	415494
P27348	1433T_HUMAN	YWHAQ	14-3-3 protein theta	6	6	7.95981e+06
P27351	AP2B_YEAST	APL1	AP-2 complex subunit beta	8	8	390380
P27361	MK03_HUMAN	MAPK3	Mitogen-activated protein kinase 3	4	4	1.15058e+06
P27448	MARK3_HUMAN	MARK3	MAP/microtubule affinity-regulating kinase 3	6	5	534287
P27449	VATL_HUMAN	ATP6V0C	V-type proton ATPase 16 kDa proteolipid subunit	1	1	155403
P27466	KCC1_YEAST	CMK1	Calcium/calmodulin-dependent protein kinase I	12	12	994424
P27472	GYS2_YEAST	GSY2	Glycogen [starch] synthase isoform 2	23	19	4.68851e+06
P27476	NSR1_YEAST	NSR1	Nuclear localization sequence-binding protein	20	20	3.65587e+07
P27514	PHO91_YEAST	PHO91	Low-affinity phosphate transporter PHO91	9	9	2.40876e+06
P27515	URK1_YEAST	URK1	Uridine kinase	3	3	676090
P27550	ACSA_ECOLI	acs	Acetyl-coenzyme A synthetase	14	14	1.53017e+06
P27614	CBPS_YEAST	CPS1	Carboxypeptidase S	15	15	7.15664e+06
P27616	PUR7_YEAST	ADE1	Phosphoribosylaminoimidazole-succinocarboxamide synthase	18	18	9.23051e+06
P27635	RL10_HUMAN	RPL10	60S ribosomal protein L10	5	3	1.07803e+07
P27636	CDC15_YEAST	CDC15	Cell division control protein 15	3	3	2300.11
P27637	BUD14_YEAST	BUD14	Bud site selection protein 14	2	2	400343
P27680	COQ3_YEAST	COQ3	Ubiquinone biosynthesis O-methyltransferase, mitochondrial	7	7	1.00121e+06
P27692	SPT5_YEAST	SPT5	Transcription elongation factor SPT5	32	32	3.83555e+06
P27694	RFA1_HUMAN	RPA1	Replication protein A 70 kDa DNA-binding subunit	21	21	1.39597e+07
P27695	APEX1_HUMAN	APEX1	DNA-(apurinic or apyrimidinic site) endonuclease	9	9	3.10842e+06
P27697	COQ8_YEAST	COQ8	Atypical kinase COQ8, mitochondrial	7	7	3.45246e+07
P27705	MIG1_YEAST	MIG1	Regulatory protein MIG1	5	5	463867
P27707	DCK_HUMAN	DCK	Deoxycytidine kinase	6	6	546392
P27708	PYR1_HUMAN	CAD	CAD protein	60	57	7.08022e+06
P27796	THIK_YEAST	POT1	3-ketoacyl-CoA thiolase, peroxisomal	1	1	65391.2
P27797	CALR_HUMAN	CALR	Calreticulin	12	12	1.67268e+07
P27801	PEP3_YEAST	PEP3	Vacuolar membrane protein PEP3	13	13	430630
P27809	KRE2_YEAST	KRE2	Glycolipid 2-alpha-mannosyltransferase	11	11	2.0647e+06
P27810	KTR1_YEAST	KTR1	Alpha-1,2 mannosyltransferase KTR1	13	13	2.57009e+06
P27816	MAP4_HUMAN	MAP4	Microtubule-associated protein 4	31	31	2.36979e+06
P27824	CALX_HUMAN	CANX	Calnexin	26	26	1.58236e+07
P27825	CALX_YEAST	CNE1	Calnexin homolog	3	3	895340
P27882	ERV1_YEAST	ERV1	Mitochondrial FAD-linked sulfhydryl oxidase ERV1	7	7	874843
P27929	NAM9_YEAST	NAM9	Small ribosomal subunit protein uS4m	2	2	121961
P27999	RPB9_YEAST	RPB9	DNA-directed RNA polymerase II subunit RPB9	4	4	434867
P28000	RPAC2_YEAST	RPC19	DNA-directed RNA polymerases I and III subunit RPAC2	5	5	1.37135e+06
P28003	FUN19_YEAST	FUN19	SWIRM domain-containing protein FUN19	4	4	191814
P28004	PRP45_YEAST	PRP45	Pre-mRNA-processing protein 45	3	3	667369
P28006	GAC1_YEAST	GAC1	Serine/threonine-protein phosphatase 1 regulatory subunit GAC1	2	2	5713.53
P28007	GAR1_YEAST	GAR1	H/ACA ribonucleoprotein complex subunit GAR1	4	4	1.9596e+06
P28062	PSB8_HUMAN	PSMB8	Proteasome subunit beta type-8	8	8	1.24455e+06
P28065	PSB9_HUMAN	PSMB9	Proteasome subunit beta type-9	1	1	569720
P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5	8	8	9.34005e+06
P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4	6	6	4.07181e+06
P28072	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6	4	4	4.84634e+06
P28074	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5	10	10	3.42602e+06
P28239	IPYR2_YEAST	PPA2	Inorganic pyrophosphatase, mitochondrial	4	4	1.7515e+06
P28241	IDH2_YEAST	IDH2	Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial	12	12	3.16474e+07
P28248	DCD_ECOLI	dcd	dCTP deaminase	1	1	7133.1
P28263	UBC8_YEAST	UBC8	Ubiquitin-conjugating enzyme E2-24 kDa	3	3	397948
P28272	PYRD_YEAST	URA1	Dihydroorotate dehydrogenase (fumarate)	11	11	1.50399e+07
P28273	OPLA_YEAST	OXP1	5-oxoprolinase	36	36	8.42668e+06
P28274	URA7_YEAST	URA7	CTP synthase 1	22	19	3.20961e+06
P28288	ABCD3_HUMAN	ABCD3	ATP-binding cassette sub-family D member 3	11	11	854214
P28290	ITPI2_HUMAN	ITPRID2	Protein ITPRID2	23	23	767443
P28319	CWP1_YEAST	CWP1	Cell wall protein CWP1	3	3	307867
P28320	YJU2_YEAST	YJU2	Splicing factor YJU2	2	2	9692.34
P28321	MGLL_YEAST	YJU3	Monoglyceride lipase	12	12	2.22293e+06
P28331	NDUS1_HUMAN	NDUFS1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	23	23	1.13404e+06
P28340	DPOD1_HUMAN	POLD1	DNA polymerase delta catalytic subunit	20	19	6.31447e+06
P28347	TEAD1_HUMAN	TEAD1	Transcriptional enhancer factor TEF-1	3	1	823573
P28482	MK01_HUMAN	MAPK1	Mitogen-activated protein kinase 1	10	8	2.05167e+06
P28495	CAPZA_YEAST	CAP1	F-actin-capping protein subunit alpha	8	8	5.90752e+06
P28496	LAC1_YEAST	LAC1	Ceramide synthase LAC1	3	3	2.22042e+06
P28519	RAD14_YEAST	RAD14	DNA repair protein RAD14	1	1	3148.64
P28625	YIM1_YEAST	YIM1	Protein YIM1	7	7	1.65767e+06
P28702	RXRB_HUMAN	RXRB	Retinoic acid receptor RXR-beta	4	3	377351
P28707	SBA1_YEAST	SBA1	Co-chaperone protein SBA1	7	7	1.25405e+07
P28708	PRR1_YEAST	PRR1	Serine/threonine-protein kinase PRR1	6	6	282784
P28715	ERCC5_HUMAN	ERCC5	DNA repair protein complementing XP-G cells	1	1	1967.78
P28737	MSP1_YEAST	MSP1	Outer mitochondrial transmembrane helix translocase	9	9	7.60111e+06
P28777	AROC_YEAST	ARO2	Chorismate synthase ARO2	16	16	5.00182e+06
P28789	HEM3_YEAST	HEM3	Porphobilinogen deaminase	8	8	519688
P28791	SEC20_YEAST	SEC20	Protein transport protein SEC20	4	4	209809
P28795	PEX3_YEAST	PEX3	Peroxisomal biogenesis factor 3	3	3	162434
P28799	GRN_HUMAN	GRN	Progranulin	7	7	122013
P28817	HIBCH_YEAST	EHD3	Small ribosomal subunit protein mS47	11	11	808797
P28834	IDH1_YEAST	IDH1	Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial	15	15	4.54288e+07
P28838	AMPL_HUMAN	LAP3	Cytosol aminopeptidase	18	18	658564
P29012	ALR2_ECOLI	dadX	Alanine racemase, catabolic	1	1	2367.68
P29029	CHIT_YEAST	CTS1	Endochitinase	2	2	187039
P29055	TF2B_YEAST	SUA7	Transcription initiation factor IIB	8	8	112503
P29056	TF3B_YEAST	BRF1	Transcription factor IIIB 70 kDa subunit	1	1	695467
P29083	T2EA_HUMAN	GTF2E1	General transcription factor IIE subunit 1	4	4	53559
P29084	T2EB_HUMAN	GTF2E2	Transcription initiation factor IIE subunit beta	4	4	191646
P29144	TPP2_HUMAN	TPP2	Tripeptidyl-peptidase 2	31	31	1.27899e+06
P29218	IMPA1_HUMAN	IMPA1	Inositol monophosphatase 1	7	7	438184
P29295	HRR25_YEAST	HRR25	Casein kinase I homolog HRR25	14	13	549790
P29311	BMH1_YEAST	BMH1	Protein BMH1	9	3	6.01072e+07
P29317	EPHA2_HUMAN	EPHA2	Ephrin type-A receptor 2	10	8	1.35798e+06
P29340	UBCX_YEAST	PEX4	Ubiquitin-conjugating enzyme E2-21 kDa	2	2	5030.46
P29350	PTN6_HUMAN	PTPN6	Tyrosine-protein phosphatase non-receptor type 6	6	6	213416
P29353	SHC1_HUMAN	SHC1	SHC-transforming protein 1	10	8	442466
P29366	BEM1_YEAST	BEM1	Bud emergence protein 1	11	11	640612
P29372	3MG_HUMAN	MPG	DNA-3-methyladenine glycosylase	6	6	1.56569e+06
P29375	KDM5A_HUMAN	KDM5A	Lysine-specific demethylase 5A	1	1	2574.75
P29401	TKT_HUMAN	TKT	Transketolase	16	16	2.99195e+07
P29453	RL8B_YEAST	RPL8B	Large ribosomal subunit protein eL8B	4	4	3.93398e+07
P29461	PTP2_YEAST	PTP2	Tyrosine-protein phosphatase 2	3	3	148176
P29465	CHS3_YEAST	CHS3	Chitin synthase 3	4	4	409622
P29466	CASP1_HUMAN	CASP1	Caspase-1	7	6	4.46971e+06
P29468	PAP_YEAST	PAP1	Poly(A) polymerase	16	16	648539
P29469	MCM2_YEAST	MCM2	DNA replication licensing factor MCM2	15	14	2.42258e+06
P29478	SEC65_YEAST	SEC65	Signal recognition particle subunit SEC65	6	6	654195
P29496	MCM5_YEAST	MCM5	Minichromosome maintenance protein 5	13	13	666435
P29508	SPB3_HUMAN	SERPINB3	Serpin B3	8	4	480056
P29509	TRXB1_YEAST	TRR1	Thioredoxin reductase 1	10	9	1.50524e+07
P29539	RIF1_YEAST	RIF1	Telomere length regulator protein RIF1	5	5	57182.7
P29547	EF1G1_YEAST	CAM1	Elongation factor 1-gamma 1	17	17	1.18349e+07
P29558	RBMS1_HUMAN	RBMS1	RNA-binding motif, single-stranded-interacting protein 1	3	2	9.94915e+06
P29590	PML_HUMAN	PML	Protein PML	12	12	268458
P29692	EF1D_HUMAN	EEF1D	Elongation factor 1-delta	13	10	7.07814e+06
P29703	FNTA_YEAST	RAM2	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	3	3	432090
P29704	ERG9_YEAST	ERG9	Squalene synthase ERG9	13	13	4.73462e+06
P29952	MPI_YEAST	PMI40	Mannose-6-phosphate isomerase	13	13	4.55807e+06
P29992	GNA11_HUMAN	GNA11	Guanine nucleotide-binding protein subunit alpha-11	9	5	1.53486e+06
P30038	AL4A1_HUMAN	ALDH4A1	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	2	2	319829
P30039	PBLD_HUMAN	PBLD	Phenazine biosynthesis-like domain-containing protein	1	1	2154.54
P30040	ERP29_HUMAN	ERP29	Endoplasmic reticulum resident protein 29	9	9	6.28524e+06
P30041	PRDX6_HUMAN	PRDX6	Peroxiredoxin-6	14	14	3.23494e+07
P30043	BLVRB_HUMAN	BLVRB	Flavin reductase (NADPH)	8	8	7.12162e+06
P30044	PRDX5_HUMAN	PRDX5	Peroxiredoxin-5, mitochondrial	6	6	2.79221e+07
P30046	DOPD_HUMAN	DDT	D-dopachrome decarboxylase	1	1	3.44703e+06
P30047	GFRP_HUMAN	GCHFR	GTP cyclohydrolase 1 feedback regulatory protein	2	2	475383
P30048	PRDX3_HUMAN	PRDX3	Thioredoxin-dependent peroxide reductase, mitochondrial	7	7	6.86051e+06
P30049	ATPD_HUMAN	ATP5F1D	ATP synthase subunit delta, mitochondrial	3	3	5.48863e+06
P30050	RL12_HUMAN	RPL12	60S ribosomal protein L12	10	9	1.01259e+08
P30084	ECHM_HUMAN	ECHS1	Enoyl-CoA hydratase, mitochondrial	13	13	4.17728e+06
P30085	KCY_HUMAN	CMPK1	UMP-CMP kinase	7	7	1.82146e+06
P30086	PEBP1_HUMAN	PEBP1	Phosphatidylethanolamine-binding protein 1	10	10	1.11524e+07
P30101	PDIA3_HUMAN	PDIA3	Protein disulfide-isomerase A3	23	23	1.46024e+07
P30125	LEU3_ECOLI	leuB	3-isopropylmalate dehydrogenase	2	2	1927
P30153	2AAA_HUMAN	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	21	17	3.25675e+06
P30154	2AAB_HUMAN	PPP2R1B	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	7	7	239114
P30177	YBIB_ECOLI	ybiB	Uncharacterized protein YbiB	3	3	441044
P30260	CDC27_HUMAN	CDC27	Cell division cycle protein 27 homolog	6	6	157945
P30402	PYRX_YEAST	URA10	Orotate phosphoribosyltransferase 2	3	3	137980
P30405	PPIF_HUMAN	PPIF	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	7	6	835059
P30408	T4S1_HUMAN	TM4SF1	Transmembrane 4 L6 family member 1	1	1	1.34677e+06
P30414	NKTR_HUMAN	NKTR	NK-tumor recognition protein	2	2	98671.8
P30419	NMT1_HUMAN	NMT1	Glycylpeptide N-tetradecanoyltransferase 1	9	7	1.57382e+06
P30519	HMOX2_HUMAN	HMOX2	Heme oxygenase 2	8	8	917073
P30520	PURA2_HUMAN	ADSS2	Adenylosuccinate synthetase isozyme 2	9	8	1.60349e+06
P30530	UFO_HUMAN	AXL	Tyrosine-protein kinase receptor UFO	1	1	1643.61
P30533	AMRP_HUMAN	LRPAP1	Alpha-2-macroglobulin receptor-associated protein	9	9	1.10295e+07
P30536	TSPO_HUMAN	TSPO	Translocator protein	2	2	1.53621e+06
P30566	PUR8_HUMAN	ADSL	Adenylosuccinate lyase	9	9	996811
P30605	ITR1_YEAST	ITR1	Myo-inositol transporter 1	2	2	288001
P30619	SEC1_YEAST	SEC1	Protein transport protein SEC1	10	10	1.75093e+06
P30622	CLIP1_HUMAN	CLIP1	CAP-Gly domain-containing linker protein 1	22	21	5.29682e+07
P30624	LCF1_YEAST	FAA1	Long-chain-fatty-acid--CoA ligase 1	31	30	5.56737e+06
P30626	SORCN_HUMAN	SRI	Sorcin	9	9	1.01991e+06
P30656	PSB5_YEAST	PRE2	Proteasome subunit beta type-5	8	8	2.92313e+06
P30657	PSB7_YEAST	PRE4	Proteasome subunit beta type-7	3	3	2.18282e+06
P30665	MCM4_YEAST	MCM4	DNA replication licensing factor MCM4	20	20	7.74862e+06
P30711	GSTT1_HUMAN	GSTT1	Glutathione S-transferase theta-1	5	5	698934
P30740	ILEU_HUMAN	SERPINB1	Leukocyte elastase inhibitor	14	14	8.78405e+06
P30771	RENT1_YEAST	NAM7	ATP-dependent helicase NAM7	20	20	2.22267e+06
P30777	GPI10_YEAST	GPI10	GPI mannosyltransferase 3	1	1	38629
P30822	XPO1_YEAST	CRM1	Exportin-1	31	30	3.87291e+06
P30825	SL7A1_HUMAN	SLC7A1	High affinity cationic amino acid transporter 1	2	2	300316
P30837	AL1B1_HUMAN	ALDH1B1	Aldehyde dehydrogenase X, mitochondrial	10	10	648216
P30838	AL3A1_HUMAN	ALDH3A1	Aldehyde dehydrogenase, dimeric NADP-preferring	9	8	2.02854e+06
P30859	ARTI_ECOLI	artI	Putative ABC transporter arginine-binding protein 2	2	2	114852
P30876	RPB2_HUMAN	POLR2B	DNA-directed RNA polymerase II subunit RPB2	17	17	3.34446e+06
P30902	ATP7_YEAST	ATP7	ATP synthase subunit d, mitochondrial	4	4	509228
P30952	MLS1_YEAST	MLS1	Malate synthase 1	4	2	3.22339e+06
P31040	SDHA_HUMAN	SDHA	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	22	22	1.1759e+06
P31109	SNC1_YEAST	SNC1	Synaptobrevin homolog 1	2	2	382206
P31115	PUS3_YEAST	DEG1	tRNA pseudouridine(38/39) synthase	5	5	205191
P31116	DHOM_YEAST	HOM6	Homoserine dehydrogenase	13	13	1.87709e+07
P31120	GLMM_ECOLI	glmM	Phosphoglucosamine mutase	3	3	1.41396e+06
P31133	POTF_ECOLI	potF	Putrescine-binding periplasmic protein PotF	1	1	750654
P31142	THTM_ECOLI	sseA	3-mercaptopyruvate sulfurtransferase	2	2	50641.9
P31150	GDIA_HUMAN	GDI1	Rab GDP dissociation inhibitor alpha	8	8	901095
P31153	METK2_HUMAN	MAT2A	S-adenosylmethionine synthase isoform type-2	17	13	2.16961e+07
P31321	KAP1_HUMAN	PRKAR1B	cAMP-dependent protein kinase type I-beta regulatory subunit	3	3	1.11771e+06
P31327	CPSM_HUMAN	CPS1	Carbamoyl-phosphate synthase [ammonia], mitochondrial	58	57	1.45931e+07
P31350	RIR2_HUMAN	RRM2	Ribonucleoside-diphosphate reductase subunit M2	10	9	839252
P31373	CYS3_YEAST	CYS3	Cystathionine gamma-lyase	10	10	1.75469e+07
P31374	PSK1_YEAST	PSK1	Serine/threonine-protein kinase PSK1	28	25	1.35728e+06
P31376	SWC3_YEAST	SWC3	SWR1-complex protein 3	1	1	2488.71
P31377	STX8_YEAST	SYN8	Syntaxin-8	1	1	58271.4
P31380	FUN30_YEAST	FUN30	ATP-dependent helicase FUN30	10	10	433358
P31381	FUN26_YEAST	FUN26	Nucleoside transporter FUN26	5	5	429104
P31382	PMT2_YEAST	PMT2	Dolichyl-phosphate-mannose--protein mannosyltransferase 2	14	11	3.67735e+06
P31383	2AAA_YEAST	TPD3	Protein phosphatase PP2A regulatory subunit A	16	16	2.90535e+06
P31384	CCR4_YEAST	CCR4	CCR4-Not complex 3'-5'-exoribonuclease subunit Ccr4	22	22	1.17841e+07
P31385	DEP1_YEAST	DEP1	Transcriptional regulatory protein DEP1	6	6	133971
P31412	VATC_YEAST	VMA5	V-type proton ATPase subunit C	12	12	1.68743e+07
P31431	SDC4_HUMAN	SDC4	Syndecan-4	3	3	189654
P31483	TIA1_HUMAN	TIA1	Nucleolysin TIA-1 isoform p40	3	3	200042
P31539	HS104_YEAST	HSP104	Heat shock protein 104	37	37	2.19665e+07
P31658	HCHA_ECOLI	hchA	Protein/nucleic acid deglycase 1	2	2	2.11153e+06
P31688	TPS2_YEAST	TPS2	Trehalose-phosphatase	32	31	1.20417e+07
P31689	DNJA1_HUMAN	DNAJA1	DnaJ homolog subfamily A member 1	10	10	2.81487e+06
P31751	AKT2_HUMAN	AKT2	RAC-beta serine/threonine-protein kinase	4	4	5547.15
P31755	OCH1_YEAST	OCH1	Initiation-specific alpha-1,6-mannosyltransferase	8	8	389644
P31787	ACBP_YEAST	ACB1	Acyl-CoA-binding protein	4	4	1.84387e+07
P31930	QCR1_HUMAN	UQCRC1	Cytochrome b-c1 complex subunit 1, mitochondrial	14	14	3.82013e+06
P31937	3HIDH_HUMAN	HIBADH	3-hydroxyisobutyrate dehydrogenase, mitochondrial	6	6	1.34984e+06
P31939	PUR9_HUMAN	ATIC	Bifunctional purine biosynthesis protein ATIC	24	22	3.95102e+06
P31942	HNRH3_HUMAN	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3	8	8	3.26088e+06
P31943	HNRH1_HUMAN	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H	15	10	1.02768e+07
P31946	1433B_HUMAN	YWHAB	14-3-3 protein beta/alpha	4	4	1.32958e+07
P31947	1433S_HUMAN	SFN	14-3-3 protein sigma	8	8	3.89103e+06
P31948	STIP1_HUMAN	STIP1	Stress-induced-phosphoprotein 1	30	30	5.54484e+06
P31949	S10AB_HUMAN	S100A11	Protein S100-A11	4	4	7.11071e+07
P31979	NUOF_ECOLI	nuoF	NADH-quinone oxidoreductase subunit F	2	2	252545
P32004	L1CAM_HUMAN	L1CAM	Neural cell adhesion molecule L1	22	22	2.20654e+07
P32047	MLF3_YEAST	MLF3	Protein MLF3	4	4	138550
P32048	SYKM_YEAST	MSK1	Lysine--tRNA ligase, mitochondrial	3	3	245784
P32074	COPG_YEAST	SEC21	Coatomer subunit gamma	34	34	3.64039e+06
P32119	PRDX2_HUMAN	PRDX2	Peroxiredoxin-2	9	9	1.65215e+07
P32178	CHMU_YEAST	ARO7	Chorismate mutase	12	12	4.19014e+06
P32179	MET22_YEAST	MET22	3'(2'),5'-bisphosphate nucleotidase	12	12	7.20352e+06
P32189;Q14409	GLPK3_HUMAN;GLPK_HUMAN	GK;GK3P	Glycerol kinase	4	0	65952.5
P32190	GLPK_YEAST	GUT1	Glycerol kinase	1	1	1.50282e+06
P32191	GPDM_YEAST	GUT2	Glycerol-3-phosphate dehydrogenase, mitochondrial	23	23	3.66202e+06
P32259	MED16_YEAST	SIN4	Mediator of RNA polymerase II transcription subunit 16	11	11	2.1398e+06
P32263	P5CR_YEAST	PRO3	Pyrroline-5-carboxylate reductase	13	13	1.03397e+07
P32264	PROB_YEAST	PRO1	Glutamate 5-kinase	14	14	1.38927e+06
P32266	MGM1_YEAST	MGM1	Dynamin-like GTPase MGM1, mitochondrial	15	15	1.94534e+06
P32288	GLNA_YEAST	GLN1	Glutamine synthetase	13	13	2.07204e+07
P32316	ACH1_YEAST	ACH1	Acetyl-CoA hydrolase	16	16	1.92563e+06
P32317	AFG1_YEAST	AFG1	Protein AFG1	5	5	682937
P32319	VPS10_YEAST	PEP1	Vacuolar protein sorting/targeting protein VPS10	39	34	4.22751e+06
P32320	CDD_HUMAN	CDA	Cytidine deaminase	4	4	164464
P32321	DCTD_HUMAN	DCTD	Deoxycytidylate deaminase	5	5	1.94529e+06
P32322	P5CR1_HUMAN	PYCR1	Pyrroline-5-carboxylate reductase 1, mitochondrial	10	9	827561
P32324	EF2_YEAST	EFT1	Elongation factor 2	39	38	8.51845e+07
P32327	PYC2_YEAST	PYC2	Pyruvate carboxylase 2	41	14	6.9642e+06
P32328	DBF20_YEAST	DBF20	Serine/threonine-protein kinase DBF20	2	2	108153
P32329	YPS1_YEAST	YPS1	Aspartic proteinase 3	1	1	4.35497e+06
P32330	DGR2_YEAST	DGR2	2-deoxy-glucose resistant protein 2	3	3	3101
P32333	BTAF1_YEAST	MOT1	TATA-binding protein-associated factor MOT1	15	15	462853
P32335	MSS51_YEAST	MSS51	Protein MSS51, mitochondrial	8	8	239069
P32336	NUD1_YEAST	NUD1	Protein NUD1	1	1	1103.86
P32337	IMB3_YEAST	PSE1	Importin subunit beta-3	12	12	7.51162e+06
P32338	RME1_YEAST	RME1	Zinc finger protein RME1	1	1	3234.31
P32339	HMX1_YEAST	HMX1	Heme-binding protein HMX1	1	1	246985
P32340	NDI1_YEAST	NDI1	Rotenone-insensitive NADH-ubiquinone oxidoreductase, mitochondrial	11	11	1.17243e+06
P32341	VPH2_YEAST	VPH2	Vacuolar ATPase assembly integral membrane protein VPH2	2	2	66863
P32342	SRP21_YEAST	SRP21	Signal recognition particle subunit SRP21	1	1	2.47804e+06
P32345	PP4C_YEAST	PPH3	Serine/threonine-protein phosphatase 4 catalytic subunit	2	2	1.05064e+06
P32347	DCUP_YEAST	HEM12	Uroporphyrinogen decarboxylase	11	11	2.57088e+06
P32349	RPC3_YEAST	RPC82	DNA-directed RNA polymerase III subunit RPC3	12	12	3.15157e+06
P32350	KNS1_YEAST	KNS1	Dual specificity protein kinase KNS1	6	6	164456
P32351	IMPX_YEAST	IMP2'	Sugar utilization regulatory protein IMP2	5	5	212138
P32352	ERG2_YEAST	ERG2	C-8 sterol isomerase ERG2	4	4	3.42274e+06
P32353	ERG3_YEAST	ERG3	Delta(7)-sterol 5(6)-desaturase ERG3	6	6	1.74751e+06
P32356	TREA_YEAST	NTH1	Cytosolic neutral trehalase	24	22	2.23475e+06
P32357	AAR2_YEAST	AAR2	A1 cistron-splicing factor AAR2	3	3	165131
