Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57388.raw
P0A7M2	RL28_ECOLI	rpmB	Large ribosomal subunit protein bL28	2	2	5.49576e+06
P0A7M6	RL29_ECOLI	rpmC	Large ribosomal subunit protein uL29	1	1	1.59405e+06
P0A7M9	RL31_ECOLI	rpmE	Large ribosomal subunit protein bL31	2	2	4.58189e+06
P0A7N4	RL32_ECOLI	rpmF	Large ribosomal subunit protein bL32	1	1	465985
P0A7N9	RL33_ECOLI	rpmG	Large ribosomal subunit protein bL33	1	1	2.52932e+06
P0A7Q6	RL36_ECOLI	rpmJ	Large ribosomal subunit protein bL36A	1	1	1.99916e+06
P0A7R1	RL9_ECOLI	rplI	Large ribosomal subunit protein bL9	9	9	7.69424e+06
P0A7R5	RS10_ECOLI	rpsJ	Small ribosomal subunit protein uS10	4	4	1.47471e+07
P0A7R9	RS11_ECOLI	rpsK	Small ribosomal subunit protein uS11	3	3	3.98658e+06
P0A7S3	RS12_ECOLI	rpsL	Small ribosomal subunit protein uS12	4	4	4.4134e+06
P0A7S9;P0A7T0;P0A7T1;P0A7T2	RS13_ECO57;RS13_ECOL6;RS13_ECOLI;RS13_SHIFL	rpsM	Small ribosomal subunit protein uS13	6	6	5.6583e+06
P0A7T3	RS16_ECOLI	rpsP	Small ribosomal subunit protein bS16	4	4	8.02412e+06
P0A7T7	RS18_ECOLI	rpsR	Small ribosomal subunit protein bS18	3	3	4.57422e+06
P0A7U3	RS19_ECOLI	rpsS	Small ribosomal subunit protein uS19	3	2	5.15644e+06
P0A7U7	RS20_ECOLI	rpsT	Small ribosomal subunit protein bS20	3	3	4.95932e+06
P0A7V0	RS2_ECOLI	rpsB	Small ribosomal subunit protein uS2	9	9	4.40914e+06
P0A7V3	RS3_ECOLI	rpsC	Small ribosomal subunit protein uS3	10	10	6.85357e+06
P0A7V8	RS4_ECOLI	rpsD	Small ribosomal subunit protein uS4	6	6	8.19809e+06
P0A7W1	RS5_ECOLI	rpsE	Small ribosomal subunit protein uS5	8	8	8.19228e+06
P0A7W7	RS8_ECOLI	rpsH	Small ribosomal subunit protein uS8	8	8	6.78515e+06
P0A7X3	RS9_ECOLI	rpsI	Small ribosomal subunit protein uS9	6	6	6.83054e+06
P0A7X6	RIMM_ECOLI	rimM	Ribosome maturation factor RimM	2	2	25240.2
P0A7Z0	RPIA_ECOLI	rpiA	Ribose-5-phosphate isomerase A	2	2	664870
P0A7Z4	RPOA_ECOLI	rpoA	DNA-directed RNA polymerase subunit alpha	10	10	5.74899e+06
P0A800	RPOZ_ECOLI	rpoZ	DNA-directed RNA polymerase subunit omega	4	4	969294
P0A805	RRF_ECOLI	frr	Ribosome-recycling factor	4	4	3.9572e+06
P0A817	METK_ECOLI	metK	S-adenosylmethionine synthase	3	3	71619
P0A825	GLYA_ECOLI	glyA	Serine hydroxymethyltransferase	10	10	6.46065e+06
P0A836;P0A837;P0A838	SUCC_ECO57;SUCC_ECOL6;SUCC_ECOLI	sucC	Succinate--CoA ligase [ADP-forming] subunit beta	13	13	7.98696e+06
P0A840	SURE_ECOLI	surE	5'/3'-nucleotidase SurE	1	1	4693
P0A850	TIG_ECOLI	tig	Trigger factor	18	18	4.01949e+07
P0A853	TNAA_ECOLI	tnaA	Tryptophanase	24	24	8.90869e+07
P0A855	TOLB_ECOLI	tolB	Tol-Pal system protein TolB	4	4	1.27538e+06
P0A858	TPIS_ECOLI	tpiA	Triosephosphate isomerase	5	5	4.2202e+06
P0A862	TPX_ECOLI	tpx	Thiol peroxidase	4	4	7.97037e+06
P0A867	TALA_ECOLI	talA	Transaldolase A	8	8	1.72413e+06
P0A870	TALB_ECOLI	talB	Transaldolase B	12	12	5.83308e+06
P0A877	TRPA_ECOLI	trpA	Tryptophan synthase alpha chain	2	2	166962
P0A879	TRPB_ECOLI	trpB	Tryptophan synthase beta chain	1	1	15046.3
P0A884	TYSY_ECOLI	thyA	Thymidylate synthase	2	2	141815
P0A894	RAPZ_ECOLI	rapZ	RNase adapter protein RapZ	1	1	45343.6
P0A8A0	YEBC_ECOLI	yebC	Probable transcriptional regulatory protein YebC	4	4	600596
P0A8A8	RIMP_ECOLI	rimP	Ribosome maturation factor RimP	1	1	406200
P0A8B5	YBAB_ECOLI	ybaB	Nucleoid-associated protein YbaB	1	1	663257
P0A8D3	YAII_ECOLI	yaiI	UPF0178 protein YaiI	1	1	17466
P0A8E1	YCFP_ECOLI	ycfP	UPF0227 protein YcfP	3	3	535071
P0A8E7	YAJQ_ECOLI	yajQ	UPF0234 protein YajQ	4	4	2.54869e+06
P0A8F0	UPP_ECOLI	upp	Uracil phosphoribosyltransferase	6	6	1.24355e+06
P0A8I5	TRMB_ECOLI	trmB	tRNA (guanine-N(7)-)-methyltransferase	1	1	81514.7
P0A8J4	YBED_ECOLI	ybeD	UPF0250 protein YbeD	1	1	5544.54
P0A8J8	RHLB_ECOLI	rhlB	ATP-dependent RNA helicase RhlB	3	3	136633
P0A8L1	SYS_ECOLI	serS	Serine--tRNA ligase	9	9	3.47134e+06
P0A8M0	SYN_ECOLI	asnS	Asparagine--tRNA ligase	11	11	1.28576e+06
P0A8M3	SYT_ECOLI	thrS	Threonine--tRNA ligase	7	7	504481
P0A8M6	YEEX_ECOLI	yeeX	UPF0265 protein YeeX	1	1	5.76451e+06
P0A8N3	SYK1_ECOLI	lysS	Lysine--tRNA ligase	13	9	4.94415e+06
P0A8N5	SYK2_ECOLI	lysU	Lysine--tRNA ligase, heat inducible	3	3	511429
P0A8P3	FETP_ECOLI	yggX	Probable Fe(2+)-trafficking protein	1	1	21361.6
P0A8R0	RRAA_ECOLI	rraA	Regulator of ribonuclease activity A	3	3	2.73704e+06
P0A8S1	ARGP_ECOLI	argP	HTH-type transcriptional regulator ArgP	1	1	315937
P0A8T1	PRMA_ECOLI	prmA	Ribosomal protein L11 methyltransferase	2	2	662774
P0A8T7;Q0TA77	RPOC_ECOL5;RPOC_ECOLI	rpoC	DNA-directed RNA polymerase subunit beta'	38	38	2.33338e+06
P0A8V2	RPOB_ECOLI	rpoB	DNA-directed RNA polymerase subunit beta	34	34	2.97268e+06
P0A8W8	YFBU_ECOLI	yfbU	UPF0304 protein YfbU	1	1	254444
P0A8X0	YJGA_ECOLI	yjgA	UPF0307 protein YjgA	1	1	3.91379e+06
P0A8X2	YCEI_ECOLI	yceI	Protein YceI	3	3	4.02461e+06
P0A8Y3	YIHX_ECOLI	yihX	Alpha-D-glucose 1-phosphate phosphatase YihX	2	2	1.21342e+06
P0A910	OMPA_ECOLI	ompA	Outer membrane protein A	8	8	2.93236e+07
P0A912	PAL_ECOLI	pal	Peptidoglycan-associated lipoprotein	1	1	6888.39
P0A953	FABB_ECOLI	fabB	3-oxoacyl-[acyl-carrier-protein] synthase 1	7	7	3.60589e+06
P0A955	ALKH_ECOLI	eda	KHG/KDPG aldolase	6	6	4.14813e+06
P0A962;P0A963	ASPG1_ECO57;ASPG1_ECOLI	ansA	L-asparaginase 1	2	2	3895.94
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	3	3	2.58595e+06
P0A988	DPO3B_ECOLI	dnaN	Beta sliding clamp	2	2	44966.7
P0A991	ALF1_ECOLI	fbaB	Fructose-bisphosphate aldolase class 1	3	3	730539
P0A993	F16PA_ECOLI	fbp	Fructose-1,6-bisphosphatase class 1	4	4	93981.7
P0A9A6	FTSZ_ECOLI	ftsZ	Cell division protein FtsZ	5	5	228979
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	3	3	948983
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	16	13	3.81968e+07
P0A9C0	GLPA_ECOLI	glpA	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	3	3	160128
P0A9C5	GLN1B_ECOLI	glnA	Glutamine synthetase	6	6	2.40777e+06
P0A9D2	GSTA_ECOLI	gstA	Glutathione S-transferase GstA	2	2	185837
P0A9D4	CYSE_ECOLI	cysE	Serine acetyltransferase	2	2	42400.4
P0A9D8	DAPD_ECOLI	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	7	7	5.50462e+06
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	3	3	79176.2
P0A9F6	GCVA_ECOLI	gcvA	Glycine cleavage system transcriptional activator	1	1	4.71742e+06
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	14	14	6.86712e+06
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	3	3	374501
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	4	4	1.05946e+06
P0A9J8	CMPDT_ECOLI	pheA	Bifunctional chorismate mutase/prephenate dehydratase	6	6	1.80351e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	6	6	720022
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	1	1	22464.8
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	6	6	2.10074e+06
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	3	3	2.36416e+06
P0A9M0	LON_ECOLI	lon	Lon protease	12	12	927101
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	2	2	248000
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	9	9	363005
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	1	1	544277
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	16	16	3.69326e+06
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	5	5	816254
P0A9Q1;P0A9Q2	ARCA_ECOL6;ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	5	5	3.41031e+06
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	3	3	241820
P0A9Q7	ADHE_ECOLI	adhE	Bifunctional aldehyde-alcohol dehydrogenase AdhE	33	33	4.80691e+06
P0A9Q9	DHAS_ECOLI	asd	Aspartate-semialdehyde dehydrogenase	2	2	529927
P0A9R4	FER_ECOLI	fdx	2Fe-2S ferredoxin	2	2	130038
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	7	7	556336
P0A9W3	ETTA_ECOLI	ettA	Energy-dependent translational throttle protein EttA	9	9	1.64077e+06
P0A9X4	MREB_ECOLI	mreB	Cell shape-determining protein MreB	6	6	549621
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	2	1	2.559e+06
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	3	3	3.36181e+07
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	4	4	4.27917e+06
P0AA10	RL13_ECOLI	rplM	Large ribosomal subunit protein uL13	5	5	3.73962e+06
P0AA25	THIO_ECOLI	trxA	Thioredoxin 1	3	3	3.91798e+06
P0AAB4	UBID_ECOLI	ubiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	2	2	114535
P0AAB6	GALF_ECOLI	galF	UTP--glucose-1-phosphate uridylyltransferase	2	2	82351.5
P0AAC0	USPE_ECOLI	uspE	Universal stress protein E	3	3	1.79195e+06
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter SdaC	1	1	2505.97
P0AAI3	FTSH_ECOLI	ftsH	ATP-dependent zinc metalloprotease FtsH	2	2	14288.1
P0AAI5	FABF_ECOLI	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	5	5	505258
P0AAI9	FABD_ECOLI	fabD	Malonyl CoA-acyl carrier protein transacylase	2	2	83554.8
P0AAT9	YBEL_ECOLI	ybeL	Uncharacterized protein YbeL	1	1	1.7678e+06
P0AAV6	YBGS_ECOLI	ybgS	Uncharacterized protein YbgS	1	1	2.447e+06
P0AAZ7	YCAR_ECOLI	ycaR	UPF0434 protein YcaR	3	3	156604
P0AB28	YCED_ECOLI	yceD	Large ribosomal RNA subunit accumulation protein YceD	2	2	11404.9
P0AB55	YCII_ECOLI	yciI	Protein YciI	1	1	7576.11
P0AB61	YCIN_ECOLI	yciN	Protein YciN	2	2	150957
P0AB71	ALF_ECOLI	fbaA	Fructose-bisphosphate aldolase class 2	8	8	7.14076e+06
P0AB77	KBL_ECOLI	kbl	2-amino-3-ketobutyrate coenzyme A ligase	10	10	2.52402e+06
P0AB80	ILVE_ECOLI	ilvE	Branched-chain-amino-acid aminotransferase	1	1	38400.6
P0AB89	PUR8_ECOLI	purB	Adenylosuccinate lyase	5	5	622837
P0AB91	AROG_ECOLI	aroG	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive	3	3	204964
P0ABA0	ATPF_ECOLI	atpF	ATP synthase subunit b	4	4	601671
P0ABA4	ATPD_ECOLI	atpH	ATP synthase subunit delta	3	3	962324
P0ABA6	ATPG_ECOLI	atpG	ATP synthase gamma chain	6	6	1.57978e+06
P0ABB0	ATPA_ECOLI	atpA	ATP synthase subunit alpha	15	15	2.32592e+07
P0ABB4	ATPB_ECOLI	atpD	ATP synthase subunit beta	15	15	6.27817e+06
P0ABC3	HFLC_ECOLI	hflC	Modulator of FtsH protease HflC	2	2	878299
P0ABC7	HFLK_ECOLI	hflK	Modulator of FtsH protease HflK	6	6	127273
P0ABD5	ACCA_ECOLI	accA	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	4	4	1.57867e+06
P0ABD8	BCCP_ECOLI	accB	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	1	1	1.17098e+06
P0ABE2	BOLA_ECOLI	bolA	DNA-binding transcriptional regulator BolA	2	2	1.02174e+06
P0ABF1	PCNB_ECOLI	pcnB	Poly(A) polymerase I	1	1	2295.7
P0ABF6	CDD_ECOLI	cdd	Cytidine deaminase	5	5	105990
P0ABH7	CISY_ECOLI	gltA	Citrate synthase	8	8	5.22555e+06
P0ABH9	CLPA_ECOLI	clpA	ATP-dependent Clp protease ATP-binding subunit ClpA	2	2	233496
P0ABI8;P0ABI9;P0ABJ0	CYOB_ECO57;CYOB_ECOL6;CYOB_ECOLI	cyoB	Cytochrome bo(3) ubiquinol oxidase subunit 1	1	1	163877
P0ABJ1;P0ABJ2	CYOA_ECOL6;CYOA_ECOLI	cyoA	Cytochrome bo(3) ubiquinol oxidase subunit 2	2	2	1.14625e+06
P0ABJ9;P0ABK0;P0ABK1	CYDA_ECOL6;CYDA_ECOLI;CYDA_SHIFL	cydA	Cytochrome bd-I ubiquinol oxidase subunit 1	2	2	325133
P0ABK5	CYSK_ECOLI	cysK	Cysteine synthase A	10	10	3.65651e+06
P0ABP8	DEOD_ECOLI	deoD	Purine nucleoside phosphorylase DeoD-type	8	8	2.86189e+06
P0ABQ2	GARR_ECOLI	garR	2-hydroxy-3-oxopropionate reductase	5	5	114380
P0ABQ4	DYR_ECOLI	folA	Dihydrofolate reductase	1	1	13542.6
P0ABS1	DKSA_ECOLI	dksA	RNA polymerase-binding transcription factor DksA	3	3	1.29089e+06
P0ABT2	DPS_ECOLI	dps	DNA protection during starvation protein	8	8	1.49889e+07
P0ABU0	MENB_ECOLI	menB	1,4-dihydroxy-2-naphthoyl-CoA synthase	1	1	24132.2
P0ABU2	YCHF_ECOLI	ychF	Ribosome-binding ATPase YchF	4	4	2.52443e+06
P0ABU5	ELBB_ECOLI	elbB	Glyoxalase ElbB	2	2	24627.8
P0AC19	FOLX_ECOLI	folX	Dihydroneopterin triphosphate 2'-epimerase	1	1	655947
P0AC33	FUMA_ECOLI	fumA	Fumarate hydratase class I, aerobic	17	9	2.58302e+06
P0AC38	ASPA_ECOLI	aspA	Aspartate ammonia-lyase	17	17	1.47352e+07
P0AC41	SDHA_ECOLI	sdhA	Succinate dehydrogenase flavoprotein subunit	12	12	5.31593e+06
P0AC53	G6PD_ECOLI	zwf	Glucose-6-phosphate 1-dehydrogenase	8	8	588030
P0AC59	GLRX2_ECOLI	grxB	Glutaredoxin 2	4	4	662973
P0AC62	GLRX3_ECOLI	grxC	Glutaredoxin 3	3	3	1.99365e+06
P0AC69	GLRX4_ECOLI	grxD	Glutaredoxin 4	3	3	2.13782e+06
P0AC81	LGUL_ECOLI	gloA	Lactoylglutathione lyase	1	1	485826
P0AC86	PHSG_ECOLI	glgP	Glycogen phosphorylase	5	5	62490.5
P0ACA3	SSPA_ECOLI	sspA	Stringent starvation protein A	5	5	626970
P0ACA7	GSTB_ECOLI	gstB	Glutathione S-transferase GstB	1	1	74717.1
P0ACB2	HEM2_ECOLI	hemB	Delta-aminolevulinic acid dehydratase	1	1	782511
P0ACB7	HEMY_ECOLI	hemY	Protein HemY	1	1	125670
P0ACC3	ERPA_ECOLI	erpA	Iron-sulfur cluster insertion protein ErpA	2	2	46345.4
P0ACC7	GLMU_ECOLI	glmU	Bifunctional protein GlmU	3	3	136411
P0ACD4	ISCU_ECOLI	iscU	Iron-sulfur cluster assembly scaffold protein IscU	3	3	365928
P0ACE7	HINT_ECOLI	hinT	Purine nucleoside phosphoramidase	1	1	547045
P0ACF0	DBHA_ECOLI	hupA	DNA-binding protein HU-alpha	3	3	2.37274e+07
P0ACF4	DBHB_ECOLI	hupB	DNA-binding protein HU-beta	2	2	1.70568e+07
P0ACF8	HNS_ECOLI	hns	DNA-binding protein H-NS	6	6	9.39936e+06
P0ACI6	ASNC_ECOLI	asnC	Regulatory protein AsnC	5	5	3.44866e+06
P0ACJ0	LRP_ECOLI	lrp	Leucine-responsive regulatory protein	6	6	6.36763e+06
P0ACJ8	CRP_ECOLI	crp	DNA-binding transcriptional dual regulator CRP	7	7	1.59274e+06
P0ACQ4	OXYR_ECOLI	oxyR	Hydrogen peroxide-inducible genes activator	1	1	40894.5
P0ACU7	YJDC_ECOLI	yjdC	HTH-type transcriptional regulator YjdC	3	3	172034
P0ACY1	YDJA_ECOLI	ydjA	Putative NAD(P)H nitroreductase YdjA	4	4	598921
P0ACY3	YEAG_ECOLI	yeaG	Uncharacterized protein YeaG	12	12	985025
P0AD05	YECA_ECOLI	yecA	Uncharacterized protein YecA	1	1	5011.07
P0AD12	YEEZ_ECOLI	yeeZ	Protein YeeZ	1	1	482281
P0AD33	YFCZ_ECOLI	yfcZ	UPF0381 protein YfcZ	2	2	342922
P0AD49	YFIA_ECOLI	raiA	Ribosome-associated inhibitor A	2	2	78238.1
P0AD61	KPYK1_ECOLI	pykF	Pyruvate kinase I	13	13	2.41205e+06
P0ADA3;P0ADA4	NLPD_ECOLI;NLPD_SHIFL	nlpD	Murein hydrolase activator NlpD	2	2	65436.8
P0ADB1	OSME_ECOLI	osmE	Osmotically-inducible putative lipoprotein OsmE	3	3	1.39913e+06
P0ADB7	ECNB_ECOLI	ecnB	Entericidin B	1	1	1.27637e+06
P0ADE6	KBP_ECOLI	kbp	Potassium binding protein Kbp	2	2	502377
P0ADE8	YGFZ_ECOLI	ygfZ	tRNA-modifying protein YgfZ	5	5	870814
P0ADG4;P0ADG5;P0ADG6	SUHB_ECO57;SUHB_ECOL6;SUHB_ECOLI	suhB	Nus factor SuhB	2	2	461750
P0ADG7	IMDH_ECOLI	guaB	Inosine-5'-monophosphate dehydrogenase	6	6	159874
P0ADI4	ENTB_ECOLI	entB	Enterobactin synthase component B	1	1	1.21149e+06
P0ADK0	YIAF_ECOLI	yiaF	Uncharacterized protein YiaF	1	1	78832
P0ADN2	YIFE_ECOLI	yifE	UPF0438 protein YifE	4	4	1.26562e+06
P0ADQ7	YGAM_ECOLI	ygaM	Uncharacterized protein YgaM	1	1	1.32167e+06
P0ADS2	ZAPA_ECOLI	zapA	Cell division protein ZapA	1	1	146719
P0ADU2	YGIN_ECOLI	ygiN	Probable quinol monooxygenase YgiN	1	1	307287
P0ADU5	YGIW_ECOLI	ygiW	Protein YgiW	3	3	4.96733e+06
P0ADV1	LPTA_ECOLI	lptA	Lipopolysaccharide export system protein LptA	1	1	270378
P0ADV7	MLAC_ECOLI	mlaC	Intermembrane phospholipid transport system binding protein MlaC	4	4	7.5055e+06
P0ADX1	YHFA_ECOLI	yhfA	Protein YhfA	1	1	178832
P0ADX7	YHHA_ECOLI	yhhA	Uncharacterized protein YhhA	1	1	17258.8
P0ADY1	PPID_ECOLI	ppiD	Periplasmic chaperone PpiD	1	1	280305
P0ADY3	RL14_ECOLI	rplN	Large ribosomal subunit protein uL14	3	3	6.55789e+06
P0ADY7	RL16_ECOLI	rplP	Large ribosomal subunit protein uL16	2	2	1.96074e+06
P0ADZ0	RL23_ECOLI	rplW	Large ribosomal subunit protein uL23	2	2	4.42128e+06
P0ADZ4	RS15_ECOLI	rpsO	Small ribosomal subunit protein uS15	2	2	8.57922e+06
P0ADZ7	YAJC_ECOLI	yajC	Sec translocon accessory complex subunit YajC	2	2	2.03425e+06
P0AE06	ACRA_ECOLI	acrA	Multidrug efflux pump subunit AcrA	4	4	18604.7
P0AE08	AHPC_ECOLI	ahpC	Alkyl hydroperoxide reductase C	10	10	1.50061e+07
P0AE12	AMN_ECOLI	amn	AMP nucleosidase	1	1	2189.39
P0AE18	MAP1_ECOLI	map	Methionine aminopeptidase	2	2	226668
P0AE37	ASTA_ECOLI	astA	Arginine N-succinyltransferase	3	3	710210
P0AE52	BCP_ECOLI	bcp	Peroxiredoxin Bcp	5	5	1.38713e+06
P0AE88	CPXR_ECOLI	cpxR	Transcriptional regulatory protein CpxR	2	2	74523.2
P0AEB2	DACA_ECOLI	dacA	D-alanyl-D-alanine carboxypeptidase DacA	2	2	51818.2
P0AED5	UVRY_ECOLI	uvrY	Response regulator UvrY	1	1	48454.2
P0AEE5	MGLB_ECOLI	mglB	D-galactose/methyl-galactoside binding periplasmic protein MglB	15	15	6.76798e+06
P0AEG4	DSBA_ECOLI	dsbA	Thiol:disulfide interchange protein DsbA	5	5	1.17953e+06
P0AEG6	DSBC_ECOLI	dsbC	Thiol:disulfide interchange protein DsbC	2	2	57432.7
P0AEH3	ELAA_ECOLI	elaA	Protein ElaA	1	1	10100.1
P0AEH5	ELAB_ECOLI	elaB	Protein ElaB	2	2	1.71307e+06
P0AEI1	MIAB_ECOLI	miaB	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase	2	2	59273
P0AEK2	FABG_ECOLI	fabG	3-oxoacyl-[acyl-carrier-protein] reductase FabG	6	6	2.5609e+06
P0AEK4	FABI_ECOLI	fabI	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	7	7	8.10861e+06
P0AEM0	FKBX_ECOLI	fkpB	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase	1	1	196876
P0AEM9	TCYJ_ECOLI	tcyJ	L-cystine-binding protein TcyJ	7	7	3.04273e+06
P0AEN1	FRE_ECOLI	fre	NAD(P)H-flavin reductase	3	3	67411.6
P0AEP3	GALU_ECOLI	galU	UTP--glucose-1-phosphate uridylyltransferase	4	4	1.02008e+06
P0AEQ3	GLNH_ECOLI	glnH	Glutamine-binding periplasmic protein	8	8	1.75031e+06
P0AES4;P0AES5	GYRA_ECOLI;GYRA_SHIFL	gyrA	DNA gyrase subunit A	14	14	410551
P0AES6;P0AES7;P0AES8	GYRB_ECO57;GYRB_ECOLI;GYRB_SHIFL	gyrB	DNA gyrase subunit B	6	6	57424.1
P0AET2	HDEB_ECOLI	hdeB	Acid stress chaperone HdeB	2	2	3.4929e+06
P0AET8	HDHA_ECOLI	hdhA	7alpha-hydroxysteroid dehydrogenase	3	3	245607
P0AEU0	HISJ_ECOLI	hisJ	Histidine-binding periplasmic protein	3	3	25918.3
P0AEU7	SKP_ECOLI	skp	Chaperone protein Skp	3	3	3.14971e+06
P0AEX9	MALE_ECOLI	malE	Maltose/maltodextrin-binding periplasmic protein	15	15	7.16137e+06
P0AEZ3	MIND_ECOLI	minD	Septum site-determining protein MinD	5	5	458167
P0AF03	MOG_ECOLI	mog	Molybdopterin adenylyltransferase	2	2	622244
P0AF08	APBC_ECOLI	mrp	Iron-sulfur cluster carrier protein	3	3	479045
P0AF12	MTNN_ECOLI	mtnN	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	1	1	2.05428e+06
P0AF18	NAGA_ECOLI	nagA	N-acetylglucosamine-6-phosphate deacetylase	2	2	69242.9
P0AF28	NARL_ECOLI	narL	Nitrate/nitrite response regulator protein NarL	2	2	656254
P0AF36	ZAPB_ECOLI	zapB	Cell division protein ZapB	1	1	357409
P0AF50	YJBR_ECOLI	yjbR	Uncharacterized protein YjbR	2	2	555501
P0AF54	YJCH_ECOLI	yjcH	Inner membrane protein YjcH	1	1	11073.7
P0AF90	RRAB_ECOLI	rraB	Regulator of ribonuclease activity B	2	2	316807
P0AF93	RIDA_ECOLI	ridA	2-iminobutanoate/2-iminopropanoate deaminase	3	3	4.3272e+06
P0AF96	TABA_ECOLI	tabA	Toxin-antitoxin biofilm protein TabA	3	3	1.01888e+06
P0AFC3	NUOA_ECOLI	nuoA	NADH-quinone oxidoreductase subunit A	2	2	434045
P0AFD1	NUOE_ECOLI	nuoE	NADH-quinone oxidoreductase subunit E	3	3	11035.7
P0AFF6	NUSA_ECOLI	nusA	Transcription termination/antitermination protein NusA	11	11	573147
P0AFG0	NUSG_ECOLI	nusG	Transcription termination/antitermination protein NusG	3	3	400520
P0AFG3	ODO1_ECOLI	sucA	2-oxoglutarate dehydrogenase E1 component	22	22	3.15251e+06
P0AFG6	ODO2_ECOLI	sucB	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex	8	8	7.33546e+06
P0AFG8	ODP1_ECOLI	aceE	Pyruvate dehydrogenase E1 component	15	15	4.40772e+06
P0AFH8	OSMY_ECOLI	osmY	Osmotically-inducible protein Y	7	7	1.30074e+07
P0AFI2	PARC_ECOLI	parC	DNA topoisomerase 4 subunit A	1	1	56079
P0AFJ1	YJDM_ECOLI	yjdM	Protein YjdM	2	2	598171
P0AFK0	PMBA_ECOLI	pmbA	Metalloprotease PmbA	7	7	646506
P0AFM2	PROX_ECOLI	proX	Glycine betaine/proline betaine-binding periplasmic protein	3	3	55238.4
P0AFM4	PSIF_ECOLI	psiF	Phosphate starvation-inducible protein PsiF	3	3	222440
P0AFP6	GCH1L_ECOLI	ybgI	GTP cyclohydrolase 1 type 2 homolog	3	3	153179
P0AFR4	YCIO_ECOLI	yciO	Uncharacterized protein YciO	3	3	181534
P0AFU8	RISA_ECOLI	ribC	Riboflavin synthase	2	2	418811
P0AFX0	HPF_ECOLI	hpf	Ribosome hibernation promoting factor	1	1	140745
P0AFY8	SEQA_ECOLI	seqA	Negative modulator of initiation of replication	2	2	423162
P0AFZ3	SSPB_ECOLI	sspB	Stringent starvation protein B	1	1	86438.8
P0AG18	PURE_ECOLI	purE	N5-carboxyaminoimidazole ribonucleotide mutase	1	1	2961.24
P0AG30	RHO_ECOLI	rho	Transcription termination factor Rho	9	9	915060
P0AG44	RL17_ECOLI	rplQ	Large ribosomal subunit protein bL17	5	5	1.39187e+07
P0AG48	RL21_ECOLI	rplU	Large ribosomal subunit protein bL21	4	4	1.16799e+07
P0AG51	RL30_ECOLI	rpmD	Large ribosomal subunit protein uL30	3	3	2.79053e+06
P0AG55	RL6_ECOLI	rplF	Large ribosomal subunit protein uL6	8	8	1.11172e+07
P0AG59	RS14_ECOLI	rpsN	Small ribosomal subunit protein uS14	2	2	1.38335e+06
P0AG63	RS17_ECOLI	rpsQ	Small ribosomal subunit protein uS17	2	2	7.53601e+06
P0AG67	RS1_ECOLI	rpsA	Small ribosomal subunit protein bS1	18	18	6.89596e+06
P0AG78	SUBI_ECOLI	sbp	Sulfate-binding protein	2	2	1.51256e+06
