Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57377.raw
P32350	KNS1_YEAST	KNS1	Dual specificity protein kinase KNS1	3	3	46317.5
P32351	IMPX_YEAST	IMP2'	Sugar utilization regulatory protein IMP2	3	3	270288
P32352	ERG2_YEAST	ERG2	C-8 sterol isomerase ERG2	4	4	2.89586e+06
P32353	ERG3_YEAST	ERG3	Delta(7)-sterol 5(6)-desaturase ERG3	4	4	2.30274e+06
P32356	TREA_YEAST	NTH1	Cytosolic neutral trehalase	22	20	3.01749e+06
P32364	SMY1_YEAST	SMY1	Kinesin-related protein SMY1	8	8	7.37971e+06
P32366	VA0D_YEAST	VMA6	V-type proton ATPase subunit d	8	8	1.06008e+07
P32367	TFC1_YEAST	TFC1	Transcription factor tau 95 kDa subunit	5	5	462291
P32368	SAC1_YEAST	SAC1	Phosphatidylinositol-3-phosphatase SAC1	22	22	3.83093e+06
P32377	MVD1_YEAST	MVD1	Diphosphomevalonate decarboxylase	14	14	1.99508e+06
P32378	COQ2_YEAST	COQ2	4-hydroxybenzoate polyprenyltransferase, mitochondrial	1	1	324019
P32379	PSA5_YEAST	PUP2	Proteasome subunit alpha type-5	11	11	5.45247e+06
P32380	SP110_YEAST	SPC110	Spindle pole body component 110	7	7	155084
P32381	ARP2_YEAST	ARP2	Actin-related protein 2	13	13	3.44629e+06
P32386	YBT1_YEAST	YBT1	ATP-dependent bile acid permease	29	29	1.01305e+07
P32388	RM49_YEAST	MRP49	Large ribosomal subunit protein mL61	1	1	13226.2
P32389	MET4_YEAST	MET4	Transcriptional activator of sulfur metabolism MET4	1	1	1547.5
P32419	MDHP_YEAST	MDH3	Malate dehydrogenase, peroxisomal	9	9	1.63406e+06
P32445	RIM1_YEAST	RIM1	Single-stranded DNA-binding protein RIM1, mitochondrial	5	5	4.11157e+06
P32447	ASF1_YEAST	ASF1	Histone chaperone ASF1	4	4	109155
P32449	AROG_YEAST	ARO4	Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited	8	8	5.68017e+06
P32452	PHA2_YEAST	PHA2	Probable prephenate dehydratase	3	3	165661
P32453	ATP11_YEAST	ATP11	Protein ATP11, mitochondrial	6	6	837282
P32454	APE2_YEAST	APE2	Aminopeptidase 2, mitochondrial	34	31	8.21118e+06
P32455	GBP1_HUMAN	GBP1	Guanylate-binding protein 1	8	7	459879
P32456	GBP2_HUMAN	GBP2	Guanylate-binding protein 2	2	2	13701
P32457	CDC3_YEAST	CDC3	Cell division control protein 3	15	15	2.26883e+06
P32458	CDC11_YEAST	CDC11	Cell division control protein 11	7	7	467177
P32461	DPH2_YEAST	DPH2	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	2	2	3246.85
P32462	ERG24_YEAST	ERG24	Delta(14)-sterol reductase ERG24	3	3	157017
P32463	ACPM_YEAST	ACP1	Acyl carrier protein, mitochondrial	3	3	6.73209e+06
P32466	HXT3_YEAST	HXT3	Low-affinity glucose transporter HXT3	10	7	4.57097e+06
P32467	HXT4_YEAST	HXT4	Low-affinity glucose transporter HXT4	2	2	146769
P32468	CDC12_YEAST	CDC12	Cell division control protein 12	11	11	4.3555e+06
P32469	DPH5_YEAST	DPH5	Diphthine methyl ester synthase	6	6	3.98641e+07
P32471	EF1B_YEAST	EFB1	Elongation factor 1-beta	6	6	2.1799e+07
P32472	FKBP2_YEAST	FPR2	Peptidyl-prolyl cis-trans isomerase FPR2	5	5	3.02942e+06
P32473	ODPB_YEAST	PDB1	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	11	11	1.05727e+07
P32474	EUG1_YEAST	EUG1	Protein disulfide-isomerase EUG1	5	5	444533
P32476	ERG1_YEAST	ERG1	Squalene epoxidase ERG1	13	13	4.28055e+06
P32477	GSH1_YEAST	GSH1	Glutamate--cysteine ligase	14	14	7.5888e+06
P32478	HS150_YEAST	HSP150	Cell wall mannoprotein HSP150	2	1	2.17377e+06
P32480	HIR2_YEAST	HIR2	Protein HIR2	3	3	211003
P32481	IF2G_YEAST	GCD11	Eukaryotic translation initiation factor 2 subunit gamma	21	20	5.13969e+06
P32485	HOG1_YEAST	HOG1	Mitogen-activated protein kinase HOG1	11	10	3.34389e+06
P32486	KRE6_YEAST	KRE6	Beta-glucan synthesis-associated protein KRE6	5	5	1.5367e+06
P32490	MKK1_YEAST	MKK1	MAP kinase kinase MKK1/SSP32	3	2	106061
P32491	MKK2_YEAST	MKK2	MAP kinase kinase MKK2/SSP33	2	2	82645.7
P32492	MYO4_YEAST	MYO4	Myosin-4	6	6	505267
P32494	NGG1_YEAST	NGG1	Chromatin-remodeling complexes subunit NGG1	5	5	2.11076e+06
P32495	NHP2_YEAST	NHP2	H/ACA ribonucleoprotein complex subunit NHP2	3	3	1.31906e+06
P32496	RPN12_YEAST	RPN12	26S proteasome regulatory subunit RPN12	8	8	1.45863e+06
P32497	EIF3C_YEAST	NIP1	Eukaryotic translation initiation factor 3 subunit C	22	22	3.18626e+06
P32499	NUP2_YEAST	NUP2	Nucleoporin NUP2	30	30	3.59662e+06
P32500	NDC1_YEAST	NDC1	Nucleoporin NDC1	5	5	733261
P32501	EI2BE_YEAST	GCD6	Translation initiation factor eIF2B subunit epsilon	13	13	4.30626e+06
P32502	EI2BB_YEAST	GCD7	Translation initiation factor eIF2B subunit beta	5	5	596926
P32505	NAB2_YEAST	NAB2	Nuclear polyadenylated RNA-binding protein NAB2	8	8	786021
P32519	ELF1_HUMAN	ELF1	ETS-related transcription factor Elf-1	1	1	5384.58
P32521	PAN1_YEAST	PAN1	Actin cytoskeleton-regulatory complex protein PAN1	28	28	1.22648e+06
P32523	PRP19_YEAST	PRP19	Pre-mRNA-processing factor 19	8	8	1.27522e+06
P32524	PRP21_YEAST	PRP21	Pre-mRNA-splicing factor PRP21	1	1	1.97035e+06
P32525	ECM25_YEAST	ECM25	Protein ECM25	3	3	175060
P32527	ZUO1_YEAST	ZUO1	Zuotin	13	13	7.08661e+06
P32528	DUR1_YEAST	DUR1,2	Urea amidolyase	23	23	1.96495e+07
P32529	RPA12_YEAST	RPA12	DNA-directed RNA polymerase I subunit RPA12	1	1	20459
P32558	SPT16_YEAST	SPT16	FACT complex subunit SPT16	31	31	4.47253e+06
P32559	MSS1_YEAST	MSS1	tRNA modification GTPase MSS1, mitochondrial	1	1	66523.9
P32561	RPD3_YEAST	RPD3	Histone deacetylase RPD3	6	6	1.29841e+06
P32563	VPP1_YEAST	VPH1	V-type proton ATPase subunit a, vacuolar isoform	22	22	3.73872e+06
P32565	RPN2_YEAST	RPN2	26S proteasome regulatory subunit RPN2	29	27	4.1731e+06
P32566	SMI1_YEAST	SMI1	Cell wall assembly regulator SMI1	9	9	1.00334e+06
P32567	PAH1_YEAST	PAH1	Phosphatidic acid phosphohydrolase 1	6	6	319536
P32568	SNQ2_YEAST	SNQ2	Protein SNQ2	10	9	4.42909e+06
P32571	UBP4_YEAST	DOA4	Ubiquitin carboxyl-terminal hydrolase 4	2	2	19721.4
P32573	SPS19_YEAST	SPS19	Peroxisomal 2,4-dienoyl-CoA reductase SPS19 [(3E)-enoyl-CoA-producing]	3	3	46007.2
P32578	SIP1_YEAST	SIP1	SNF1 protein kinase subunit beta-1	5	5	63432.5
P32579	SUA5_YEAST	SUA5	Threonylcarbamoyl-AMP synthase	3	3	781757
P32582	CBS_YEAST	CYS4	Cystathionine beta-synthase	20	20	9.28221e+06
P32583	SRP40_YEAST	SRP40	Suppressor protein SRP40	3	3	974552
P32585	MED18_YEAST	SRB5	Mediator of RNA polymerase II transcription subunit 18	2	2	135571
P32588	PUB1_YEAST	PUB1	Nuclear and cytoplasmic polyadenylated RNA-binding protein PUB1	6	6	6.84794e+06
P32589	HSP7F_YEAST	SSE1	Heat shock protein homolog SSE1	31	25	4.17723e+07
P32590	HSP79_YEAST	SSE2	Heat shock protein homolog SSE2	14	14	1.62538e+06
P32591	SWI3_YEAST	SWI3	SWI/SNF complex subunit SWI3	8	8	382296
P32597	STH1_YEAST	STH1	Nuclear protein STH1/NPS1	19	19	2.60304e+06
P32598	PP12_YEAST	GLC7	Serine/threonine-protein phosphatase PP1-2	11	8	9.43989e+06
P32599	FIMB_YEAST	SAC6	Fimbrin	20	20	1.35728e+07
P32601	DSS4_YEAST	DSS4	Protein DSS4	2	2	11188.5
P32602	SEC17_YEAST	SEC17	Alpha-soluble NSF attachment protein	9	9	3.21773e+06
P32604	F26_YEAST	FBP26	Fructose-2,6-bisphosphatase	5	5	50147.3
P32605	RU1A_YEAST	MUD1	U1 small nuclear ribonucleoprotein A	1	1	1656.54
P32607	RTG1_YEAST	RTG1	Retrograde regulation protein 1	1	1	27213.8
P32608	RTG2_YEAST	RTG2	Retrograde regulation protein 2	15	15	1.68566e+06
P32610	VATD_YEAST	VMA8	V-type proton ATPase subunit D	2	2	1.49195e+06
P32614	FRDS_YEAST	FRD1	Fumarate reductase 1	20	20	5.02622e+06
P32617	IES6_YEAST	IES6	Chromatin-remodeling complex subunit IES6	3	3	789206
P32618	YEF3_YEAST	YEL043W	Uncharacterized protein YEL043W	4	4	44297.5
P32621	GDA1_YEAST	GDA1	Guanosine-diphosphatase	8	8	2.07649e+06
P32623	CRH2_YEAST	UTR2	Probable glycosidase CRH2	4	4	1.94151e+06
P32626	ENOPH_YEAST	UTR4	Enolase-phosphatase E1	7	7	4.60661e+06
P32628	RAD23_YEAST	RAD23	UV excision repair protein RAD23	10	10	4.51042e+06
P32629	ANP1_YEAST	ANP1	Mannan polymerase II complex ANP1 subunit	4	4	1.35323e+06
P32639	BRR2_YEAST	BRR2	Pre-mRNA-splicing helicase BRR2	10	10	518435
P32642	GLRX4_YEAST	GRX4	Monothiol glutaredoxin-4	1	1	45038.9
P32643	TMT1_YEAST	TMT1	Trans-aconitate 3-methyltransferase	2	2	179063
P32644	ECM32_YEAST	ECM32	Putative ATP-dependent RNA helicase ECM32	5	5	503886
P32656	CHAC_YEAST	GCG1	Glutathione-specific gamma-glutamylcyclotransferase	3	3	101098
P32657	CHD1_YEAST	CHD1	Chromo domain-containing protein 1	20	19	1.74389e+06
P32660	ATC5_YEAST	DNF1	Phospholipid-transporting ATPase DNF1	15	12	2.19716e+06
P32705	ACTP_ECOLI	actP	Cation/acetate symporter ActP	3	3	603169
P32767	KA122_YEAST	KAP122	Importin beta-like protein KAP122	4	4	929140
P32769	HBS1_YEAST	HBS1	Elongation factor 1 alpha-like protein	14	14	1.40148e+06
P32770	DRI1_YEAST	NRP1	Putative RNA-binding protein involved in heterochromatin assembly	2	2	222473
P32771	FADH_YEAST	SFA1	S-(hydroxymethyl)glutathione dehydrogenase	8	8	2.42502e+06
P32774	T2AG_YEAST	TOA2	Transcription initiation factor IIA subunit 2	2	2	295841
P32775	GLGB_YEAST	GLC3	1,4-alpha-glucan-branching enzyme	19	19	1.51928e+06
P32776	TFB1_YEAST	TFB1	General transcription and DNA repair factor IIH subunit TFB1	7	7	2.00415e+06
P32780	TF2H1_HUMAN	GTF2H1	General transcription factor IIH subunit 1	1	1	2832.08
P32783	MCES_YEAST	ABD1	mRNA cap guanine-N7 methyltransferase	2	2	1.5002e+06
P32784	GPT1_YEAST	SCT1	Glycerol-3-phosphate O-acyltransferase 1	3	3	37514.2
P32787	MG101_YEAST	MGM101	Mitochondrial genome maintenance protein MGM101	8	8	558016
P32788	YBB0_YEAST	YBL010C	Uncharacterized protein YBL010C	1	1	1171.12
P32790	SLA1_YEAST	SLA1	Actin cytoskeleton-regulatory complex protein SLA1	16	16	1.49755e+06
P32791	FRE1_YEAST	FRE1	Ferric/cupric reductase transmembrane component 1	1	1	1780.7
P32792	YHH7_YEAST	YSC83	UPF0744 protein YSC83	2	2	418590
P32793	YSC84_YEAST	YSC84	Protein YSC84	7	7	751467
P32794	AFG2_YEAST	AFG2	ATPase family gene 2 protein	6	6	613398
P32795	YME1_YEAST	YME1	Mitochondrial inner membrane i-AAA protease supercomplex subunit YME1	14	14	493479
P32796	CACP_YEAST	CAT2	Carnitine O-acetyltransferase, mitochondrial	10	10	355628
P32798	COT1_YEAST	COT1	Vacuolar zinc transporter COT1	3	3	29406.1
P32802	TMN1_YEAST	EMP70	Transmembrane 9 superfamily member 1	5	4	1.98061e+06
P32803	EMP24_YEAST	EMP24	Endosomal protein P24B	5	5	3.22268e+06
P32805	FZF1_YEAST	FZF1	Zinc finger protein FZF1	2	2	206904
P32806	GYP6_YEAST	GYP6	GTPase-activating protein GYP6	3	3	1.86898e+06
P32829	MRE11_YEAST	MRE11	Double-strand break repair protein MRE11	1	1	1061.32
P32831	NGR1_YEAST	NGR1	Negative growth regulatory protein NGR1	2	2	167349
P32832	RSC7_YEAST	NPL6	Chromatin structure-remodeling complex subunit RSC7	8	8	387171
P32833	ORC2_YEAST	ORC2	Origin recognition complex subunit 2	1	1	80123.5
P32835;P32836	GSP1_YEAST;GSP2_YEAST	GSP1;GSP2	GTP-binding nuclear protein GSP1/CNR1	1	0	1.03758e+07
P32839	BCS1_YEAST	BCS1	Mitochondrial chaperone BCS1	1	1	10492
P32842	VATL2_YEAST	VMA11	V-type proton ATPase subunit c'	1	1	201431
P32843	YME2_YEAST	YME2	Mitochondrial escape protein 2	17	17	3.20666e+06
P32844	SEC6_YEAST	SEC6	Exocyst complex component SEC6	4	4	3.52308e+06
P32854	PEP12_YEAST	PEP12	Syntaxin PEP12	1	1	8840.67
P32855	SEC8_YEAST	SEC8	Exocyst complex component SEC8	6	6	113257
P32857	PTM1_YEAST	PTM1	Membrane protein PTM1	5	5	880236
P32860	NFU1_YEAST	NFU1	NifU-like protein, mitochondrial	10	10	710557
P32861	UGPA1_YEAST	UGP1	UTP--glucose-1-phosphate uridylyltransferase	16	16	1.10684e+07
P32864	RAEP_YEAST	MRS6	Rab proteins geranylgeranyltransferase component A	10	10	716571
P32867	SSO1_YEAST	SSO1	Protein SSO1	6	5	3.26443e+06
P32873	BEM3_YEAST	BEM3	GTPase-activating protein BEM3	6	6	373758
P32875	LIPA_YEAST	LIP5	Lipoyl synthase, mitochondrial	3	3	38763.4
P32891	DLD1_YEAST	DLD1	D-lactate dehydrogenase [cytochrome] 1, mitochondrial	14	14	1.23828e+06
P32892	DRS1_YEAST	DRS1	ATP-dependent RNA helicase DRS1	8	8	1.70869e+06
P32893	TRS65_YEAST	TRS65	Trafficking protein particle complex II-specific subunit 65	1	1	2411.45
P32895	KPR1_YEAST	PRS1	Ribose-phosphate pyrophosphokinase 1	10	10	3.71521e+06
P32896	PDC2_YEAST	PDC2	Protein PDC2	4	4	8224.61
P32897	TIM23_YEAST	TIM23	Mitochondrial import inner membrane translocase subunit TIM23	3	3	1.59538e+06
P32898	PREP_YEAST	CYM1	Presequence protease, mitochondrial	24	24	7.17096e+06
P32899	IMP3_YEAST	IMP3	U3 small nucleolar ribonucleoprotein protein IMP3	2	2	96345.4
P32901	PTR2_YEAST	PTR2	Peptide transporter PTR2	4	4	2.11286e+06
P32902	RT04_YEAST	MRP4	Small ribosomal subunit protein uS2m	2	2	5717.35
P32905	RSSA1_YEAST	RPS0A	Small ribosomal subunit protein uS2A	9	2	6.53957e+07
P32906	MNS1_YEAST	MNS1	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	6	6	785376
P32908	SMC1_YEAST	SMC1	Structural maintenance of chromosomes protein 1	8	8	1.09515e+06
P32909	SMY2_YEAST	SMY2	Protein SMY2	10	10	401863
P32910	RPC6_YEAST	RPC34	DNA-directed RNA polymerase III subunit RPC6	1	1	71844
P32911	SUI1_YEAST	SUI1	Eukaryotic translation initiation factor eIF-1	6	6	2.18336e+06
P32912	VAM7_YEAST	VAM7	Vacuolar morphogenesis protein 7	3	3	397576
P32913	VPS17_YEAST	VPS17	Vacuolar protein sorting-associated protein 17	5	5	865042
P32914	SPT4_YEAST	SPT4	Transcription elongation factor SPT4	2	2	79740.7
P32915	SC61A_YEAST	SEC61	Protein transport protein SEC61	7	7	1.89618e+06
P32916	SRPR_YEAST	SRP101	Signal recognition particle receptor subunit alpha homolog	13	13	2.59792e+06
P32929	CGL_HUMAN	CTH	Cystathionine gamma-lyase	6	6	493430
P32939	YPT7_YEAST	YPT7	Ypt/Rab-type GTPase YPT7	4	4	619008
P32969	RL9_HUMAN	RPL9	60S ribosomal protein L9	8	8	2.39018e+07
P33136	OPGG_ECOLI	mdoG	Glucans biosynthesis protein G	7	7	759679
P33176	KINH_HUMAN	KIF5B	Kinesin-1 heavy chain	36	28	2.29732e+06
P33195	GCSP_ECOLI	gcvP	Glycine dehydrogenase (decarboxylating)	15	14	8.52918e+06
P33201	MRT4_YEAST	MRT4	Ribosome assembly factor MRT4	8	8	4.17564e+06
P33202	UFD4_YEAST	UFD4	Ubiquitin fusion degradation protein 4	12	12	252177
P33203	PRP40_YEAST	PRP40	Pre-mRNA-processing protein PRP40	3	3	54883.1
P33204	ARPC4_YEAST	ARC19	Actin-related protein 2/3 complex subunit 4	3	3	1.25775e+06
P33218	YEBE_ECOLI	yebE	Inner membrane protein YebE	2	2	4185.34
P33221	PURT_ECOLI	purT	Formate-dependent phosphoribosylglycinamide formyltransferase	5	5	942352
P33240	CSTF2_HUMAN	CSTF2	Cleavage stimulation factor subunit 2	12	8	5.01861e+06
P33297	PRS6A_YEAST	RPT5	26S proteasome regulatory subunit 6A	13	13	2.20903e+06
P33298	PRS6B_YEAST	RPT3	26S proteasome regulatory subunit 6B homolog	9	9	3.61408e+06
P33299	PRS7_YEAST	RPT1	26S proteasome regulatory subunit 7 homolog	12	12	4.76772e+06
P33302	PDR5_YEAST	PDR5	Pleiotropic ABC efflux transporter of multiple drugs	33	23	6.38295e+06
P33307	CSE1_YEAST	CSE1	Importin alpha re-exporter	16	16	465298
P33309	DOM34_YEAST	DOM34	Protein DOM34	7	7	275669
P33311	MDL2_YEAST	MDL2	ATP-dependent permease MDL2, mitochondrial	4	4	59721.3
P33313	CNS1_YEAST	CNS1	Hsp70/Hsp90 co-chaperone CNS1	8	8	716726
P33314	BUD2_YEAST	BUD2	Inhibitory regulator protein BUD2/CLA2	4	4	791830
P33315	TKT2_YEAST	TKL2	Transketolase 2	4	4	91355.3
P33316	DUT_HUMAN	DUT	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	10	10	6.68031e+06
P33317	DUT_YEAST	DUT1	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3	968373
P33322	CBF5_YEAST	CBF5	H/ACA ribonucleoprotein complex subunit CBF5	11	11	4.22865e+06
P33324	YKJ1_YEAST	YKL091C	CRAL-TRIO domain-containing protein YKL091C	8	8	1.37745e+06
P33327	DHE2_YEAST	GDH2	NAD-specific glutamate dehydrogenase	18	18	964043
P33328	SNC2_YEAST	SNC2	Synaptobrevin homolog 2	2	2	2.05476e+06
P33329	PPZ2_YEAST	PPZ2	Serine/threonine-protein phosphatase PP-Z2	2	2	767282
P33330	SERC_YEAST	SER1	Phosphoserine aminotransferase	11	11	7.81858e+06
P33331	NTF2_YEAST	NTF2	Nuclear transport factor 2	3	3	1.26895e+07
P33332	SEC3_YEAST	SEC3	Exocyst complex component SEC3	12	12	1.56296e+06
P33333	PLSC_YEAST	SLC1	1-acyl-sn-glycerol-3-phosphate acyltransferase	9	9	1.88112e+06
P33334	PRP8_YEAST	PRP8	Pre-mRNA-splicing factor 8	5	5	472923
P33336	SKN1_YEAST	SKN1	Beta-glucan synthesis-associated protein SKN1	2	2	1982.77
P33338	SLA2_YEAST	SLA2	Protein SLA2	21	21	1.47399e+06
P33339	TFC4_YEAST	TFC4	Transcription factor tau 131 kDa subunit	2	2	515339
P33362	YEHZ_ECOLI	yehZ	Glycine betaine-binding protein YehZ	4	4	580445
P33363	BGLX_ECOLI	bglX	Periplasmic beta-glucosidase	4	4	516975
P33368	YOHF_ECOLI	yohF	Uncharacterized oxidoreductase YohF	2	2	7422.91
P33399	LHP1_YEAST	LHP1	La protein homolog	5	5	1.22861e+06
P33401	PGM1_YEAST	PGM1	Phosphoglucomutase 1	14	14	1.4036e+06
P33412	ECT1_YEAST	ECT1	Ethanolamine-phosphate cytidylyltransferase	3	3	126052
P33416	HSP78_YEAST	HSP78	Heat shock protein 78, mitochondrial	23	23	2.3302e+06
P33417	IXR1_YEAST	IXR1	Intrastrand cross-link recognition protein	1	1	181689
P33418	XPOT_YEAST	LOS1	Exportin-T	4	4	227801
P33421	SDH3_YEAST	SDH3	Succinate dehydrogenase [ubiquinone] cytochrome b subunit, mitochondrial	1	1	36382.7
P33441	MFT1_YEAST	MFT1	THO complex subunit MFT1	1	1	2556.16
P33442	RS3A1_YEAST	RPS1A	Small ribosomal subunit protein eS1A	13	2	6.78151e+07
P33527	MRP1_HUMAN	ABCC1	Multidrug resistance-associated protein 1	17	16	714859
P33570	TKT2_ECOLI	tktB	Transketolase 2	8	8	560807
P33599	NUOCD_ECOLI	nuoC	NADH-quinone oxidoreductase subunit C/D	7	7	70050.6
P33602	NUOG_ECOLI	nuoG	NADH-quinone oxidoreductase subunit G	11	11	1.1898e+06
P33643	RLUD_ECOLI	rluD	Ribosomal large subunit pseudouridine synthase D	1	1	1775.53
P33734	HIS5_YEAST	HIS7	Imidazole glycerol phosphate synthase hisHF	25	25	2.09936e+06
P33748	MSN2_YEAST	MSN2	Zinc finger protein MSN2	4	4	811811
P33749	MSN4_YEAST	MSN4	Zinc finger protein MSN4	2	2	2254.04
P33750	DCA13_YEAST	SOF1	Protein SOF1	3	3	422899
P33754	SEC66_YEAST	SEC66	Translocation protein SEC66	5	5	652175
P33755	NPL4_YEAST	NPL4	Nuclear protein localization protein 4	13	13	788545
P33760	PEX6_YEAST	PEX6	Peroxisomal ATPase PEX6	3	3	471309
P33767	OSTB_YEAST	WBP1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1	9	9	2.01852e+06
P33775	PMT1_YEAST	PMT1	Dolichyl-phosphate-mannose--protein mannosyltransferase 1	12	12	3.44456e+06
P33891	TIP20_YEAST	TIP20	Protein transport protein TIP20	2	2	6454.74
P33892	GCN1_YEAST	GCN1	eIF-2-alpha kinase activator GCN1	67	66	1.8404e+07
P33894	STE13_YEAST	STE13	Dipeptidyl aminopeptidase A	7	7	437735
P33895	NUF2_YEAST	NUF2	Kinetochore protein NUF2	2	2	6286.55
P33897	ABCD1_HUMAN	ABCD1	ATP-binding cassette sub-family D member 1	10	8	510419
P33908	MA1A1_HUMAN	MAN1A1	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA	1	1	11216.3
P33991	MCM4_HUMAN	MCM4	DNA replication licensing factor MCM4	24	24	7.91841e+06
P33992	MCM5_HUMAN	MCM5	DNA replication licensing factor MCM5	30	30	1.31655e+07
P33993	MCM7_HUMAN	MCM7	DNA replication licensing factor MCM7	24	24	6.36644e+06
P34059	GALNS_HUMAN	GALNS	N-acetylgalactosamine-6-sulfatase	1	1	890593
P34072	MKS1_YEAST	MKS1	Negative regulator of RAS-cAMP pathway	1	1	55406.3
P34077	NIC96_YEAST	NIC96	Nucleoporin NIC96	17	17	1.3284e+06
P34078	LTV1_YEAST	LTV1	Protein LTV1	2	2	747602
P34087	RPB7_YEAST	RPB7	DNA-directed RNA polymerase II subunit RPB7	2	2	1.02954e+06
P34110	VPS35_YEAST	VPS35	Vacuolar protein sorting-associated protein 35	15	15	318831
P34111	TFC3_YEAST	TFC3	Transcription factor tau 138 kDa subunit	2	2	27875.3
P34160	NCBP1_YEAST	STO1	Nuclear cap-binding protein complex subunit 1	14	14	2.79013e+06
P34162	MED20_YEAST	SRB2	Mediator of RNA polymerase II transcription subunit 20	6	6	2.00915e+06
P34163	TGL1_YEAST	TGL1	Sterol esterase TGL1	9	9	478270
P34164	SIP2_YEAST	SIP2	SNF1 protein kinase subunit beta-2	1	1	587284
P34167	IF4B_YEAST	TIF3	Eukaryotic translation initiation factor 4B	24	24	6.18942e+06
P34216	EDE1_YEAST	EDE1	EH domain-containing and endocytosis protein 1	34	34	2.37187e+06
P34217	PIN4_YEAST	PIN4	RNA-binding protein PIN4	8	8	411302
P34220	YBF5_YEAST	YBL055C	Deoxyribonuclease Tat-D	9	9	2.46795e+06
P34221	PP2C3_YEAST	PTC3	Protein phosphatase 2C homolog 3	6	6	797459
P34222	PTH2_YEAST	PTH2	Peptidyl-tRNA hydrolase 2	5	5	442779
P34223	UBX1_YEAST	SHP1	UBX domain-containing protein 1	16	16	2.92213e+06
P34226	SKT5_YEAST	SKT5	Chitin synthase regulator SKT5	2	2	43395.3
P34227	PRX1_YEAST	PRX1	Peroxiredoxin PRX1, mitochondrial	7	7	3.81041e+06
P34232	MTR2_YEAST	MTR2	mRNA transport regulator MTR2	3	3	632345
P34237	CASP_YEAST	COY1	Protein CASP	11	11	675952
P34240	ZRT3_YEAST	ZRT3	Zinc-regulated transporter 3	1	1	197191
P34241	URB1_YEAST	URB1	Nucleolar pre-ribosomal-associated protein 1	13	13	458398
P34243	HCS1_YEAST	HCS1	DNA polymerase alpha-associated DNA helicase A	5	5	3.0002e+06
P34244	HSL1_YEAST	HSL1	Probable serine/threonine-protein kinase HSL1	1	1	833275
P34247	UTP11_YEAST	UTP11	U3 small nucleolar RNA-associated protein 11	2	2	1.69846e+07
P34248	YKK0_YEAST	YKL100C	Probable intramembrane protease YKL100C	5	5	746019
P34250	SEG2_YEAST	SEG2	Eisosome protein SEG2	2	2	2.11805e+06
P34253	KTI12_YEAST	KTI12	Protein KTI12	5	5	214353
P34730	BMH2_YEAST	BMH2	Protein BMH2	3	3	7.89666e+06
P34756	FAB1_YEAST	FAB1	1-phosphatidylinositol 3-phosphate 5-kinase FAB1	1	1	1.07402e+06
P34758	SCD5_YEAST	SCD5	Protein SCD5	2	2	2261.41
P34760	TSA1_YEAST	TSA1	Peroxiredoxin TSA1	11	9	1.12355e+08
P34761	WHI3_YEAST	WHI3	Protein WHI3	6	6	3.66363e+06
P34896	GLYC_HUMAN	SHMT1	Serine hydroxymethyltransferase, cytosolic	10	10	2.01215e+06
P34897	GLYM_HUMAN	SHMT2	Serine hydroxymethyltransferase, mitochondrial	18	18	1.51848e+07
P34909	NOT4_YEAST	MOT2	General negative regulator of transcription subunit 4	8	8	1.63196e+06
P34932	HSP74_HUMAN	HSPA4	Heat shock 70 kDa protein 4	40	37	7.68804e+06
P34949	MPI_HUMAN	MPI	Mannose-6-phosphate isomerase	7	7	1.80476e+06
P35052	GPC1_HUMAN	GPC1	Glypican-1	9	9	694008
P35056	PEX5_YEAST	PEX5	Peroxisomal targeting signal receptor	2	2	8466.54
P35080	PROF2_HUMAN	PFN2	Profilin-2	4	4	437449
P35127	UBL1_YEAST	YUH1	Ubiquitin carboxyl-terminal hydrolase YUH1	2	2	123014
P35169	TOR1_YEAST	TOR1	Serine/threonine-protein kinase TOR1	5	5	352237
P35176	CYPD_YEAST	CPR5	Peptidyl-prolyl cis-trans isomerase D	7	7	4.68379e+06
P35177	SPT7_YEAST	SPT7	Transcriptional activator SPT7	3	3	298031
P35178	RRP1_YEAST	RRP1	Ribosomal RNA-processing protein 1	6	6	851654
P35179	SC61G_YEAST	SSS1	Protein transport protein SSS1	2	2	1.38264e+07
P35180	TOM20_YEAST	TOM20	Mitochondrial import receptor subunit TOM20	4	4	1.14404e+06
P35181	AP1S1_YEAST	APS1	AP-1 complex subunit sigma-1	1	1	79057.3
P35182	PP2C1_YEAST	PTC1	Protein phosphatase 2C homolog 1	2	2	53566.9
P35183	AST1_YEAST	AST1	Protein AST1	5	5	326193
P35184	SQT1_YEAST	SQT1	Ribosome assembly protein SQT1	2	2	1.40873e+06
P35187	SGS1_YEAST	SGS1	ATP-dependent helicase SGS1	1	1	386825
