Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57373.raw
P32912	VAM7_YEAST	VAM7	Vacuolar morphogenesis protein 7	3	3	46388
P32913	VPS17_YEAST	VPS17	Vacuolar protein sorting-associated protein 17	5	5	570098
P32914	SPT4_YEAST	SPT4	Transcription elongation factor SPT4	1	1	57311.7
P32915	SC61A_YEAST	SEC61	Protein transport protein SEC61	7	7	2.29498e+06
P32916	SRPR_YEAST	SRP101	Signal recognition particle receptor subunit alpha homolog	14	14	1.44024e+07
P32917	STE5_YEAST	STE5	Protein STE5	2	2	45961.2
P32929	CGL_HUMAN	CTH	Cystathionine gamma-lyase	7	7	489199
P32939	YPT7_YEAST	YPT7	Ypt/Rab-type GTPase YPT7	3	3	659750
P32969	RL9_HUMAN	RPL9	60S ribosomal protein L9	7	7	1.89975e+07
P33136	OPGG_ECOLI	mdoG	Glucans biosynthesis protein G	8	8	1.73651e+06
P33176	KINH_HUMAN	KIF5B	Kinesin-1 heavy chain	36	27	1.65244e+06
P33195	GCSP_ECOLI	gcvP	Glycine dehydrogenase (decarboxylating)	17	16	5.72275e+06
P33201	MRT4_YEAST	MRT4	Ribosome assembly factor MRT4	6	6	1.25219e+06
P33202	UFD4_YEAST	UFD4	Ubiquitin fusion degradation protein 4	14	14	437953
P33203	PRP40_YEAST	PRP40	Pre-mRNA-processing protein PRP40	2	2	277097
P33204	ARPC4_YEAST	ARC19	Actin-related protein 2/3 complex subunit 4	3	3	766752
P33219	YEBF_ECOLI	yebF	Protein YebF	1	1	432352
P33221	PURT_ECOLI	purT	Formate-dependent phosphoribosylglycinamide formyltransferase	5	5	696446
P33240	CSTF2_HUMAN	CSTF2	Cleavage stimulation factor subunit 2	10	6	1.74767e+06
P33297	PRS6A_YEAST	RPT5	26S proteasome regulatory subunit 6A	12	12	2.18146e+06
P33298	PRS6B_YEAST	RPT3	26S proteasome regulatory subunit 6B homolog	8	8	2.62677e+06
P33299	PRS7_YEAST	RPT1	26S proteasome regulatory subunit 7 homolog	11	11	1.69651e+06
P33301	XRS2_YEAST	XRS2	DNA repair protein XRS2	3	3	6105.71
P33302	PDR5_YEAST	PDR5	Pleiotropic ABC efflux transporter of multiple drugs	34	24	4.51542e+06
P33307	CSE1_YEAST	CSE1	Importin alpha re-exporter	16	16	3.16009e+06
P33309	DOM34_YEAST	DOM34	Protein DOM34	8	8	518844
P33311	MDL2_YEAST	MDL2	ATP-dependent permease MDL2, mitochondrial	3	3	70162.9
P33312	RIB7_YEAST	RIB7	2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase	1	1	3673.97
P33313	CNS1_YEAST	CNS1	Hsp70/Hsp90 co-chaperone CNS1	7	7	314457
P33314	BUD2_YEAST	BUD2	Inhibitory regulator protein BUD2/CLA2	4	4	168506
P33315	TKT2_YEAST	TKL2	Transketolase 2	7	7	116198
P33316	DUT_HUMAN	DUT	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	9	9	4.36466e+06
P33317	DUT_YEAST	DUT1	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3	966766
P33322	CBF5_YEAST	CBF5	H/ACA ribonucleoprotein complex subunit CBF5	10	10	3.06948e+06
P33324	YKJ1_YEAST	YKL091C	CRAL-TRIO domain-containing protein YKL091C	8	8	1.13547e+06
P33327	DHE2_YEAST	GDH2	NAD-specific glutamate dehydrogenase	22	22	965203
P33328	SNC2_YEAST	SNC2	Synaptobrevin homolog 2	2	2	2.04848e+06
P33329	PPZ2_YEAST	PPZ2	Serine/threonine-protein phosphatase PP-Z2	2	2	1.16333e+06
P33330	SERC_YEAST	SER1	Phosphoserine aminotransferase	11	11	6.50794e+06
P33331	NTF2_YEAST	NTF2	Nuclear transport factor 2	3	3	1.13453e+07
P33332	SEC3_YEAST	SEC3	Exocyst complex component SEC3	11	11	837290
P33333	PLSC_YEAST	SLC1	1-acyl-sn-glycerol-3-phosphate acyltransferase	11	11	1.34687e+06
P33334	PRP8_YEAST	PRP8	Pre-mRNA-splicing factor 8	4	4	883207
P33338	SLA2_YEAST	SLA2	Protein SLA2	21	21	877414
P33339	TFC4_YEAST	TFC4	Transcription factor tau 131 kDa subunit	3	3	921071
P33362	YEHZ_ECOLI	yehZ	Glycine betaine-binding protein YehZ	4	4	577814
P33363	BGLX_ECOLI	bglX	Periplasmic beta-glucosidase	3	3	1.21884e+06
P33368	YOHF_ECOLI	yohF	Uncharacterized oxidoreductase YohF	2	2	4397.69
P33399	LHP1_YEAST	LHP1	La protein homolog	6	6	4.58882e+06
P33401	PGM1_YEAST	PGM1	Phosphoglucomutase 1	13	13	2.26792e+06
P33412	ECT1_YEAST	ECT1	Ethanolamine-phosphate cytidylyltransferase	5	5	2.07149e+06
P33416	HSP78_YEAST	HSP78	Heat shock protein 78, mitochondrial	22	22	1.78876e+06
P33417	IXR1_YEAST	IXR1	Intrastrand cross-link recognition protein	2	2	278346
P33418	XPOT_YEAST	LOS1	Exportin-T	5	5	162245
P33421	SDH3_YEAST	SDH3	Succinate dehydrogenase [ubiquinone] cytochrome b subunit, mitochondrial	1	1	375884
P33441	MFT1_YEAST	MFT1	THO complex subunit MFT1	5	5	895041
P33442	RS3A1_YEAST	RPS1A	Small ribosomal subunit protein eS1A	2	2	2.63745e+07
P33527	MRP1_HUMAN	ABCC1	Multidrug resistance-associated protein 1	22	21	1.9915e+06
P33570	TKT2_ECOLI	tktB	Transketolase 2	8	8	575655
P33599	NUOCD_ECOLI	nuoC	NADH-quinone oxidoreductase subunit C/D	8	8	723475
P33602	NUOG_ECOLI	nuoG	NADH-quinone oxidoreductase subunit G	14	14	3.29473e+06
P33607	NUOL_ECOLI	nuoL	NADH-quinone oxidoreductase subunit L	1	1	3306.66
P33643	RLUD_ECOLI	rluD	Ribosomal large subunit pseudouridine synthase D	1	1	3761.03
P33734	HIS5_YEAST	HIS7	Imidazole glycerol phosphate synthase hisHF	24	24	2.13902e+06
P33748	MSN2_YEAST	MSN2	Zinc finger protein MSN2	2	2	9584.08
P33749	MSN4_YEAST	MSN4	Zinc finger protein MSN4	1	1	1348.47
P33750	DCA13_YEAST	SOF1	Protein SOF1	4	4	524274
P33753	TRM2_YEAST	TRM2	tRNA (uracil(54)-C(5))-methyltransferase	2	2	4570.13
P33754	SEC66_YEAST	SEC66	Translocation protein SEC66	5	5	811580
P33755	NPL4_YEAST	NPL4	Nuclear protein localization protein 4	13	13	300774
P33760	PEX6_YEAST	PEX6	Peroxisomal ATPase PEX6	2	2	134808
P33767	OSTB_YEAST	WBP1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1	10	10	2.06379e+06
P33775	PMT1_YEAST	PMT1	Dolichyl-phosphate-mannose--protein mannosyltransferase 1	13	13	2.57483e+06
P33891	TIP20_YEAST	TIP20	Protein transport protein TIP20	5	5	120087
P33892	GCN1_YEAST	GCN1	eIF-2-alpha kinase activator GCN1	60	59	1.35981e+07
P33894	STE13_YEAST	STE13	Dipeptidyl aminopeptidase A	9	9	607440
P33895	NUF2_YEAST	NUF2	Kinetochore protein NUF2	3	3	2.72679e+06
P33897	ABCD1_HUMAN	ABCD1	ATP-binding cassette sub-family D member 1	9	8	696948
P33908	MA1A1_HUMAN	MAN1A1	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA	1	1	3517.04
P33920	NDPA_ECOLI	yejK	Nucleoid-associated protein YejK	2	2	3043.95
P33981	TTK_HUMAN	TTK	Dual specificity protein kinase TTK	3	3	135969
P33991	MCM4_HUMAN	MCM4	DNA replication licensing factor MCM4	23	23	3.10354e+06
P33992	MCM5_HUMAN	MCM5	DNA replication licensing factor MCM5	29	29	2.67013e+06
P33993	MCM7_HUMAN	MCM7	DNA replication licensing factor MCM7	22	22	5.51723e+06
P34072	MKS1_YEAST	MKS1	Negative regulator of RAS-cAMP pathway	2	2	6590.66
P34077	NIC96_YEAST	NIC96	Nucleoporin NIC96	19	19	1.28069e+06
P34078	LTV1_YEAST	LTV1	Protein LTV1	3	3	287275
P34087	RPB7_YEAST	RPB7	DNA-directed RNA polymerase II subunit RPB7	3	3	640941
P34110	VPS35_YEAST	VPS35	Vacuolar protein sorting-associated protein 35	15	15	4.08568e+06
P34111	TFC3_YEAST	TFC3	Transcription factor tau 138 kDa subunit	6	6	748608
P34160	NCBP1_YEAST	STO1	Nuclear cap-binding protein complex subunit 1	14	14	1.16415e+06
P34162	MED20_YEAST	SRB2	Mediator of RNA polymerase II transcription subunit 20	5	5	1.35814e+06
P34163	TGL1_YEAST	TGL1	Sterol esterase TGL1	10	10	1.06259e+06
P34164	SIP2_YEAST	SIP2	SNF1 protein kinase subunit beta-2	3	2	772347
P34167	IF4B_YEAST	TIF3	Eukaryotic translation initiation factor 4B	21	21	3.83058e+06
P34209	YDCF_ECOLI	ydcF	Protein YdcF	1	1	3334.58
P34216	EDE1_YEAST	EDE1	EH domain-containing and endocytosis protein 1	32	32	2.162e+06
P34217	PIN4_YEAST	PIN4	RNA-binding protein PIN4	10	10	989550
P34220	YBF5_YEAST	YBL055C	Deoxyribonuclease Tat-D	11	11	2.39293e+06
P34221	PP2C3_YEAST	PTC3	Protein phosphatase 2C homolog 3	6	6	541394
P34222	PTH2_YEAST	PTH2	Peptidyl-tRNA hydrolase 2	4	4	671992
P34223	UBX1_YEAST	SHP1	UBX domain-containing protein 1	16	16	2.41792e+06
P34226	SKT5_YEAST	SKT5	Chitin synthase regulator SKT5	3	3	120130
P34227	PRX1_YEAST	PRX1	Peroxiredoxin PRX1, mitochondrial	7	7	3.40052e+06
P34232	MTR2_YEAST	MTR2	mRNA transport regulator MTR2	3	3	507033
P34237	CASP_YEAST	COY1	Protein CASP	16	16	1.65333e+06
P34240	ZRT3_YEAST	ZRT3	Zinc-regulated transporter 3	1	1	45736.9
P34241	URB1_YEAST	URB1	Nucleolar pre-ribosomal-associated protein 1	13	13	376362
P34243	HCS1_YEAST	HCS1	DNA polymerase alpha-associated DNA helicase A	5	5	855173
P34247	UTP11_YEAST	UTP11	U3 small nucleolar RNA-associated protein 11	2	2	2.15068e+06
P34248	YKK0_YEAST	YKL100C	Probable intramembrane protease YKL100C	5	5	1.0857e+06
P34250	SEG2_YEAST	SEG2	Eisosome protein SEG2	5	5	1.60709e+06
P34253	KTI12_YEAST	KTI12	Protein KTI12	5	5	131631
P34730	BMH2_YEAST	BMH2	Protein BMH2	3	3	6.95946e+06
P34756	FAB1_YEAST	FAB1	1-phosphatidylinositol 3-phosphate 5-kinase FAB1	6	6	3.74944e+06
P34758	SCD5_YEAST	SCD5	Protein SCD5	3	3	5157.35
P34760	TSA1_YEAST	TSA1	Peroxiredoxin TSA1	10	8	9.25609e+07
P34761	WHI3_YEAST	WHI3	Protein WHI3	6	6	5.31395e+06
P34896	GLYC_HUMAN	SHMT1	Serine hydroxymethyltransferase, cytosolic	11	11	1.93075e+06
P34897	GLYM_HUMAN	SHMT2	Serine hydroxymethyltransferase, mitochondrial	15	15	7.50454e+06
P34909	NOT4_YEAST	MOT2	General negative regulator of transcription subunit 4	5	5	293573
P34913	HYES_HUMAN	EPHX2	Bifunctional epoxide hydrolase 2	2	2	54158.9
P34932	HSP74_HUMAN	HSPA4	Heat shock 70 kDa protein 4	34	32	4.03266e+06
P34949	MPI_HUMAN	MPI	Mannose-6-phosphate isomerase	6	6	1.44178e+06
P35052	GPC1_HUMAN	GPC1	Glypican-1	11	11	710746
P35056	PEX5_YEAST	PEX5	Peroxisomal targeting signal receptor	2	2	2660.43
P35080	PROF2_HUMAN	PFN2	Profilin-2	4	4	157647
P35127	UBL1_YEAST	YUH1	Ubiquitin carboxyl-terminal hydrolase YUH1	2	2	280062
P35169	TOR1_YEAST	TOR1	Serine/threonine-protein kinase TOR1	7	6	462363
P35176	CYPD_YEAST	CPR5	Peptidyl-prolyl cis-trans isomerase D	6	6	4.58536e+06
P35177	SPT7_YEAST	SPT7	Transcriptional activator SPT7	5	5	379976
P35178	RRP1_YEAST	RRP1	Ribosomal RNA-processing protein 1	3	3	495100
P35179	SC61G_YEAST	SSS1	Protein transport protein SSS1	2	2	1.15146e+07
P35180	TOM20_YEAST	TOM20	Mitochondrial import receptor subunit TOM20	4	4	1.13163e+06
P35181	AP1S1_YEAST	APS1	AP-1 complex subunit sigma-1	2	2	4.32418e+06
P35182	PP2C1_YEAST	PTC1	Protein phosphatase 2C homolog 1	1	1	396351
P35183	AST1_YEAST	AST1	Protein AST1	5	5	1.03395e+06
P35184	SQT1_YEAST	SQT1	Ribosome assembly protein SQT1	2	2	1.52667e+06
P35189	TAF14_YEAST	TAF14	Transcription initiation factor TFIID subunit 14	8	8	3.53206e+06
P35191	MDJ1_YEAST	MDJ1	DnaJ homolog 1, mitochondrial	14	14	698055
P35193	ATG19_YEAST	ATG19	Autophagy-related protein 19	1	1	7247.92
P35194	UTP20_YEAST	UTP20	U3 small nucleolar RNA-associated protein 20	22	22	724816
P35196	RER2_YEAST	RER2	Dehydrodolichyl diphosphate synthase complex subunit RER2	2	2	7040.37
P35197	GCS1_YEAST	GCS1	ADP-ribosylation factor GTPase-activating protein GCS1	17	17	2.06532e+06
P35202	THI80_YEAST	THI80	Thiamine pyrophosphokinase	7	7	207814
P35206	CSG2_YEAST	CSG2	Mannosyl phosphorylinositol ceramide synthase regulatory protein CSG2	2	2	280549
P35207	SKI2_YEAST	SKI2	Antiviral helicase SKI2	21	21	1.21896e+06
P35210	SPT23_YEAST	SPT23	Protein SPT23	4	3	310517
P35221	CTNA1_HUMAN	CTNNA1	Catenin alpha-1	22	14	1.24665e+06
P35226	BMI1_HUMAN	BMI1	Polycomb complex protein BMI-1	1	1	199352
P35232	PHB_HUMAN	PHB	Prohibitin	14	14	1.08114e+07
P35237	SPB6_HUMAN	SERPINB6	Serpin B6	13	12	7.69709e+06
P35240	MERL_HUMAN	NF2	Merlin	2	2	14542.1
P35241	RADI_HUMAN	RDX	Radixin	9	9	4.08352e+06
P35244	RFA3_HUMAN	RPA3	Replication protein A 14 kDa subunit	5	5	1.83635e+06
P35249	RFC4_HUMAN	RFC4	Replication factor C subunit 4	13	13	3.41471e+06
P35250	RFC2_HUMAN	RFC2	Replication factor C subunit 2	13	13	5.77725e+06
P35251	RFC1_HUMAN	RFC1	Replication factor C subunit 1	17	17	1.3069e+06
P35268	RL22_HUMAN	RPL22	60S ribosomal protein L22	2	2	2.50611e+07
P35269	T2FA_HUMAN	GTF2F1	General transcription factor IIF subunit 1	10	10	346548
P35270	SPRE_HUMAN	SPR	Sepiapterin reductase	8	8	1.38947e+06
P35340	AHPF_ECOLI	ahpF	Alkyl hydroperoxide reductase subunit F	7	7	856547
P35354	PGH2_HUMAN	PTGS2	Prostaglandin G/H synthase 2	13	12	2.33209e+06
P35443	TSP4_HUMAN	THBS4	Thrombospondin-4	3	3	84035.5
P35555	FBN1_HUMAN	FBN1	Fibrillin-1	2	2	3023.93
P35573	GDE_HUMAN	AGL	Glycogen debranching enzyme	23	23	866887
P35579	MYH9_HUMAN	MYH9	Myosin-9	90	70	2.525e+07
P35580	MYH10_HUMAN	MYH10	Myosin-10	13	13	330172
P35606	COPB2_HUMAN	COPB2	Coatomer subunit beta'	26	26	1.96673e+06
P35610	SOAT1_HUMAN	SOAT1	Sterol O-acyltransferase 1	7	7	2.28533e+06
P35611	ADDA_HUMAN	ADD1	Alpha-adducin	8	8	384445
P35613	BASI_HUMAN	BSG	Basigin	7	7	8.36237e+06
P35625	TIMP3_HUMAN	TIMP3	Metalloproteinase inhibitor 3	2	2	631978
P35637	FUS_HUMAN	FUS	RNA-binding protein FUS	6	6	4.33241e+06
P35658	NU214_HUMAN	NUP214	Nuclear pore complex protein Nup214	45	45	1.83915e+06
P35659	DEK_HUMAN	DEK	Protein DEK	9	9	5.44779e+06
P35688	LRG1_YEAST	LRG1	Rho-GTPase-activating protein LRG1	2	2	1167.85
P35691	TCTP_YEAST	TMA19	Translationally-controlled tumor protein homolog	5	5	2.35458e+07
P35718	RPC8_YEAST	RPC25	DNA-directed RNA polymerase III subunit RPC8	1	1	52654.8
P35719	MRP8_YEAST	MRP8	Uncharacterized protein MRP8	7	7	9.5171e+06
P35723	YET1_YEAST	YET1	Endoplasmic reticulum transmembrane protein 1	5	5	1.95896e+06
P35724	MNR2_YEAST	MNR2	Manganese resistance protein MNR2	3	3	253323
P35725	YKG3_YEAST	YKL063C	Uncharacterized protein YKL063C	2	2	7229.33
P35728	MPE1_YEAST	MPE1	Protein MPE1	1	1	437179
P35729	NU120_YEAST	NUP120	Nucleoporin NUP120	13	13	5.98094e+06
P35732	DEF1_YEAST	DEF1	RNA polymerase II degradation factor 1	8	8	2.54906e+06
P35754	GLRX1_HUMAN	GLRX	Glutaredoxin-1	3	3	2.72562e+06
P35790	CHKA_HUMAN	CHKA	Choline kinase alpha	1	1	325198
P35813	PPM1A_HUMAN	PPM1A	Protein phosphatase 1A	8	6	408311
P35817	BDF1_YEAST	BDF1	Bromodomain-containing factor 1	9	9	639890
P35842;P38693	PPAB_YEAST;PPAC_YEAST	PHO11;PHO12	Acid phosphatase PHO11	2	0	143109
P35844	KES1_YEAST	KES1	Oxysterol-binding protein homolog 4	15	15	3.72486e+06
P35845	OSH1_YEAST	SWH1	Oxysterol-binding protein homolog 1	15	15	512313
P35914	HMGCL_HUMAN	HMGCL	Hydroxymethylglutaryl-CoA lyase, mitochondrial	7	7	1.63476e+06
P35997;P38711	RS27A_YEAST;RS27B_YEAST	RPS27A;RPS27B	Small ribosomal subunit protein eS27A	2	0	4.84907e+07
P35998	PRS7_HUMAN	PSMC2	26S proteasome regulatory subunit 7	22	17	7.8501e+06
P36000	AP1B1_YEAST	APL2	AP-1 complex subunit beta-1	14	14	963311
P36004	KKQ8_YEAST	KKQ8	Probable serine/threonine-protein kinase KKQ8	2	2	152125
P36006	MYO3_YEAST	MYO3	Myosin-3	16	16	4.52301e+06
P36007	LTHAD_YEAST	SRY1	L-threo-3-hydroxyaspartate ammonia-lyase	7	7	2.11899e+06
P36008	EF1G2_YEAST	TEF4	Elongation factor 1-gamma 2	12	12	2.14181e+07
P36010	NDK_YEAST	YNK1	Nucleoside diphosphate kinase	10	10	9.10748e+06
P36013	MAOM_YEAST	MAE1	NAD-dependent malic enzyme, mitochondrial	21	21	5.95237e+06
P36015	YKT6_YEAST	YKT6	Synaptobrevin homolog YKT6	10	10	2.14343e+06
P36016	LHS1_YEAST	LHS1	Heat shock protein 70 homolog LHS1	16	16	3.74672e+06
P36017	VPS21_YEAST	VPS21	Vacuolar protein sorting-associated protein 21	13	12	2.97779e+06
P36018	YPT52_YEAST	YPT52	GTP-binding protein YPT52	8	8	2.82688e+06
P36019	YPT53_YEAST	YPT53	GTP-binding protein YPT53	5	5	1.40362e+06
P36022	DYHC_YEAST	DYN1	Dynein heavy chain, cytoplasmic	1	1	1.59125e+06
P36023	OAF3_YEAST	OAF3	Oleate activated transcription factor 3	2	2	5174.25
P36024	SIS2_YEAST	SIS2	Phosphopantothenoylcysteine decarboxylase subunit SIS2	8	8	1.95165e+07
P36027	MID2_YEAST	MID2	Cell wall integrity sensor MID2	1	1	16803.7
P36029	TPO5_YEAST	TPO5	Polyamine transporter TPO5	3	3	65767.5
P36035	JEN1_YEAST	JEN1	Carboxylic acid transporter protein homolog	2	2	57668
P36036	YRA2_YEAST	YRA2	RNA annealing protein YRA2	5	5	1.42797e+06
P36037	DOA1_YEAST	DOA1	Protein DOA1	18	18	2.27562e+06
P36039	EMC3_YEAST	EMC3	ER membrane protein complex subunit 3	1	1	7572.59
P36040	POC2_YEAST	ADD66	Proteasome assembly chaperone 2	4	4	301241
P36041	EAP1_YEAST	EAP1	Protein EAP1	11	11	1.15116e+06
P36046	MIA40_YEAST	MIA40	Mitochondrial intermembrane space import and assembly protein 40	9	9	427302
P36047	SDS22_YEAST	SDS22	Protein phosphatase 1 regulatory subunit SDS22	9	9	2.99913e+06
P36048	SN114_YEAST	SNU114	Pre-mRNA-splicing factor SNU114	12	12	354876
P36049	EBP2_YEAST	EBP2	rRNA-processing protein EBP2	10	10	405402
P36051	MCD4_YEAST	MCD4	GPI ethanolamine phosphate transferase 1	6	6	483061
P36053	ELF1_YEAST	ELF1	Transcription elongation factor 1	4	4	945340
P36054	RCN1_YEAST	RCN1	Calcipressin-like protein	5	5	430059
P36057	SRPB_YEAST	SRP102	Signal recognition particle receptor subunit beta	1	1	97712.2
P36059	NNRD_YEAST	NNR2	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	9	9	4.4955e+06
P36060	MCR1_YEAST	MCR1	NADH-cytochrome b5 reductase 2	11	11	4.02479e+06
P36062	AVT3_YEAST	AVT3	Vacuolar amino acid transporter 3	3	3	98064
P36068	SHE2_YEAST	SHE2	SWI5-dependent HO expression protein 2	2	2	333276
P36069	PMU1_YEAST	PMU1	Probable phosphoglycerate mutase PMU1	6	6	270103
P36076	CAB3_YEAST	CAB3	Coenzyme A biosynthesis protein 3	8	8	925064
P36080	RRP14_YEAST	RRP14	Ribosomal RNA-processing protein 14	3	3	751506
P36081	PSG1_YEAST	PSG1	PMA1 stabilization in the Golgi protein 1	7	7	1.3128e+06
P36084	MUD2_YEAST	MUD2	Splicing factor MUD2	3	3	213325
P36088	FRMSR_YEAST	YKL069W	Free methionine-R-sulfoxide reductase	2	2	269649
P36090	ANR2_YEAST	ANR2	Uncharacterized protein ANR2	3	3	146534
P36091	DCW1_YEAST	DCW1	Mannan endo-1,6-alpha-mannosidase DCW1	3	3	336948
P36094	SPC42_YEAST	SPC42	Spindle pole body component SPC42	2	2	467276
P36095	VPS24_YEAST	VPS24	Vacuolar protein-sorting-associated protein 24	3	3	256810
P36100	T2EA_YEAST	TFA1	Transcription initiation factor IIE subunit alpha	6	6	1.53854e+06
P36101	TCD2_YEAST	TCD2	tRNA threonylcarbamoyladenosine dehydratase 2	8	8	280654
P36102	PAN3_YEAST	PAN3	PAN2-PAN3 deadenylation complex subunit PAN3	4	4	1.50835e+06
P36103	YKC3_YEAST	YKL023W	Uncharacterized protein YKL023W	2	2	5544.81
P36104	SWD2_YEAST	SWD2	COMPASS component SWD2	5	5	412080
P36105	RL14A_YEAST	RPL14A	Large ribosomal subunit protein eL14A	5	1	3.00535e+07
P36107	AUR1_YEAST	AUR1	Inositol phosphorylceramide synthase catalytic subunit AUR1	1	1	8593.18
P36108	DID4_YEAST	DID4	DOA4-independent degradation protein 4	4	4	2.65385e+06
P36112	MIC60_YEAST	MIC60	MICOS complex subunit MIC60	9	9	2.70814e+06
P36114	YKR18_YEAST	YKR018C	IML2-like protein YKR018C	15	15	2.39344e+06
P36115	IRS4_YEAST	IRS4	Increased rDNA silencing protein 4	2	2	2151.46
P36116	VPS51_YEAST	VPS51	Vacuolar protein sorting-associated protein 51	2	2	1954.28
P36117	ALY1_YEAST	ALY1	Arrestin-related trafficking adapter 6	3	3	4333.93
P36119	RQT4_YEAST	RQT4	RQC trigger complex subunit RQT4	5	5	153129
P36120	DBP7_YEAST	DBP7	ATP-dependent RNA helicase DBP7	2	2	30890.6
P36121	RPC5_YEAST	RPC37	DNA-directed RNA polymerase III subunit RPC5	5	5	498828
P36122	BCH2_YEAST	BCH2	Protein BCH2	1	1	61175.9
P36123	SA190_YEAST	SAP190	SIT4-associating protein SAP190	11	11	964754
P36124	SET3_YEAST	SET3	SET domain-containing protein 3	6	6	677772
P36126	SPO14_YEAST	SPO14	Phospholipase D1	3	3	611802
P36130	CAF4_YEAST	CAF4	CCR4-associated factor 4	2	2	81888.3
P36131	SPC34_YEAST	SPC34	DASH complex subunit SPC34	3	3	778824
P36132	KAE1_YEAST	KAE1	tRNA N6-adenosine threonylcarbamoyltransferase	8	8	693353
P36135	UTH1_YEAST	UTH1	Probable secreted beta-glucosidase UTH1	3	3	212236
P36136	SHB17_YEAST	SHB17	Sedoheptulose 1,7-bisphosphatase	6	6	1.52339e+06
P36139	PET10_YEAST	PET10	Protein PET10	13	13	7.24768e+06
P36141	FMP46_YEAST	FMP46	Putative redox protein FMP46, mitochondrial	5	5	645452
P36143	GLG1_YEAST	GLG1	Glycogenin-1	1	1	1069.91
P36144	RL1D1_YEAST	UTP30	Ribosome biogenesis protein UTP30	2	2	57249
P36145	T2EB_YEAST	TFA2	Transcription initiation factor IIE subunit beta	7	7	347267
P36147	PAM17_YEAST	PAM17	Presequence translocated-associated motor subunit PAM17, mitochondrial	2	2	965663
P36148	GPT2_YEAST	GPT2	Glycerol-3-phosphate O-acyltransferase 2	13	13	2.59367e+06
P36151	YK50_YEAST	YKR070W	Mitochondrial hydrolase YKR070W	5	5	2.14969e+06
P36152	DRE2_YEAST	DRE2	Fe-S cluster assembly protein DRE2	7	7	446257
P36154	AIM29_YEAST	AIM29	Altered inheritance rate of mitochondria protein 29	4	4	5.68453e+06
P36156	GTO2_YEAST	ECM4	Glutathione S-transferase omega-like 2	7	7	1.11256e+06
P36159	RNZ_YEAST	TRZ1	Ribonuclease Z	3	3	2.4047e+06
P36160	RPF2_YEAST	RPF2	Ribosome biogenesis protein RPF2	3	3	3.04459e+06
P36161	NU133_YEAST	NUP133	Nucleoporin NUP133	20	20	7.27583e+06
P36162	DAD2_YEAST	DAD2	DASH complex subunit DAD2	2	2	178635
P36164	TVP38_YEAST	TVP38	Golgi apparatus membrane protein TVP38	2	2	495464
P36165	TGL4_YEAST	TGL4	Triacylglycerol lipase 4	8	8	116750
P36166	PXL1_YEAST	PXL1	Paxillin-like protein 1	5	5	56216.9
P36169	SKG1_YEAST	SKG1	Suppressor of lethality of KEX2 GAS1 double null mutant protein 1	3	3	397408
P36224	JNM1_YEAST	JNM1	Nuclear migration protein JNM1	1	1	4252.39
P36404	ARL2_HUMAN	ARL2	ADP-ribosylation factor-like protein 2	5	5	628602
P36405	ARL3_HUMAN	ARL3	ADP-ribosylation factor-like protein 3	7	7	2.80902e+06
P36421	SYYC_YEAST	TYS1	Tyrosine--tRNA ligase, cytoplasmic	12	12	5.08423e+06
P36507	MP2K2_HUMAN	MAP2K2	Dual specificity mitogen-activated protein kinase kinase 2	12	8	2.64076e+06
P36516	RM03_YEAST	MRPL3	Large ribosomal subunit protein mL44	4	4	657424
P36517	RM04_YEAST	MRPL4	Large ribosomal subunit protein uL29m	2	2	342593
P36523	RM15_YEAST	MRPL15	Large ribosomal subunit protein mL57	4	4	468960
P36527	RM28_YEAST	MRPL28	Large ribosomal subunit protein mL40	3	3	873100
P36528	RM17_YEAST	MRPL17	Large ribosomal subunit protein mL46	2	2	5538.05
P36534	RM40_YEAST	MRPL40	Large ribosomal subunit protein uL24m	1	1	3635.15
P36542	ATPG_HUMAN	ATP5F1C	ATP synthase subunit gamma, mitochondrial	8	8	4.8273e+06
P36543	VATE1_HUMAN	ATP6V1E1	V-type proton ATPase subunit E 1	7	3	8.81954e+06
P36551	HEM6_HUMAN	CPOX	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial	8	8	1.14881e+06
P36578	RL4_HUMAN	RPL4	60S ribosomal protein L4	14	13	3.19657e+07
P36639	8ODP_HUMAN	NUDT1	7,8-dihydro-8-oxoguanine triphosphatase	3	3	108384
P36659	CBPA_ECOLI	cbpA	Curved DNA-binding protein	3	3	997671
P36683	ACNB_ECOLI	acnB	Aconitate hydratase B	18	18	2.96775e+06
P36775	LONM_YEAST	PIM1	Lon protease homolog, mitochondrial	25	24	8.67122e+06
P36776	LONM_HUMAN	LONP1	Lon protease homolog, mitochondrial	21	21	9.28733e+06
P36871	PGM1_HUMAN	PGM1	Phosphoglucomutase-1	21	21	1.10612e+07
P36873	PP1G_HUMAN	PPP1CC	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	3	3	845006
