Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57366.raw
P04825	AMPN_ECOLI	pepN	Aminopeptidase N	6	6	736879
P04840	VDAC1_YEAST	POR1	Mitochondrial outer membrane protein porin 1	16	16	4.16343e+07
P04843	RPN1_HUMAN	RPN1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	25	25	3.64095e+06
P04844	RPN2_HUMAN	RPN2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	8	8	2.79143e+06
P04899	GNAI2_HUMAN	GNAI2	Guanine nucleotide-binding protein G(i) subunit alpha-2	11	7	2.79524e+06
P04911;P04912	H2A1_YEAST;H2A2_YEAST	HTA1;HTA2	Histone H2A.1	3	0	2.68116e+07
P04920	B3A2_HUMAN	SLC4A2	Anion exchange protein 2	3	2	65416.1
P05023	AT1A1_HUMAN	ATP1A1	Sodium/potassium-transporting ATPase subunit alpha-1	32	19	5.81025e+06
P05026	AT1B1_HUMAN	ATP1B1	Sodium/potassium-transporting ATPase subunit beta-1	6	6	1.02482e+06
P05030	PMA1_YEAST	PMA1	Plasma membrane ATPase 1	24	8	8.60381e+07
P05055	PNP_ECOLI	pnp	Polyribonucleotide nucleotidyltransferase	7	7	8.11458e+06
P05062	ALDOB_HUMAN	ALDOB	Fructose-bisphosphate aldolase B	2	2	3082.3
P05066	PHR_YEAST	PHR1	Deoxyribodipyrimidine photo-lyase, mitochondrial	4	4	592218
P05067	A4_HUMAN	APP	Amyloid-beta precursor protein	8	8	6.68911e+06
P05091	ALDH2_HUMAN	ALDH2	Aldehyde dehydrogenase, mitochondrial	7	7	231554
P05114	HMGN1_HUMAN	HMGN1	Non-histone chromosomal protein HMG-14	4	4	2.32771e+06
P05120	PAI2_HUMAN	SERPINB2	Plasminogen activator inhibitor 2	2	2	460397
P05141	ADT2_HUMAN	SLC25A5	ADP/ATP translocase 2	4	4	1.7581e+07
P05155	IC1_HUMAN	SERPING1	Plasma protease C1 inhibitor	1	1	603808
P05161	ISG15_HUMAN	ISG15	Ubiquitin-like protein ISG15	8	8	6.28419e+06
P05165	PCCA_HUMAN	PCCA	Propionyl-CoA carboxylase alpha chain, mitochondrial	3	3	120692
P05166	PCCB_HUMAN	PCCB	Propionyl-CoA carboxylase beta chain, mitochondrial	5	5	58098.1
P05198	IF2A_HUMAN	EIF2S1	Eukaryotic translation initiation factor 2 subunit 1	18	17	5.88493e+06
P05204	HMGN2_HUMAN	HMGN2	Non-histone chromosomal protein HMG-17	2	1	3.76092e+06
P05317	RLA0_YEAST	RPP0	Large ribosomal subunit protein uL10	11	10	4.67203e+07
P05318	RLA1_YEAST	RPP1A	Large ribosomal subunit protein P1A	1	1	4.53325e+07
P05319	RLA2_YEAST	RPP2A	Large ribosomal subunit protein P2A	4	4	7.61789e+07
P05362	ICAM1_HUMAN	ICAM1	Intercellular adhesion molecule 1	11	11	1.20508e+06
P05373	HEM2_YEAST	HEM2	Delta-aminolevulinic acid dehydratase	11	11	8.64276e+06
P05374	CHO2_YEAST	CHO2	Phosphatidylethanolamine N-methyltransferase	19	19	2.05728e+06
P05375	PLMT_YEAST	OPI3	Phosphatidyl-N-methylethanolamine N-methyltransferase	2	2	1.17558e+06
P05387	RLA2_HUMAN	RPLP2	60S acidic ribosomal protein P2	5	5	3.1495e+07
P05423	RPC4_HUMAN	POLR3D	DNA-directed RNA polymerase III subunit RPC4	2	2	56677.8
P05453	ERF3_YEAST	SUP35	Eukaryotic peptide chain release factor GTP-binding subunit	16	15	4.561e+06
P05455	LA_HUMAN	SSB	Lupus La protein	15	15	3.51602e+06
P05496;P48201;Q06055	AT5G1_HUMAN;AT5G2_HUMAN;AT5G3_HUMAN	ATP5MC1;ATP5MC2;ATP5MC3	ATP synthase F(0) complex subunit C1, mitochondrial	1	0	545617
P05543	THBG_HUMAN	SERPINA7	Thyroxine-binding globulin	4	4	941126
P05546	HEP2_HUMAN	SERPIND1	Heparin cofactor 2	2	2	3.76847e+06
P05556	ITB1_HUMAN	ITGB1	Integrin beta-1	23	23	1.14776e+07
P05626	ATPF_YEAST	ATP4	ATP synthase subunit 4, mitochondrial	7	7	346546
P05694	METE_YEAST	MET6	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	36	36	1.61656e+07
P05737	RL7A_YEAST	RPL7A	Large ribosomal subunit protein uL30A	12	1	8.6088e+07
P05738	RL9A_YEAST	RPL9A	Large ribosomal subunit protein uL6A	8	1	7.30739e+07
P05739	RL6B_YEAST	RPL6B	Large ribosomal subunit protein eL6B	10	5	6.43237e+07
P05740	RL17A_YEAST	RPL17A	Large ribosomal subunit protein uL22A	7	1	5.63584e+07
P05743	RL26A_YEAST	RPL26A	Large ribosomal subunit protein uL24A	8	1	8.59832e+07
P05744	RL33A_YEAST	RPL33A	Large ribosomal subunit protein eL33A	5	1	6.00615e+07
P05745	RL36A_YEAST	RPL36A	Large ribosomal subunit protein eL36A	1	1	8.41524e+06
P05748	RL15A_YEAST	RPL15A	Large ribosomal subunit protein eL15A	8	2	5.64231e+07
P05749	RL22A_YEAST	RPL22A	Large ribosomal subunit protein eL22A	3	2	2.08461e+07
P05750	RS3_YEAST	RPS3	Small ribosomal subunit protein uS3	17	17	8.42136e+07
P05755	RS9B_YEAST	RPS9B	Small ribosomal subunit protein uS4B	1	1	4.21652e+06
P05756	RS13_YEAST	RPS13	Small ribosomal subunit protein uS15	9	9	6.79462e+07
P05759	RS31_YEAST	RPS31	Ubiquitin-ribosomal protein eS31 fusion protein	3	2	2.8789e+07
P05783	K1C18_HUMAN	KRT18	Keratin, type I cytoskeletal 18	26	23	7.47785e+07
P05787	K2C8_HUMAN	KRT8	Keratin, type II cytoskeletal 8	30	24	9.11767e+07
P05986	KAPC_YEAST	TPK3	cAMP-dependent protein kinase type 3	5	5	82993.4
P06100	NOT2_YEAST	CDC36	General negative regulator of transcription subunit 2	4	3	1.54279e+06
P06101	CDC37_YEAST	CDC37	Hsp90 co-chaperone Cdc37	16	16	2.66147e+06
P06102	NOT3_YEAST	NOT3	General negative regulator of transcription subunit 3	20	20	1.51861e+06
P06103	EIF3B_YEAST	PRT1	Eukaryotic translation initiation factor 3 subunit B	28	28	3.51046e+06
P06104	UBC2_YEAST	RAD6	Ubiquitin-conjugating enzyme E2 2	1	1	610391
P06105	SC160_YEAST	SCP160	Protein SCP160	58	58	1.08055e+07
P06115	CATT_YEAST	CTT1	Catalase T	8	8	385536
P06132	DCUP_HUMAN	UROD	Uroporphyrinogen decarboxylase	5	5	150439
P06168	ILV5_YEAST	ILV5	Ketol-acid reductoisomerase, mitochondrial	14	14	3.00959e+07
P06169	PDC1_YEAST	PDC1	Pyruvate decarboxylase isozyme 1	23	15	7.89693e+08
P06174	HEM4_YEAST	HEM4	Uroporphyrinogen-III synthase	5	5	673876
P06182	CCHL_YEAST	CYC3	Holocytochrome-c synthase	7	7	2.81299e+06
P06197	PIS_YEAST	PIS1	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	4	4	3.06329e+06
P06208	LEU1_YEAST	LEU4	2-isopropylmalate synthase	22	11	5.32396e+06
P06242	KIN28_YEAST	KIN28	Serine/threonine-protein kinase KIN28	4	4	1.76305e+06
P06244	KAPA_YEAST	TPK1	cAMP-dependent protein kinase type 1	2	2	243784
P06245	KAPB_YEAST	TPK2	cAMP-dependent protein kinase type 2	6	4	1.234e+06
P06280	AGAL_HUMAN	GLA	Alpha-galactosidase A	7	7	438619
P06396	GELS_HUMAN	GSN	Gelsolin	21	21	4.5186e+06
P06454	PTMA_HUMAN	PTMA	Prothymosin alpha	4	4	1.05347e+07
P06493	CDK1_HUMAN	CDK1	Cyclin-dependent kinase 1	14	13	1.5972e+06
P06576	ATPB_HUMAN	ATP5F1B	ATP synthase subunit beta, mitochondrial	11	11	2.55237e+07
P06610	BTUE_ECOLI	btuE	Thioredoxin/glutathione peroxidase BtuE	2	2	440562
P06634	DED1_YEAST	DED1	ATP-dependent RNA helicase DED1	20	15	9.9959e+06
P06700	SIR2_YEAST	SIR2	NAD-dependent histone deacetylase SIR2	3	3	500382
P06701	SIR3_YEAST	SIR3	Regulatory protein SIR3	6	6	3.44114e+06
P06703	S10A6_HUMAN	S100A6	Protein S100-A6	3	3	1.35846e+08
P06704	CDC31_YEAST	CDC31	Cell division control protein 31	6	6	738347
P06730	IF4E_HUMAN	EIF4E	Eukaryotic translation initiation factor 4E	5	5	6.24655e+06
P06733	ENOA_HUMAN	ENO1	Alpha-enolase	17	16	9.50201e+07
P06737	PYGL_HUMAN	PYGL	Glycogen phosphorylase, liver form	26	21	1.4307e+06
P06738	PHSG_YEAST	GPH1	Glycogen phosphorylase	33	33	9.57769e+06
P06744	G6PI_HUMAN	GPI	Glucose-6-phosphate isomerase	18	15	1.03928e+07
P06746	DPOLB_HUMAN	POLB	DNA polymerase beta	1	1	2500.44
P06748	NPM_HUMAN	NPM1	Nucleophosmin	6	6	6.66162e+07
P06753	TPM3_HUMAN	TPM3	Tropomyosin alpha-3 chain	3	3	5.42109e+06
P06756	ITAV_HUMAN	ITGAV	Integrin alpha-V	19	19	2.52046e+06
P06773	DCTD_YEAST	DCD1	Deoxycytidylate deaminase	3	3	667739
P06774	HAP2_YEAST	HAP2	Transcriptional activator HAP2	1	1	4301.92
P06776	PDE2_YEAST	PDE2	3',5'-cyclic-nucleotide phosphodiesterase 2	4	4	1.91552e+06
P06778	RAD52_YEAST	RAD52	DNA repair and recombination protein RAD52	7	7	1.42857e+06
P06779	RAD7_YEAST	RAD7	DNA repair protein RAD7	3	3	786167
P06780	RHO1_YEAST	RHO1	GTP-binding protein RHO1	6	4	1.9594e+07
P06781	RHO2_YEAST	RHO2	GTP-binding protein RHO2	3	3	666878
P06782	SNF1_YEAST	SNF1	Carbon catabolite-derepressing protein kinase	16	16	1.06826e+06
P06785	TYSY_YEAST	CDC21	Thymidylate synthase	9	9	1.43562e+06
P06786	TOP2_YEAST	TOP2	DNA topoisomerase 2	30	30	3.25208e+06
P06787	CALM_YEAST	CMD1	Calmodulin	7	7	1.188e+07
P06839	RAD3_YEAST	RAD3	General transcription and DNA repair factor IIH helicase subunit XPD	4	4	109940
P06843	SPT2_YEAST	SPT2	Protein SPT2	6	6	469927
P06844	SPT3_YEAST	SPT3	Protein SPT3	3	3	251334
P06865	HEXA_HUMAN	HEXA	Beta-hexosaminidase subunit alpha	13	13	995137
P06959	ODP2_ECOLI	aceF	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	7	7	781024
P07003	POXB_ECOLI	poxB	Pyruvate dehydrogenase [ubiquinone]	4	4	4.48119e+06
P07014	SDHB_ECOLI	sdhB	Succinate dehydrogenase iron-sulfur subunit	2	2	59905.8
P07093	GDN_HUMAN	SERPINE2	Glia-derived nexin	5	5	425190
P07099	HYEP_HUMAN	EPHX1	Epoxide hydrolase 1	10	10	1.5413e+06
P07108	ACBP_HUMAN	DBI	Acyl-CoA-binding protein	3	3	3.39159e+06
P07118	SYV_ECOLI	valS	Valine--tRNA ligase	3	3	5222.26
P07143	CY1_YEAST	CYT1	Cytochrome c1, heme protein, mitochondrial	6	6	1.20638e+06
P07149	FAS1_YEAST	FAS1	Fatty acid synthase subunit beta	69	69	1.23538e+07
P07170	KAD2_YEAST	ADK1	Adenylate kinase	12	12	2.456e+07
P07172	HIS8_YEAST	HIS5	Histidinol-phosphate aminotransferase	13	13	7.37088e+06
P07195	LDHB_HUMAN	LDHB	L-lactate dehydrogenase B chain	11	11	4.63002e+07
P07199	CENPB_HUMAN	CENPB	Major centromere autoantigen B	4	4	72445.9
P07203	GPX1_HUMAN	GPX1	Glutathione peroxidase 1	12	12	4.85876e+06
P07213	TOM70_YEAST	TOM70	Mitochondrial import receptor subunit TOM70	23	23	3.7375e+06
P07236	SYTM_YEAST	MST1	Threonine--tRNA ligase, mitochondrial	3	3	3.27987e+06
P07237	PDIA1_HUMAN	P4HB	Protein disulfide-isomerase	26	25	1.14803e+07
P07244	PUR2_YEAST	ADE57	Bifunctional purine biosynthetic protein ADE5,7	31	31	7.27886e+07
P07245	C1TC_YEAST	ADE3	C-1-tetrahydrofolate synthase, cytoplasmic	41	38	4.23761e+07
P07246	ADH3_YEAST	ADH3	Alcohol dehydrogenase 3, mitochondrial	15	13	4.02045e+08
P07248	ADR1_YEAST	ADR1	Regulatory protein ADR1	25	25	1.21863e+07
P07250	IPMK_YEAST	ARG82	Inositol polyphosphate multikinase	2	2	61596.9
P07251	ATPA_YEAST	ATP1	ATP synthase subunit alpha, mitochondrial	23	18	1.43519e+07
P07253	CBP6_YEAST	CBP6	Cytochrome B pre-mRNA-processing protein 6	5	5	784514
P07255	COX9_YEAST	COX9	Cytochrome c oxidase subunit 9, mitochondrial	2	2	96994.3
P07256	QCR1_YEAST	COR1	Cytochrome b-c1 complex subunit 1, mitochondrial	16	16	3.40533e+06
P07257	QCR2_YEAST	QCR2	Cytochrome b-c1 complex subunit 2, mitochondrial	15	15	4.08661e+06
P07258	CARA_YEAST	CPA1	Carbamoyl phosphate synthase arginine-specific small chain	3	3	6035.55
P07259	PYR1_YEAST	URA2	Multifunctional protein URA2	91	88	3.32211e+07
P07260	IF4E_YEAST	CDC33	Eukaryotic translation initiation factor 4E	10	10	8.7249e+06
P07261	GCR1_YEAST	GCR1	Glycolytic genes transcriptional activator GCR1	4	4	89404.6
P07262	DHE4_YEAST	GDH1	NADP-specific glutamate dehydrogenase 1	25	18	1.17175e+07
P07263	SYH_YEAST	HTS1	Histidine--tRNA ligase, mitochondrial	13	13	5.51342e+06
P07264	LEUC_YEAST	LEU1	3-isopropylmalate dehydratase	22	22	4.31027e+07
P07266	MRS1_YEAST	MRS1	Mitochondrial RNA-splicing protein MRS1	2	2	8628.16
P07267	CARP_YEAST	PEP4	Saccharopepsin	7	7	2.76844e+07
P07269	PHO2_YEAST	PHO2	Regulatory protein PHO2	2	2	729832
P07270	PHO4_YEAST	PHO4	Phosphate system positive regulatory protein PHO4	2	2	246059
P07273	TFS2_YEAST	DST1	Transcription elongation factor S-II	12	12	1.22058e+06
P07274	PROF_YEAST	PFY1	Profilin	3	3	3.81001e+06
P07275	PUT2_YEAST	PUT2	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	18	18	1.50963e+07
P07276	RAD2_YEAST	RAD2	DNA repair protein RAD2	3	3	98231.1
P07277	ERG12_YEAST	ERG12	Mevalonate kinase	9	9	866119
P07278	KAPR_YEAST	BCY1	cAMP-dependent protein kinase regulatory subunit	19	19	6.0841e+06
P07280;P07281	RS19A_YEAST;RS19B_YEAST	RPS19A;RPS19B	Small ribosomal subunit protein eS19A	7	0	9.80861e+07
P07283	PMM_YEAST	SEC53	Phosphomannomutase	11	11	7.68298e+06
P07284	SYSC_YEAST	SES1	Serine--tRNA ligase, cytoplasmic	21	21	1.29531e+07
P07285	TRPD_YEAST	TRP4	Anthranilate phosphoribosyltransferase	8	8	802996
P07286	GPT_YEAST	ALG7	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase	1	1	21241.4
P07305	H10_HUMAN	H1-0	Histone H1.0	4	4	1.73731e+06
P07311	ACYP1_HUMAN	ACYP1	Acylphosphatase-1	4	4	507849
P07339	CATD_HUMAN	CTSD	Cathepsin D	12	12	8.7674e+06
P07342	ILVB_YEAST	ILV2	Acetolactate synthase catalytic subunit, mitochondrial	18	18	4.57037e+06
P07347	ARD1_YEAST	ARD1	N-terminal acetyltransferase A complex catalytic subunit ARD1	5	5	8.9427e+06
P07355	ANXA2_HUMAN	ANXA2	Annexin A2	18	5	5.07678e+07
P07358	CO8B_HUMAN	C8B	Complement component C8 beta chain	2	2	1.05185e+06
P07384	CAN1_HUMAN	CAPN1	Calpain-1 catalytic subunit	25	25	7.15698e+06
P07395	SYFB_ECOLI	pheT	Phenylalanine--tRNA ligase beta subunit	12	12	2.45478e+06
P07437	TBB5_HUMAN	TUBB	Tubulin beta chain	13	3	2.81381e+07
P07560	SEC4_YEAST	SEC4	Ras-related protein SEC4	7	6	3.62976e+06
P07602	SAP_HUMAN	PSAP	Prosaposin	11	11	1.15911e+07
P07686	HEXB_HUMAN	HEXB	Beta-hexosaminidase subunit beta	12	12	2.24151e+06
P07702	LYS2_YEAST	LYS2	L-2-aminoadipate reductase	46	46	2.25092e+06
P07703	RPAC1_YEAST	RPC40	DNA-directed RNA polymerases I and III subunit RPAC1	11	11	2.70291e+06
P07711	CATL1_HUMAN	CTSL	Cathepsin L1	5	4	648957
P07737	PROF1_HUMAN	PFN1	Profilin-1	8	8	3.58345e+07
P07738	PMGE_HUMAN	BPGM	Bisphosphoglycerate mutase	2	2	447968
P07741	APT_HUMAN	APRT	Adenine phosphoribosyltransferase	5	5	2.77835e+06
P07806	SYV_YEAST	VAS1	Valine--tRNA ligase, mitochondrial	44	44	1.18653e+07
P07807	DYR_YEAST	DFR1	Dihydrofolate reductase	3	3	176631
P07813	SYL_ECOLI	leuS	Leucine--tRNA ligase	3	3	68177.1
P07814	SYEP_HUMAN	EPRS1	Bifunctional glutamate/proline--tRNA ligase	56	55	9.9471e+06
P07858	CATB_HUMAN	CTSB	Cathepsin B	7	7	1.48241e+07
P07866	LTE1_YEAST	LTE1	Guanine nucleotide exchange factor LTE1	2	2	911682
P07884	MOD5_YEAST	MOD5	tRNA dimethylallyltransferase	1	1	133863
P07900	HS90A_HUMAN	HSP90AA1	Heat shock protein HSP 90-alpha	33	17	7.02568e+07
P07902	GALT_HUMAN	GALT	Galactose-1-phosphate uridylyltransferase	1	1	1643.4
P07910	HNRPC_HUMAN	HNRNPC	Heterogeneous nuclear ribonucleoproteins C1/C2	14	6	2.58693e+07
P07913	TDH_ECOLI	tdh	L-threonine 3-dehydrogenase	2	2	1.35407e+06
P07919	QCR6_HUMAN	UQCRH	Cytochrome b-c1 complex subunit 6, mitochondrial	3	2	1.57893e+06
P07942	LAMB1_HUMAN	LAMB1	Laminin subunit beta-1	6	6	144719
P07947	YES_HUMAN	YES1	Tyrosine-protein kinase Yes	6	1	1.08902e+06
P07948	LYN_HUMAN	LYN	Tyrosine-protein kinase Lyn	4	3	1.26659e+06
P07951	TPM2_HUMAN	TPM2	Tropomyosin beta chain	2	2	819654
P07954	FUMH_HUMAN	FH	Fumarate hydratase, mitochondrial	15	15	2.90552e+07
P07991	OAT_YEAST	CAR2	Ornithine aminotransferase	13	12	2.57735e+06
P07992	ERCC1_HUMAN	ERCC1	DNA excision repair protein ERCC-1	3	3	2.34555e+06
P07996	TSP1_HUMAN	THBS1	Thrombospondin-1	24	24	1.72901e+06
P08004	CHS1_YEAST	CHS1	Chitin synthase 1	15	15	8.55436e+06
P08018	PBS2_YEAST	PBS2	MAP kinase kinase PBS2	12	12	1.06145e+06
P08047	SP1_HUMAN	SP1	Transcription factor Sp1	3	3	244354
P08067	UCRI_YEAST	RIP1	Cytochrome b-c1 complex subunit Rieske, mitochondrial	3	3	374642
P08069	IGF1R_HUMAN	IGF1R	Insulin-like growth factor 1 receptor	9	9	880433
P08133	ANXA6_HUMAN	ANXA6	Annexin A6	24	24	1.12657e+06
P08134	RHOC_HUMAN	RHOC	Rho-related GTP-binding protein RhoC	1	1	236123
P08174	DAF_HUMAN	CD55	Complement decay-accelerating factor	15	15	1.27445e+07
P08195	4F2_HUMAN	SLC3A2	4F2 cell-surface antigen heavy chain	18	18	1.19062e+07
P08200	IDH_ECOLI	icd	Isocitrate dehydrogenase [NADP]	8	8	5.71454e+06
P08236	BGLR_HUMAN	GUSB	Beta-glucuronidase	9	9	2.68771e+06
P08237	PFKAM_HUMAN	PFKM	ATP-dependent 6-phosphofructokinase, muscle type	17	15	2.14467e+06
P08238	HS90B_HUMAN	HSP90AB1	Heat shock protein HSP 90-beta	23	12	3.75456e+07
P08240	SRPRA_HUMAN	SRPRA	Signal recognition particle receptor subunit alpha	19	19	2.35616e+06
P08243	ASNS_HUMAN	ASNS	Asparagine synthetase [glutamine-hydrolyzing]	17	17	6.71762e+06
P08312	SYFA_ECOLI	pheS	Phenylalanine--tRNA ligase alpha subunit	3	3	107851
P08397	HEM3_HUMAN	HMBS	Porphobilinogen deaminase	4	4	150544
P08417	FUMH_YEAST	FUM1	Fumarate hydratase, mitochondrial	17	17	2.79115e+06
P08425	SYFM_YEAST	MSF1	Phenylalanine--tRNA ligase, mitochondrial	2	2	94315.3
P08456	PSS_YEAST	CHO1	CDP-diacylglycerol--serine O-phosphatidyltransferase	4	4	2.25139e+06
P08465	MET2_YEAST	MET2	Homoserine O-acetyltransferase	2	2	47647.4
P08466	NUC1_YEAST	NUC1	Mitochondrial nuclease	7	7	1.29222e+06
P08518	RPB2_YEAST	RPB2	DNA-directed RNA polymerase II subunit RPB2	40	36	2.90216e+06
P08524	ERG20_YEAST	ERG20	Farnesyl pyrophosphate synthase	13	12	1.32848e+07
P08536	MET3_YEAST	MET3	Sulfate adenylyltransferase	4	4	376963
P08539	GPA1_YEAST	GPA1	Guanine nucleotide-binding protein alpha-1 subunit	8	8	531473
P08559	ODPA_HUMAN	PDHA1	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial	13	11	6.46593e+06
P08566	ARO1_YEAST	ARO1	Pentafunctional AROM polypeptide	63	63	3.56643e+07
P08572	CO4A2_HUMAN	COL4A2	Collagen alpha-2(IV) chain	2	2	262306
P08574	CY1_HUMAN	CYC1	Cytochrome c1, heme protein, mitochondrial	8	8	2.64004e+06
P08579	RU2B_HUMAN	SNRPB2	U2 small nuclear ribonucleoprotein B''	6	6	1.31319e+06
P08581	MET_HUMAN	MET	Hepatocyte growth factor receptor	11	10	338215
P08603	CFAH_HUMAN	CFH	Complement factor H	12	10	9.55152e+06
P08621	RU17_HUMAN	SNRNP70	U1 small nuclear ribonucleoprotein 70 kDa	11	11	3.64362e+06
P08638	LEUR_YEAST	LEU3	Regulatory protein LEU3	2	2	7955.45
P08648	ITA5_HUMAN	ITGA5	Integrin alpha-5	10	10	910928
P08651	NFIC_HUMAN	NFIC	Nuclear factor 1 C-type	7	6	548477
P08670	VIME_HUMAN	VIM	Vimentin	33	27	9.21303e+07
P08678	CYAA_YEAST	CYR1	Adenylate cyclase	27	27	657613
P08679	CISY2_YEAST	CIT2	Citrate synthase, peroxisomal	16	15	5.5555e+06
P08697	A2AP_HUMAN	SERPINF2	Alpha-2-antiplasmin	1	1	1.14146e+06
P08708	RS17_HUMAN	RPS17	40S ribosomal protein S17	6	5	4.98365e+06
P08727	K1C19_HUMAN	KRT19	Keratin, type I cytoskeletal 19	24	15	6.29692e+07
P08729	K2C7_HUMAN	KRT7	Keratin, type II cytoskeletal 7	21	18	2.95648e+07
P08754	GNAI3_HUMAN	GNAI3	Guanine nucleotide-binding protein G(i) subunit alpha	4	4	1.03969e+06
P08758	ANXA5_HUMAN	ANXA5	Annexin A5	14	14	1.06319e+07
P08779	K1C16_HUMAN	KRT16	Keratin, type I cytoskeletal 16	3	2	207813
P08839	PT1_ECOLI	ptsI	Phosphoenolpyruvate-protein phosphotransferase	5	5	72153.8
P08865	RSSA_HUMAN	RPSA	40S ribosomal protein SA	8	8	1.74646e+07
P08962	CD63_HUMAN	CD63	CD63 antigen	2	2	1.90485e+06
P08964	MYO1_YEAST	MYO1	Myosin-1	13	13	214102
P08997	MASY_ECOLI	aceB	Malate synthase A	3	3	52380.4
P09001	RM03_HUMAN	MRPL3	39S ribosomal protein L3, mitochondrial	7	7	805748
P09012	SNRPA_HUMAN	SNRPA	U1 small nuclear ribonucleoprotein A	8	7	2.32603e+06
P09032	EI2BG_YEAST	GCD1	Translation initiation factor eIF2B subunit gamma	11	11	830369
P09038	FGF2_HUMAN	FGF2	Fibroblast growth factor 2	4	4	1.16729e+06
P09064	IF2B_YEAST	SUI3	Eukaryotic translation initiation factor 2 subunit beta	12	12	3.15609e+06
P09104	ENOG_HUMAN	ENO2	Gamma-enolase	5	5	480509
P09110	THIK_HUMAN	ACAA1	3-ketoacyl-CoA thiolase, peroxisomal	8	8	1.21906e+06
P09132	SRP19_HUMAN	SRP19	Signal recognition particle 19 kDa protein	4	4	82555.2
P09232	PRTB_YEAST	PRB1	Cerevisin	13	13	3.20966e+07
P09234	RU1C_HUMAN	SNRPC	U1 small nuclear ribonucleoprotein C	3	3	3.38019e+06
P09368	PUT1_YEAST	PUT1	Proline dehydrogenase, mitochondrial	3	3	790542
P09372	GRPE_ECOLI	grpE	Protein GrpE	2	2	95031.1
P09373	PFLB_ECOLI	pflB	Formate acetyltransferase 1	13	11	4.85822e+06
P09382	LEG1_HUMAN	LGALS1	Galectin-1	8	8	2.86061e+07
P09394	GLPQ_ECOLI	glpQ	Glycerophosphodiester phosphodiesterase, periplasmic	6	6	2.99914e+06
P09417	DHPR_HUMAN	QDPR	Dihydropteridine reductase	7	7	1.00002e+06
P09429	HMGB1_HUMAN	HMGB1	High mobility group protein B1	5	2	1.83886e+07
P09436	SYIC_YEAST	ILS1	Isoleucine--tRNA ligase, cytoplasmic	44	42	8.28935e+06
P09440	C1TM_YEAST	MIS1	C-1-tetrahydrofolate synthase, mitochondrial	25	24	6.21762e+06
P09457	ATPO_YEAST	ATP5	ATP synthase subunit 5, mitochondrial	10	10	2.44444e+06
P09493	TPM1_HUMAN	TPM1	Tropomyosin alpha-1 chain	4	3	8.19472e+06
P09496	CLCA_HUMAN	CLTA	Clathrin light chain A	8	8	3.62979e+06
P09497	CLCB_HUMAN	CLTB	Clathrin light chain B	6	6	3.05105e+07
P09525	ANXA4_HUMAN	ANXA4	Annexin A4	11	11	2.38601e+06
P09543	CN37_HUMAN	CNP	2',3'-cyclic-nucleotide 3'-phosphodiesterase	16	16	1.05909e+06
P09547	SWI1_YEAST	SWI1	SWI/SNF chromatin-remodeling complex subunit SWI1	7	7	1.7453e+06
P09551	ARGT_ECOLI	argT	Lysine/arginine/ornithine-binding periplasmic protein	3	3	183170
P09620	KEX1_YEAST	KEX1	Pheromone-processing carboxypeptidase KEX1	13	13	1.05753e+06
P09622	DLDH_HUMAN	DLD	Dihydrolipoyl dehydrogenase, mitochondrial	8	8	3.94493e+06
P09624	DLDH_YEAST	LPD1	Dihydrolipoyl dehydrogenase, mitochondrial	22	21	5.78658e+06
P09651	ROA1_HUMAN	HNRNPA1	Heterogeneous nuclear ribonucleoprotein A1	14	6	1.96386e+07
P09661	RU2A_HUMAN	SNRPA1	U2 small nuclear ribonucleoprotein A'	10	10	1.49728e+06
P09669	COX6C_HUMAN	COX6C	Cytochrome c oxidase subunit 6C	4	4	3.07786e+06
P09733	TBA1_YEAST	TUB1	Tubulin alpha-1 chain	7	7	5.75814e+06
P09734	TBA3_YEAST	TUB3	Tubulin alpha-3 chain	14	8	4.41799e+07
P09798	CDC16_YEAST	CDC16	Anaphase-promoting complex subunit CDC16	2	2	3069.24
P09874	PARP1_HUMAN	PARP1	Poly [ADP-ribose] polymerase 1	38	38	1.42468e+07
P09880	TRNL_YEAST	TRL1	tRNA ligase	16	16	1.02411e+06
P09884	DPOLA_HUMAN	POLA1	DNA polymerase alpha catalytic subunit	23	23	749772
P09913	IFIT2_HUMAN	IFIT2	Interferon-induced protein with tetratricopeptide repeats 2	1	1	3928.51
P09914	IFIT1_HUMAN	IFIT1	Interferon-induced protein with tetratricopeptide repeats 1	2	1	1.31089e+06
P09938	RIR2_YEAST	RNR2	Ribonucleoside-diphosphate reductase small chain 1	12	12	2.55155e+07
P09950	HEM1_YEAST	HEM1	5-aminolevulinate synthase, mitochondrial	7	7	519306
P09959	SWI6_YEAST	SWI6	Regulatory protein SWI6	7	7	1.25354e+07
P09960	LKHA4_HUMAN	LTA4H	Leukotriene A-4 hydrolase	26	26	2.67892e+06
