Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57361.raw
P11274	BCR_HUMAN	BCR	Breakpoint cluster region protein	1	1	7336.05
P11279	LAMP1_HUMAN	LAMP1	Lysosome-associated membrane glycoprotein 1	5	5	9.55578e+06
P11310	ACADM_HUMAN	ACADM	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	9	9	2.00773e+07
P11325	SYLM_YEAST	NAM2	Leucine--tRNA ligase, mitochondrial	5	5	560056
P11353	HEM6_YEAST	HEM13	Oxygen-dependent coproporphyrinogen-III oxidase	5	5	3.53826e+06
P11387	TOP1_HUMAN	TOP1	DNA topoisomerase 1	28	23	2.9167e+07
P11388	TOP2A_HUMAN	TOP2A	DNA topoisomerase 2-alpha	45	33	3.28323e+06
P11412	G6PD_YEAST	ZWF1	Glucose-6-phosphate 1-dehydrogenase	26	26	1.0424e+07
P11413	G6PD_HUMAN	G6PD	Glucose-6-phosphate 1-dehydrogenase	25	25	7.59022e+06
P11433	CDC24_YEAST	CDC24	Cell division control protein 24	11	11	200000
P11441	UBL4A_HUMAN	UBL4A	Ubiquitin-like protein 4A	7	7	908653
P11484	SSB1_YEAST	SSB1	Ribosome-associated molecular chaperone SSB1	26	2	8.96448e+07
P11491	PPB_YEAST	PHO8	Repressible alkaline phosphatase	11	11	1.63369e+06
P11498	PYC_HUMAN	PC	Pyruvate carboxylase, mitochondrial	34	33	3.15038e+06
P11532	DMD_HUMAN	DMD	Dystrophin	11	11	1.93046e+06
P11557	DAMX_ECOLI	damX	Cell division protein DamX	2	2	295649
P11586	C1TC_HUMAN	MTHFD1	C-1-tetrahydrofolate synthase, cytoplasmic	40	39	1.146e+07
P11632	NHP6A_YEAST	NHP6A	Non-histone chromosomal protein 6A	2	2	5.03128e+06
P11633	NHP6B_YEAST	NHP6B	Non-histone chromosomal protein 6B	1	1	3.56156e+06
P11655	SEC12_YEAST	SEC12	Guanine nucleotide-exchange factor SEC12	4	4	8.22073e+06
P11709	BIK1_YEAST	BIK1	Nuclear fusion protein BIK1	2	2	4.11091e+06
P11717	MPRI_HUMAN	IGF2R	Cation-independent mannose-6-phosphate receptor	46	46	5.53365e+06
P11745	RNA1_YEAST	RNA1	Ran GTPase-activating protein 1	17	17	3.40088e+06
P11746	MCM1_YEAST	MCM1	Pheromone receptor transcription factor	1	1	399813
P11766	ADHX_HUMAN	ADH5	Alcohol dehydrogenase class-3	11	10	4.58972e+06
P11792	SCH9_YEAST	SCH9	Serine/threonine-protein kinase SCH9	4	4	1.36516e+07
P11802	CDK4_HUMAN	CDK4	Cyclin-dependent kinase 4	8	8	1.28001e+06
P11875	SYR_ECOLI	argS	Arginine--tRNA ligase	4	4	329957
P11908	PRPS2_HUMAN	PRPS2	Ribose-phosphate pyrophosphokinase 2	12	4	7.59289e+06
P11914	MPPA_YEAST	MAS2	Mitochondrial-processing peptidase subunit alpha	11	11	585382
P11938	RAP1_YEAST	RAP1	DNA-binding protein RAP1	14	14	3.5696e+06
P11940	PABP1_HUMAN	PABPC1	Polyadenylate-binding protein 1	20	6	1.31677e+07
P11978	SIR4_YEAST	SIR4	Regulatory protein SIR4	4	4	135677
P11986	INO1_YEAST	INO1	Inositol-3-phosphate synthase	2	2	103032
P12004	PCNA_HUMAN	PCNA	Proliferating cell nuclear antigen	14	14	1.89246e+07
P12081	HARS1_HUMAN	HARS1	Histidine--tRNA ligase, cytoplasmic	18	13	3.17188e+06
P12109	CO6A1_HUMAN	COL6A1	Collagen alpha-1(VI) chain	3	3	571033
P12235	ADT1_HUMAN	SLC25A4	ADP/ATP translocase 1	5	3	4.12572e+06
P12236	ADT3_HUMAN	SLC25A6	ADP/ATP translocase 3	1	1	1.21547e+07
P12259	FA5_HUMAN	F5	Coagulation factor V	9	9	2.01075e+06
P12268	IMDH2_HUMAN	IMPDH2	Inosine-5'-monophosphate dehydrogenase 2	21	20	9.22809e+06
P12270	TPR_HUMAN	TPR	Nucleoprotein TPR	68	68	1.07473e+07
P12277	KCRB_HUMAN	CKB	Creatine kinase B-type	12	11	2.32726e+06
P12281	MOEA_ECOLI	moeA	Molybdopterin molybdenumtransferase	1	1	11146.5
P12383	PDR1_YEAST	PDR1	Transcription factor PDR1	9	9	227213
P12385	ERF1_YEAST	SUP45	Eukaryotic peptide chain release factor subunit 1	21	19	6.46606e+06
P12429	ANXA3_HUMAN	ANXA3	Annexin A3	15	15	6.60713e+06
P12611	WHI2_YEAST	WHI2	Growth regulation protein	8	8	305299
P12612	TCPA_YEAST	TCP1	T-complex protein 1 subunit alpha	18	18	8.43905e+06
P12630	BAR1_YEAST	BAR1	Barrierpepsin	2	2	156340
P12683	HMDH1_YEAST	HMG1	3-hydroxy-3-methylglutaryl-coenzyme A reductase 1	12	10	773022
P12684	HMDH2_YEAST	HMG2	3-hydroxy-3-methylglutaryl-coenzyme A reductase 2	12	12	1.01905e+06
P12686	RT13_YEAST	MRP13	Small ribosomal subunit protein mS27	1	1	438290
P12687	RM02_YEAST	MRP7	Large ribosomal subunit protein bL27m	2	2	68588.7
P12688	YPK1_YEAST	YPK1	Serine/threonine-protein kinase YPK1	14	12	2.14491e+06
P12694	ODBA_HUMAN	BCKDHA	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial	6	6	839057
P12695	ODP2_YEAST	LAT1	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	13	13	1.93e+07
P12709	G6PI_YEAST	PGI1	Glucose-6-phosphate isomerase	20	20	9.4829e+07
P12753	RAD50_YEAST	RAD50	DNA repair protein RAD50	5	5	143477
P12754	EI2BD_YEAST	GCD2	Translation initiation factor eIF2B subunit delta	7	7	1.3743e+06
P12758	UDP_ECOLI	udp	Uridine phosphorylase	8	8	1.31293e+06
P12814	ACTN1_HUMAN	ACTN1	Alpha-actinin-1	27	23	1.59662e+07
P12868	PEP5_YEAST	PEP5	E3 ubiquitin-protein ligase PEP5	5	5	5.44421e+06
P12887	UNG_YEAST	UNG1	Uracil-DNA glycosylase	4	4	1.9171e+06
P12904	AAKG_YEAST	SNF4	5'-AMP-activated protein kinase subunit gamma	10	10	1.1862e+06
P12945	NAT1_YEAST	NAT1	N-terminal acetyltransferase A complex subunit NAT1	27	27	2.01917e+06
P12955	PEPD_HUMAN	PEPD	Xaa-Pro dipeptidase	10	10	1.51024e+07
P12956	XRCC6_HUMAN	XRCC6	X-ray repair cross-complementing protein 6	27	27	1.62451e+07
P12962	CAF20_YEAST	CAF20	Cap-associated protein CAF20	2	2	4.53445e+06
P12994	YBHB_ECOLI	ybhB	UPF0098 protein YbhB	2	2	128627
P13009	METH_ECOLI	metH	Methionine synthase	3	3	91151.3
P13010	XRCC5_HUMAN	XRCC5	X-ray repair cross-complementing protein 5	24	24	1.8165e+07
P13016	AMPD_ECOLI	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	1	1	5793.62
P13024	FDHE_ECOLI	fdhE	Protein FdhE	2	2	12872.5
P13029	KATG_ECOLI	katG	Catalase-peroxidase	10	10	1.46682e+06
P13033	GLPB_ECOLI	glpB	Anaerobic glycerol-3-phosphate dehydrogenase subunit B	1	1	28913.5
P13035	GLPD_ECOLI	glpD	Aerobic glycerol-3-phosphate dehydrogenase	3	3	1.80992e+06
P13051	UNG_HUMAN	UNG	Uracil-DNA glycosylase	5	5	119880
P13073	COX41_HUMAN	COX4I1	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	6	6	1.48238e+07
P13130	SS100_YEAST	SPS100	Sporulation-specific wall maturation protein	1	1	119006
P13181	GAL2_YEAST	GAL2	Galactose transporter	1	1	10662
P13185	KIN1_YEAST	KIN1	Serine/threonine protein kinase KIN1	19	18	741466
P13186	KIN2_YEAST	KIN2	Serine/threonine-protein kinase KIN2	14	14	768467
P13188	SYQ_YEAST	GLN4	Glutamine--tRNA ligase	32	32	5.00726e+06
P13259	PCY1_YEAST	PCT1	Choline-phosphate cytidylyltransferase	7	7	1.31901e+06
P13284	GILT_HUMAN	IFI30	Gamma-interferon-inducible lysosomal thiol reductase	2	2	1.80606e+06
P13298	PYRE_YEAST	URA5	Orotate phosphoribosyltransferase 1	11	9	3.75043e+06
P13382	DPOLA_YEAST	POL1	DNA polymerase alpha catalytic subunit A	14	14	8.45012e+06
P13393	TBP_YEAST	SPT15	TATA-box-binding protein	4	3	183810
P13433	RPOM_YEAST	RPO41	DNA-directed RNA polymerase, mitochondrial	3	3	104992
P13473	LAMP2_HUMAN	LAMP2	Lysosome-associated membrane glycoprotein 2	3	3	7.45061e+06
P13482	TREA_ECOLI	treA	Periplasmic trehalase	7	7	520974
P13489	RINI_HUMAN	RNH1	Ribonuclease inhibitor	14	14	5.10796e+06
P13498	CY24A_HUMAN	CYBA	Cytochrome b-245 light chain	1	1	18800
P13517	CAPZB_YEAST	CAP2	F-actin-capping protein subunit beta	10	10	2.31662e+06
P13574	STE12_YEAST	STE12	Protein STE12	2	2	154306
P13586	ATC1_YEAST	PMR1	Calcium-transporting ATPase 1	21	21	4.78335e+06
P13587	ATN1_YEAST	ENA1	Sodium/potassium exporting P-type ATPase 1	27	2	8.28348e+06
P13639	EF2_HUMAN	EEF2	Elongation factor 2	36	35	5.74626e+07
P13645	K1C10_HUMAN	KRT10	Keratin, type I cytoskeletal 10	19	15	6.35442e+06
P13663	DHAS_YEAST	HOM2	Aspartate-semialdehyde dehydrogenase	16	16	1.17042e+07
P13667	PDIA4_HUMAN	PDIA4	Protein disulfide-isomerase A4	35	35	1.20306e+07
P13674	P4HA1_HUMAN	P4HA1	Prolyl 4-hydroxylase subunit alpha-1	9	9	1.29036e+06
P13693	TCTP_HUMAN	TPT1	Translationally-controlled tumor protein	6	6	1.00772e+07
P13712	MSI1_YEAST	MSI1	Chromatin assembly factor 1 subunit p50	1	1	86399.3
P13716	HEM2_HUMAN	ALAD	Delta-aminolevulinic acid dehydratase	5	5	865253
P13747	HLAE_HUMAN	HLA-E	HLA class I histocompatibility antigen, alpha chain E	1	1	1615.26
P13797	PLST_HUMAN	PLS3	Plastin-3	29	21	1.26502e+07
P13798	ACPH_HUMAN	APEH	Acylamino-acid-releasing enzyme	15	15	3.40592e+06
P13804	ETFA_HUMAN	ETFA	Electron transfer flavoprotein subunit alpha, mitochondrial	13	13	1.13233e+07
P13807	GYS1_HUMAN	GYS1	Glycogen [starch] synthase, muscle	11	10	566319
P13856	RSR1_YEAST	RSR1	Ras-related protein RSR1	4	4	529296
P13861	KAP2_HUMAN	PRKAR2A	cAMP-dependent protein kinase type II-alpha regulatory subunit	15	13	2.19412e+06
P13929	ENOB_HUMAN	ENO3	Beta-enolase	8	7	1.45453e+07
P13984	T2FB_HUMAN	GTF2F2	General transcription factor IIF subunit 2	5	5	947745
P13987	CD59_HUMAN	CD59	CD59 glycoprotein	5	5	2.35736e+07
P13995	MTDC_HUMAN	MTHFD2	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial	7	7	1.33966e+08
P14020	DPM1_YEAST	DPM1	Dolichol-phosphate mannosyltransferase	13	13	1.05264e+07
P14065	GCY1_YEAST	GCY1	Glycerol 2-dehydrogenase (NADP(+))	9	9	6.94503e+06
P14120	RL30_YEAST	RPL30	Large ribosomal subunit protein eL30	4	4	2.76085e+07
P14126	RL3_YEAST	RPL3	Large ribosomal subunit protein uL3	19	19	5.56541e+07
P14164	ABF1_YEAST	ABF1	ARS-binding factor 1	10	10	366213
P14174	MIF_HUMAN	MIF	Macrophage migration inhibitory factor	3	3	8.75913e+07
P14209	CD99_HUMAN	CD99	CD99 antigen	2	2	1.48067e+06
P14306	CPYI_YEAST	TFS1	Carboxypeptidase Y inhibitor	6	6	2.82785e+06
P14314	GLU2B_HUMAN	PRKCSH	Glucosidase 2 subunit beta	18	18	1.94473e+07
P14324	FPPS_HUMAN	FDPS	Farnesyl pyrophosphate synthase	7	7	8.20472e+06
P14359	SNA3_YEAST	SNA3	Protein SNA3	1	1	707084
P14373	TRI27_HUMAN	TRIM27	Zinc finger protein RFP	7	7	465498
P14384	CBPM_HUMAN	CPM	Carboxypeptidase M	9	9	1.00992e+06
P14406	CX7A2_HUMAN	COX7A2	Cytochrome c oxidase subunit 7A2, mitochondrial	2	2	7.14069e+06
P14540	ALF_YEAST	FBA1	Fructose-bisphosphate aldolase	16	16	3.74745e+08
P14550	AK1A1_HUMAN	AKR1A1	Aldo-keto reductase family 1 member A1	12	12	1.29689e+07
P14618	KPYM_HUMAN	PKM	Pyruvate kinase PKM	33	32	2.0633e+08
P14621	ACYP2_HUMAN	ACYP2	Acylphosphatase-2	1	1	10869.3
P14625	ENPL_HUMAN	HSP90B1	Endoplasmin	34	26	1.69301e+08
P14635	CCNB1_HUMAN	CCNB1	G2/mitotic-specific cyclin-B1	5	5	7.54687e+06
P14649	MYL6B_HUMAN	MYL6B	Myosin light chain 6B	4	4	397230
P14678;P63162	RSMB_HUMAN;RSMN_HUMAN	SNRPB;SNRPN	Small nuclear ribonucleoprotein-associated proteins B and B'	6	0	1.18994e+07
P14680	YAK1_YEAST	YAK1	Dual specificity protein kinase YAK1	7	7	839973
P14681	KSS1_YEAST	KSS1	Mitogen-activated protein kinase KSS1	1	1	6267.98
P14682	UBC3_YEAST	CDC34	Ubiquitin-conjugating enzyme E2-34 kDa	5	5	224677
P14693	SAM35_YEAST	SAM35	Sorting assembly machinery 35 kDa subunit	4	4	280567
P14735	IDE_HUMAN	IDE	Insulin-degrading enzyme	24	24	3.27594e+06
P14737	RAD9_YEAST	RAD9	DNA repair protein RAD9	2	2	283147
P14741	EI2BA_YEAST	GCN3	Translation initiation factor eIF2B subunit alpha	3	3	1.16007e+08
P14742	GFA1_YEAST	GFA1	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	21	21	7.03338e+06
P14743	NMT_YEAST	NMT1	Glycylpeptide N-tetradecanoyltransferase	9	9	1.09886e+06
P14747	PP2B2_YEAST	CMP2	Serine/threonine-protein phosphatase 2B catalytic subunit A2	14	12	971714
P14772	BPT1_YEAST	BPT1	Bile pigment transporter 1	8	8	1.05378e+06
P14832	CYPH_YEAST	CPR1	Peptidyl-prolyl cis-trans isomerase	6	6	1.51279e+08
P14843	AROF_YEAST	ARO3	Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited	16	14	6.16311e+06
P14854	CX6B1_HUMAN	COX6B1	Cytochrome c oxidase subunit 6B1	5	5	3.32051e+06
P14859	PO2F1_HUMAN	POU2F1	POU domain, class 2, transcription factor 1	6	3	101156
P14866	HNRPL_HUMAN	HNRNPL	Heterogeneous nuclear ribonucleoprotein L	19	18	1.37018e+07
P14868	SYDC_HUMAN	DARS1	Aspartate--tRNA ligase, cytoplasmic	30	28	1.68151e+07
P14904	AMPL_YEAST	APE1	Vacuolar aminopeptidase 1	13	13	2.47255e+06
P14906	SEC63_YEAST	SEC63	Protein translocation protein SEC63	16	16	2.20482e+06
P14907	NSP1_YEAST	NSP1	Nucleoporin NSP1	25	25	8.07175e+06
P14908	MTF1_YEAST	MTF1	Mitochondrial transcription factor 1	2	2	96488.8
P14922	CYC8_YEAST	CYC8	General transcriptional corepressor CYC8	17	16	1.41176e+06
P14923	PLAK_HUMAN	JUP	Junction plakoglobin	20	18	6.29726e+06
P14927	QCR7_HUMAN	UQCRB	Cytochrome b-c1 complex subunit 7	4	4	1.77842e+06
P15019	TAL1_YEAST	TAL1	Transaldolase	16	15	3.08844e+07
P15034	AMPP_ECOLI	pepP	Xaa-Pro aminopeptidase	2	2	874723
P15036	ETS2_HUMAN	ETS2	Protein C-ets-2	1	1	72682
P15042	DNLJ_ECOLI	ligA	DNA ligase	2	2	5777.86
P15067	GLGX_ECOLI	glgX	Glycogen debranching enzyme	1	1	272205
P15108	HSC82_YEAST	HSC82	ATP-dependent molecular chaperone HSC82	34	8	1.93096e+08
P15121	ALDR_HUMAN	AKR1B1	Aldo-keto reductase family 1 member B1	16	15	1.93171e+07
P15151	PVR_HUMAN	PVR	Poliovirus receptor	2	2	200308
P15169	CBPN_HUMAN	CPN1	Carboxypeptidase N catalytic chain	2	2	8064.21
P15170	ERF3A_HUMAN	GSPT1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	14	8	4.80737e+06
P15179	SYDM_YEAST	MSD1	Aspartate--tRNA ligase, mitochondrial	3	3	273318
P15180	SYKC_YEAST	KRS1	Lysine--tRNA ligase, cytoplasmic	25	25	6.82161e+06
P15254	PUR4_ECOLI	purL	Phosphoribosylformylglycinamidine synthase	10	10	2.11822e+06
P15274	AMPD_YEAST	AMD1	AMP deaminase	19	18	1.89968e+06
P15288	PEPD_ECOLI	pepD	Cytosol non-specific dipeptidase	13	13	3.14969e+06
P15289	ARSA_HUMAN	ARSA	Arylsulfatase A	4	4	92432.4
P15291	B4GT1_HUMAN	B4GALT1	Beta-1,4-galactosyltransferase 1	7	7	4.22161e+06
P15303	SEC23_YEAST	SEC23	Protein transport protein SEC23	18	18	3.08614e+06
P15311	EZRI_HUMAN	EZR	Ezrin	18	16	9.76255e+06
P15315	CUP2_YEAST	CUP2	Transcriptional activator protein CUP2	1	1	7984.33
P15328	FOLR1_HUMAN	FOLR1	Folate receptor alpha	6	6	2.34325e+07
P15367	SEC11_YEAST	SEC11	Signal peptidase complex catalytic subunit SEC11	3	3	497159
P15374	UCHL3_HUMAN	UCHL3	Ubiquitin carboxyl-terminal hydrolase isozyme L3	9	9	1.62856e+06
P15408	FOSL2_HUMAN	FOSL2	Fos-related antigen 2	4	4	344096
P15424	MS116_YEAST	MSS116	ATP-dependent RNA helicase MSS116, mitochondrial	10	10	1.29866e+06
P15436	DPOD_YEAST	POL3	DNA polymerase delta catalytic subunit	5	5	255584
P15442	GCN2_YEAST	GCN2	eIF-2-alpha kinase GCN2	3	3	11729.8
P15454	KGUA_YEAST	GUK1	Guanylate kinase	9	9	7.8785e+06
P15496	IDI1_YEAST	IDI1	Isopentenyl-diphosphate delta-isomerase	7	7	3.55114e+07
P15509	CSF2R_HUMAN	CSF2RA	Granulocyte-macrophage colony-stimulating factor receptor subunit alpha	2	2	13249.9
P15529	MCP_HUMAN	CD46	Membrane cofactor protein	6	6	2.81423e+06
P15531	NDKA_HUMAN	NME1	Nucleoside diphosphate kinase A	9	4	1.16743e+08
P15559	NQO1_HUMAN	NQO1	NAD(P)H dehydrogenase [quinone] 1	7	7	3.92515e+06
P15565	TRM1_YEAST	TRM1	tRNA (guanine(26)-N(2))-dimethyltransferase, mitochondrial	12	12	2.00547e+07
P15586	GNS_HUMAN	GNS	N-acetylglucosamine-6-sulfatase	8	8	1.75163e+06
P15624	SYFB_YEAST	FRS1	Phenylalanine--tRNA ligase beta subunit	25	25	2.53527e+07
P15625	SYFA_YEAST	FRS2	Phenylalanine--tRNA ligase alpha subunit	24	24	7.38125e+06
P15639	PUR9_ECOLI	purH	Bifunctional purine biosynthesis protein PurH	12	12	1.21551e+06
P15640	PUR2_ECOLI	purD	Phosphoribosylamine--glycine ligase	7	7	370157
P15646	FBRL_YEAST	NOP1	rRNA 2'-O-methyltransferase fibrillarin	14	14	1.42045e+08
P15700	KCY_YEAST	URA6	Uridylate kinase	7	7	1.74998e+06
P15703	BGL2_YEAST	BGL2	Glucan 1,3-beta-glucosidase	9	9	6.03963e+06
P15705	STI1_YEAST	STI1	Heat shock protein STI1	30	30	7.52531e+06
P15731	UBC4_YEAST	UBC4	Ubiquitin-conjugating enzyme E2 4	3	2	9.83662e+06
P15735	PHKG2_HUMAN	PHKG2	Phosphorylase b kinase gamma catalytic chain, liver/testis isoform	3	3	57912.8
P15790	CSK21_YEAST	CKA1	Casein kinase II subunit alpha	8	7	1.10905e+06
P15807	MET8_YEAST	MET8	Siroheme biosynthesis protein MET8	1	1	2536.55
P15848	ARSB_HUMAN	ARSB	Arylsulfatase B	2	2	66126.5
P15873	PCNA_YEAST	POL30	Proliferating cell nuclear antigen	13	13	4.47325e+06
P15877	DHG_ECOLI	gcd	Quinoprotein glucose dehydrogenase	2	2	703797
P15880	RS2_HUMAN	RPS2	40S ribosomal protein S2	14	14	4.4018e+07
P15891	ABP1_YEAST	ABP1	Actin-binding protein	24	24	1.04704e+07
P15923	TFE2_HUMAN	TCF3	Transcription factor E2-alpha	1	1	22244
P15924	DESP_HUMAN	DSP	Desmoplakin	61	61	4.25077e+06
P15927	RFA2_HUMAN	RPA2	Replication protein A 32 kDa subunit	6	6	2.15938e+06
P15938	PRP16_YEAST	PRP16	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	2	2	9349.55
P15941	MUC1_HUMAN	MUC1	Mucin-1	3	3	1.79046e+06
P15954	COX7C_HUMAN	COX7C	Cytochrome c oxidase subunit 7C, mitochondrial	2	2	8.76393e+06
P15992	HSP26_YEAST	HSP26	Heat shock protein 26	14	14	6.17403e+07
P16035	TIMP2_HUMAN	TIMP2	Metalloproteinase inhibitor 2	1	1	4612.06
P16066	ANPRA_HUMAN	NPR1	Atrial natriuretic peptide receptor 1	8	7	154351
P16070	CD44_HUMAN	CD44	CD44 antigen	10	10	7.07236e+06
P16083	NQO2_HUMAN	NQO2	Ribosyldihydronicotinamide dehydrogenase [quinone]	6	6	1.98163e+06
P16095	SDHL_ECOLI	sdaA	L-serine dehydratase 1	3	2	657084
P16104	H2AX_HUMAN	H2AX	Histone H2AX	5	2	8.37548e+08
P16120	THRC_YEAST	THR4	Threonine synthase	23	23	9.7471e+07
P16140	VATB_YEAST	VMA2	V-type proton ATPase subunit B	27	26	4.40304e+07
P16144	ITB4_HUMAN	ITGB4	Integrin beta-4	35	35	2.25942e+06
P16152	CBR1_HUMAN	CBR1	Carbonyl reductase [NADPH] 1	16	14	5.66004e+06
P16219	ACADS_HUMAN	ACADS	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	8	8	716657
P16220	CREB1_HUMAN	CREB1	Cyclic AMP-responsive element-binding protein 1	2	2	488303
P16278	BGAL_HUMAN	GLB1	Beta-galactosidase	12	11	1.01482e+06
P16298	PP2BB_HUMAN	PPP3CB	Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform	1	1	3441.22
P16333	NCK1_HUMAN	NCK1	Cytoplasmic protein NCK1	8	7	545308
P16370	RPB3_YEAST	RPB3	DNA-directed RNA polymerase II subunit RPB3	5	5	356746
P16383	GCFC2_HUMAN	GCFC2	GC-rich sequence DNA-binding factor 2	3	3	334824
P16387	ODPA_YEAST	PDA1	Pyruvate dehydrogenase E1 component subunit alpha, mitochondrial	20	20	8.02063e+06
P16401	H15_HUMAN	H1-5	Histone H1.5	6	4	6.60341e+07
P16403	H12_HUMAN	H1-2	Histone H1.2	5	2	3.49836e+08
P16435	NCPR_HUMAN	POR	NADPH--cytochrome P450 reductase	17	17	1.90783e+06
P16451	ODPX_YEAST	PDX1	Pyruvate dehydrogenase complex protein X component, mitochondrial	9	9	2.65414e+06
P16455	MGMT_HUMAN	MGMT	Methylated-DNA--protein-cysteine methyltransferase	5	5	778972
P16456	SELD_ECOLI	selD	Selenide, water dikinase	4	4	1.51139e+06
P16467	PDC5_YEAST	PDC5	Pyruvate decarboxylase isozyme 2	5	4	494079
P16474	BIP_YEAST	KAR2	Endoplasmic reticulum chaperone BiP	25	22	2.11262e+08
P16521	EF3A_YEAST	YEF3	Elongation factor 3A	38	29	5.12396e+07
P16547	OM45_YEAST	OM45	Mitochondrial outer membrane protein OM45	12	12	1.6447e+06
P16550	APA1_YEAST	APA1	Protein APA1	13	13	6.40561e+06
P16591	FER_HUMAN	FER	Tyrosine-protein kinase Fer	5	4	347938
P16603	NCPR_YEAST	NCP1	NADPH--cytochrome P450 reductase	20	20	1.02045e+07
P16615	AT2A2_HUMAN	ATP2A2	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	34	19	7.81091e+06
P16622	HEMH_YEAST	HEM15	Ferrochelatase, mitochondrial	9	9	1.72541e+06
P16639	ATE1_YEAST	ATE1	Arginyl-tRNA--protein transferase 1	1	1	210406
P16649	TUP1_YEAST	TUP1	General transcriptional corepressor TUP1	29	29	3.12388e+06
P16659	SYP_ECOLI	proS	Proline--tRNA ligase	15	15	3.89207e+06
P16661	ALG1_YEAST	ALG1	Chitobiosyldiphosphodolichol beta-mannosyltransferase	5	5	631848
P16664	RGP1_YEAST	RGP1	Guanine nucleotide exchange factor subunit RGP1	4	4	203909
P16700	CYSP_ECOLI	cysP	Thiosulfate-binding protein	3	3	437844
P16861	PFKA1_YEAST	PFK1	ATP-dependent 6-phosphofructokinase subunit alpha	43	41	2.1749e+07
P16862	PFKA2_YEAST	PFK2	ATP-dependent 6-phosphofructokinase subunit beta	37	37	9.18439e+07
P16930	FAAA_HUMAN	FAH	Fumarylacetoacetase	3	3	603338
P16949	STMN1_HUMAN	STMN1	Stathmin	6	5	1.52787e+07
P16965	STF2_YEAST	STF2	ATPase-stabilizing factor 15 kDa protein	4	4	5.9816e+06
P16989	YBOX3_HUMAN	YBX3	Y-box-binding protein 3	8	8	7.89003e+06
P17010	ZFX_HUMAN	ZFX	Zinc finger X-chromosomal protein	1	1	1278.18
P17050	NAGAB_HUMAN	NAGA	Alpha-N-acetylgalactosaminidase	3	3	2.73526e+06
P17064	FCY2_YEAST	FCY2	Purine-cytosine permease FCY2	2	2	754070
P17065	SEC2_YEAST	SEC2	Rab guanine nucleotide exchange factor SEC2	6	6	429762
P17076	RL8A_YEAST	RPL8A	Large ribosomal subunit protein eL8A	16	4	6.27224e+07
P17096	HMGA1_HUMAN	HMGA1	High mobility group protein HMG-I/HMG-Y	6	6	1.36247e+07
P17106	CBF1_YEAST	CBF1	Centromere-binding protein 1	11	11	990534
P17117	NFSA_ECOLI	nfsA	Oxygen-insensitive NADPH nitroreductase	2	2	109957
P17119	KAR3_YEAST	KAR3	Kinesin-like protein KAR3	1	1	311041
P17121	SAC7_YEAST	SAC7	GTPase-activating protein SAC7	7	7	1.55943e+06
P17152	TMM11_HUMAN	TMEM11	Transmembrane protein 11, mitochondrial	5	5	892862
P17157	PHO85_YEAST	PHO85	Cyclin-dependent protein kinase PHO85	6	6	2.13862e+06
P17169	GLMS_ECOLI	glmS	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	6	6	551491
P17174	AATC_HUMAN	GOT1	Aspartate aminotransferase, cytoplasmic	17	16	4.83839e+06
P17252	KPCA_HUMAN	PRKCA	Protein kinase C alpha type	8	4	475481
P17255	VATA_YEAST	VMA1	V-type proton ATPase catalytic subunit A	52	50	4.21908e+07
P17275	JUNB_HUMAN	JUNB	Transcription factor jun-B	7	7	620959
P17301	ITA2_HUMAN	ITGA2	Integrin alpha-2	24	24	2.38427e+07
P17423	KHSE_YEAST	THR1	Homoserine kinase	10	10	9.86832e+06
P17442	PHO81_YEAST	PHO81	Phosphate system positive regulatory protein PHO81	27	27	1.6055e+06
P17480	UBF1_HUMAN	UBTF	Nucleolar transcription factor 1	15	15	2.1032e+06
P17505	MDHM_YEAST	MDH1	Malate dehydrogenase, mitochondrial	13	13	5.97818e+06
P17535	JUND_HUMAN	JUND	Transcription factor jun-D	4	4	46329.4
P17536	TPM1_YEAST	TPM1	Tropomyosin-1	13	13	1.00729e+07
P17544	ATF7_HUMAN	ATF7	Cyclic AMP-dependent transcription factor ATF-7	3	3	7031.53
P17555	CAP_YEAST	SRV2	Adenylyl cyclase-associated protein	16	16	2.07075e+07
P17568	NDUB7_HUMAN	NDUFB7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	5	5	1.1703e+06
P17612	KAPCA_HUMAN	PRKACA	cAMP-dependent protein kinase catalytic subunit alpha	6	2	3.31982e+06
P17629	HPR1_YEAST	HPR1	THO complex subunit HPR1	5	5	175963
