Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57378.raw
P32327	PYC2_YEAST	PYC2	Pyruvate carboxylase 2	33	11	1.0879e+07
P32328	DBF20_YEAST	DBF20	Serine/threonine-protein kinase DBF20	2	2	244518
P32329	YPS1_YEAST	YPS1	Aspartic proteinase 3	1	1	7.07434e+06
P32330	DGR2_YEAST	DGR2	2-deoxy-glucose resistant protein 2	2	2	2787.73
P32333	BTAF1_YEAST	MOT1	TATA-binding protein-associated factor MOT1	13	13	4.61116e+06
P32335	MSS51_YEAST	MSS51	Protein MSS51, mitochondrial	3	3	8.49509e+06
P32337	IMB3_YEAST	PSE1	Importin subunit beta-3	10	10	1.89863e+07
P32338	RME1_YEAST	RME1	Zinc finger protein RME1	1	1	9019.4
P32340	NDI1_YEAST	NDI1	Rotenone-insensitive NADH-ubiquinone oxidoreductase, mitochondrial	11	11	1.75303e+06
P32341	VPH2_YEAST	VPH2	Vacuolar ATPase assembly integral membrane protein VPH2	1	1	5327.97
P32342	SRP21_YEAST	SRP21	Signal recognition particle subunit SRP21	1	1	80182.1
P32347	DCUP_YEAST	HEM12	Uroporphyrinogen decarboxylase	10	10	1.00348e+06
P32349	RPC3_YEAST	RPC82	DNA-directed RNA polymerase III subunit RPC3	10	10	877906
P32350	KNS1_YEAST	KNS1	Dual specificity protein kinase KNS1	2	2	166379
P32351	IMPX_YEAST	IMP2'	Sugar utilization regulatory protein IMP2	3	3	430896
P32352	ERG2_YEAST	ERG2	C-8 sterol isomerase ERG2	3	3	5.82159e+06
P32353	ERG3_YEAST	ERG3	Delta(7)-sterol 5(6)-desaturase ERG3	4	4	3.18619e+06
P32356	TREA_YEAST	NTH1	Cytosolic neutral trehalase	22	20	3.19227e+06
P32361	IRE1_YEAST	IRE1	Serine/threonine-protein kinase/endoribonuclease IRE1	4	4	317189
P32364	SMY1_YEAST	SMY1	Kinesin-related protein SMY1	11	11	6.06757e+07
P32366	VA0D_YEAST	VMA6	V-type proton ATPase subunit d	10	10	4.12721e+07
P32367	TFC1_YEAST	TFC1	Transcription factor tau 95 kDa subunit	5	5	182893
P32368	SAC1_YEAST	SAC1	Phosphatidylinositol-3-phosphatase SAC1	26	26	3.97415e+06
P32377	MVD1_YEAST	MVD1	Diphosphomevalonate decarboxylase	13	13	3.27634e+06
P32378	COQ2_YEAST	COQ2	4-hydroxybenzoate polyprenyltransferase, mitochondrial	4	4	358695
P32379	PSA5_YEAST	PUP2	Proteasome subunit alpha type-5	11	11	8.07723e+06
P32380	SP110_YEAST	SPC110	Spindle pole body component 110	8	8	439353
P32381	ARP2_YEAST	ARP2	Actin-related protein 2	11	11	6.72305e+06
P32386	YBT1_YEAST	YBT1	ATP-dependent bile acid permease	34	34	2.2387e+06
P32388	RM49_YEAST	MRP49	Large ribosomal subunit protein mL61	1	1	93332.4
P32389	MET4_YEAST	MET4	Transcriptional activator of sulfur metabolism MET4	4	4	81108
P32419	MDHP_YEAST	MDH3	Malate dehydrogenase, peroxisomal	11	11	9.42008e+06
P32432	SFP1_YEAST	SFP1	Transcription factor SFP1	1	1	4885.54
P32445	RIM1_YEAST	RIM1	Single-stranded DNA-binding protein RIM1, mitochondrial	5	5	7.0158e+06
P32447	ASF1_YEAST	ASF1	Histone chaperone ASF1	5	5	682100
P32449	AROG_YEAST	ARO4	Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited	9	9	7.70671e+06
P32452	PHA2_YEAST	PHA2	Probable prephenate dehydratase	6	6	259978
P32453	ATP11_YEAST	ATP11	Protein ATP11, mitochondrial	8	8	2.07405e+06
P32454	APE2_YEAST	APE2	Aminopeptidase 2, mitochondrial	33	30	9.21193e+06
P32455	GBP1_HUMAN	GBP1	Guanylate-binding protein 1	8	6	557161
P32456	GBP2_HUMAN	GBP2	Guanylate-binding protein 2	2	2	62474.6
P32457	CDC3_YEAST	CDC3	Cell division control protein 3	17	17	4.09895e+06
P32458	CDC11_YEAST	CDC11	Cell division control protein 11	9	9	1.76666e+06
P32461	DPH2_YEAST	DPH2	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	3	3	221042
P32462	ERG24_YEAST	ERG24	Delta(14)-sterol reductase ERG24	2	2	698904
P32463	ACPM_YEAST	ACP1	Acyl carrier protein, mitochondrial	3	3	5.16332e+06
P32464	HYM1_YEAST	HYM1	Protein HYM1	2	2	26177.4
P32465	HXT1_YEAST	HXT1	Low-affinity glucose transporter HXT1	2	2	8093.14
P32466	HXT3_YEAST	HXT3	Low-affinity glucose transporter HXT3	7	7	4.0921e+06
P32467	HXT4_YEAST	HXT4	Low-affinity glucose transporter HXT4	2	2	218059
P32468	CDC12_YEAST	CDC12	Cell division control protein 12	14	14	3.01556e+06
P32469	DPH5_YEAST	DPH5	Diphthine methyl ester synthase	6	6	5.51333e+07
P32471	EF1B_YEAST	EFB1	Elongation factor 1-beta	7	7	3.66421e+07
P32472	FKBP2_YEAST	FPR2	Peptidyl-prolyl cis-trans isomerase FPR2	5	5	4.93498e+06
P32473	ODPB_YEAST	PDB1	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	11	11	2.39118e+07
P32474	EUG1_YEAST	EUG1	Protein disulfide-isomerase EUG1	5	5	1.7033e+06
P32476	ERG1_YEAST	ERG1	Squalene epoxidase ERG1	15	15	3.28975e+06
P32477	GSH1_YEAST	GSH1	Glutamate--cysteine ligase	17	17	2.39212e+06
P32478	HS150_YEAST	HSP150	Cell wall mannoprotein HSP150	1	1	1.25396e+06
P32480	HIR2_YEAST	HIR2	Protein HIR2	8	8	782657
P32481	IF2G_YEAST	GCD11	Eukaryotic translation initiation factor 2 subunit gamma	20	19	8.41646e+06
P32485	HOG1_YEAST	HOG1	Mitogen-activated protein kinase HOG1	14	13	4.20275e+06
P32486	KRE6_YEAST	KRE6	Beta-glucan synthesis-associated protein KRE6	8	7	572275
P32488	ISF1_YEAST	ISF1	Increasing suppression factor 1	1	1	158477
P32491	MKK2_YEAST	MKK2	MAP kinase kinase MKK2/SSP33	2	1	211063
P32492	MYO4_YEAST	MYO4	Myosin-4	11	11	949290
P32494	NGG1_YEAST	NGG1	Chromatin-remodeling complexes subunit NGG1	6	6	3.60334e+06
P32495	NHP2_YEAST	NHP2	H/ACA ribonucleoprotein complex subunit NHP2	5	5	4.83914e+06
P32496	RPN12_YEAST	RPN12	26S proteasome regulatory subunit RPN12	8	8	2.47222e+06
P32497	EIF3C_YEAST	NIP1	Eukaryotic translation initiation factor 3 subunit C	23	23	3.93563e+06
P32499	NUP2_YEAST	NUP2	Nucleoporin NUP2	28	28	3.92068e+06
P32500	NDC1_YEAST	NDC1	Nucleoporin NDC1	7	7	481565
P32501	EI2BE_YEAST	GCD6	Translation initiation factor eIF2B subunit epsilon	16	16	2.46303e+06
P32502	EI2BB_YEAST	GCD7	Translation initiation factor eIF2B subunit beta	6	6	839397
P32504	CBF3A_YEAST	CBF2	Centromere DNA-binding protein complex CBF3 subunit A	2	2	2244.59
P32505	NAB2_YEAST	NAB2	Nuclear polyadenylated RNA-binding protein NAB2	7	7	562389
P32521	PAN1_YEAST	PAN1	Actin cytoskeleton-regulatory complex protein PAN1	24	24	2.02893e+06
P32523	PRP19_YEAST	PRP19	Pre-mRNA-processing factor 19	7	7	260254
P32524	PRP21_YEAST	PRP21	Pre-mRNA-splicing factor PRP21	2	2	3.29145e+06
P32525	ECM25_YEAST	ECM25	Protein ECM25	5	5	147104
P32527	ZUO1_YEAST	ZUO1	Zuotin	13	13	1.20951e+07
P32528	DUR1_YEAST	DUR1,2	Urea amidolyase	41	41	1.20783e+07
P32529	RPA12_YEAST	RPA12	DNA-directed RNA polymerase I subunit RPA12	1	1	359510
P32558	SPT16_YEAST	SPT16	FACT complex subunit SPT16	33	33	5.41744e+06
P32561	RPD3_YEAST	RPD3	Histone deacetylase RPD3	7	7	2.5769e+06
P32563	VPP1_YEAST	VPH1	V-type proton ATPase subunit a, vacuolar isoform	19	19	7.87746e+06
P32564	SCM4_YEAST	SCM4	Protein SCM4	2	2	124009
P32565	RPN2_YEAST	RPN2	26S proteasome regulatory subunit RPN2	31	30	5.02792e+06
P32566	SMI1_YEAST	SMI1	Cell wall assembly regulator SMI1	9	9	1.14274e+06
P32567	PAH1_YEAST	PAH1	Phosphatidic acid phosphohydrolase 1	10	10	255596
P32568	SNQ2_YEAST	SNQ2	Protein SNQ2	22	18	6.26673e+06
P32569	MED17_YEAST	SRB4	Mediator of RNA polymerase II transcription subunit 17	2	2	6015.67
P32570	MED22_YEAST	SRB6	Mediator of RNA polymerase II transcription subunit 22	2	2	225734
P32571	UBP4_YEAST	DOA4	Ubiquitin carboxyl-terminal hydrolase 4	3	3	38895.7
P32573	SPS19_YEAST	SPS19	Peroxisomal 2,4-dienoyl-CoA reductase SPS19 [(3E)-enoyl-CoA-producing]	5	5	364401
P32578	SIP1_YEAST	SIP1	SNF1 protein kinase subunit beta-1	5	5	102491
P32579	SUA5_YEAST	SUA5	Threonylcarbamoyl-AMP synthase	3	3	1.52742e+06
P32582	CBS_YEAST	CYS4	Cystathionine beta-synthase	20	20	1.32179e+07
P32583	SRP40_YEAST	SRP40	Suppressor protein SRP40	4	4	2.28931e+06
P32585	MED18_YEAST	SRB5	Mediator of RNA polymerase II transcription subunit 18	3	3	89896.1
P32588	PUB1_YEAST	PUB1	Nuclear and cytoplasmic polyadenylated RNA-binding protein PUB1	6	6	1.22601e+07
P32589	HSP7F_YEAST	SSE1	Heat shock protein homolog SSE1	31	26	3.90239e+07
P32590	HSP79_YEAST	SSE2	Heat shock protein homolog SSE2	18	18	2.65627e+06
P32591	SWI3_YEAST	SWI3	SWI/SNF complex subunit SWI3	21	21	6.79322e+06
P32597	STH1_YEAST	STH1	Nuclear protein STH1/NPS1	29	28	1.31622e+07
P32598	PP12_YEAST	GLC7	Serine/threonine-protein phosphatase PP1-2	11	8	1.44288e+07
P32599	FIMB_YEAST	SAC6	Fimbrin	21	21	1.635e+07
P32600	TOR2_YEAST	TOR2	Serine/threonine-protein kinase TOR2	10	9	1.26815e+06
P32601	DSS4_YEAST	DSS4	Protein DSS4	1	1	6115.32
P32602	SEC17_YEAST	SEC17	Alpha-soluble NSF attachment protein	10	10	3.67548e+06
P32604	F26_YEAST	FBP26	Fructose-2,6-bisphosphatase	11	11	1.60795e+06
P32605	RU1A_YEAST	MUD1	U1 small nuclear ribonucleoprotein A	3	3	20681.5
P32607	RTG1_YEAST	RTG1	Retrograde regulation protein 1	3	3	143797
P32608	RTG2_YEAST	RTG2	Retrograde regulation protein 2	20	20	1.78883e+06
P32610	VATD_YEAST	VMA8	V-type proton ATPase subunit D	1	1	2.68836e+06
P32614	FRDS_YEAST	FRD1	Fumarate reductase 1	19	19	1.75006e+07
P32617	IES6_YEAST	IES6	Chromatin-remodeling complex subunit IES6	3	3	952625
P32618	YEF3_YEAST	YEL043W	Uncharacterized protein YEL043W	9	9	438819
P32621	GDA1_YEAST	GDA1	Guanosine-diphosphatase	10	10	3.45097e+06
P32622	YEF1_YEAST	YEF1	ATP-NADH kinase YEF1	2	2	180356
P32623	CRH2_YEAST	UTR2	Probable glycosidase CRH2	4	4	2.9331e+06
P32626	ENOPH_YEAST	UTR4	Enolase-phosphatase E1	5	5	1.2526e+06
P32628	RAD23_YEAST	RAD23	UV excision repair protein RAD23	10	10	4.1124e+06
P32629	ANP1_YEAST	ANP1	Mannan polymerase II complex ANP1 subunit	10	10	522394
P32634	PMD1_YEAST	PMD1	Negative regulator of sporulation PMD1	3	3	20214.9
P32639	BRR2_YEAST	BRR2	Pre-mRNA-splicing helicase BRR2	23	22	1.08783e+06
P32642	GLRX4_YEAST	GRX4	Monothiol glutaredoxin-4	1	1	3669.9
P32643	TMT1_YEAST	TMT1	Trans-aconitate 3-methyltransferase	5	5	557462
P32644	ECM32_YEAST	ECM32	Putative ATP-dependent RNA helicase ECM32	13	13	867517
P32656	CHAC_YEAST	GCG1	Glutathione-specific gamma-glutamylcyclotransferase	5	5	469499
P32657	CHD1_YEAST	CHD1	Chromo domain-containing protein 1	29	28	2.83843e+06
P32660	ATC5_YEAST	DNF1	Phospholipid-transporting ATPase DNF1	22	18	3.55989e+06
P32767	KA122_YEAST	KAP122	Importin beta-like protein KAP122	7	7	393598
P32769	HBS1_YEAST	HBS1	Elongation factor 1 alpha-like protein	12	12	1.13784e+06
P32770	DRI1_YEAST	NRP1	Putative RNA-binding protein involved in heterochromatin assembly	3	3	215498
P32771	FADH_YEAST	SFA1	S-(hydroxymethyl)glutathione dehydrogenase	9	9	1.92767e+06
P32774	T2AG_YEAST	TOA2	Transcription initiation factor IIA subunit 2	3	3	864916
P32775	GLGB_YEAST	GLC3	1,4-alpha-glucan-branching enzyme	22	22	2.68895e+06
P32776	TFB1_YEAST	TFB1	General transcription and DNA repair factor IIH subunit TFB1	6	6	432408
P32780	TF2H1_HUMAN	GTF2H1	General transcription factor IIH subunit 1	2	2	68457.8
P32783	MCES_YEAST	ABD1	mRNA cap guanine-N7 methyltransferase	8	8	5.83112e+06
P32784	GPT1_YEAST	SCT1	Glycerol-3-phosphate O-acyltransferase 1	6	6	194736
P32787	MG101_YEAST	MGM101	Mitochondrial genome maintenance protein MGM101	10	10	1.13767e+07
P32788	YBB0_YEAST	YBL010C	Uncharacterized protein YBL010C	2	2	384458
P32790	SLA1_YEAST	SLA1	Actin cytoskeleton-regulatory complex protein SLA1	18	18	2.08062e+06
P32791	FRE1_YEAST	FRE1	Ferric/cupric reductase transmembrane component 1	1	1	3618.9
P32792	YHH7_YEAST	YSC83	UPF0744 protein YSC83	3	3	1.22346e+06
P32793	YSC84_YEAST	YSC84	Protein YSC84	12	10	2.91415e+06
P32794	AFG2_YEAST	AFG2	ATPase family gene 2 protein	13	13	660702
P32795	YME1_YEAST	YME1	Mitochondrial inner membrane i-AAA protease supercomplex subunit YME1	16	16	623230
P32796	CACP_YEAST	CAT2	Carnitine O-acetyltransferase, mitochondrial	12	12	815500
P32798	COT1_YEAST	COT1	Vacuolar zinc transporter COT1	7	7	4.23096e+06
P32800	PEX2_YEAST	PEX2	Peroxisomal biogenesis factor 2	1	1	43519
P32802	TMN1_YEAST	EMP70	Transmembrane 9 superfamily member 1	9	8	2.53244e+06
P32803	EMP24_YEAST	EMP24	Endosomal protein P24B	5	5	6.31954e+06
P32805	FZF1_YEAST	FZF1	Zinc finger protein FZF1	2	2	808011
P32806	GYP6_YEAST	GYP6	GTPase-activating protein GYP6	9	9	5.50253e+06
P32807	KU70_YEAST	YKU70	ATP-dependent DNA helicase II subunit 1	1	1	14782
P32829	MRE11_YEAST	MRE11	Double-strand break repair protein MRE11	2	2	868015
P32831	NGR1_YEAST	NGR1	Negative growth regulatory protein NGR1	8	8	7.46834e+06
P32832	RSC7_YEAST	NPL6	Chromatin structure-remodeling complex subunit RSC7	12	12	3.07855e+06
P32835;P32836	GSP1_YEAST;GSP2_YEAST	GSP1;GSP2	GTP-binding nuclear protein GSP1/CNR1	1	0	1.92736e+07
P32838	PP2A4_YEAST	PPG1	Serine/threonine-protein phosphatase PP2A-like PPG1	1	1	12924.7
P32839	BCS1_YEAST	BCS1	Mitochondrial chaperone BCS1	3	3	66893
P32842	VATL2_YEAST	VMA11	V-type proton ATPase subunit c'	1	1	1.03177e+06
P32843	YME2_YEAST	YME2	Mitochondrial escape protein 2	22	22	996886
P32844	SEC6_YEAST	SEC6	Exocyst complex component SEC6	5	5	5.21446e+06
P32849	RAD5_YEAST	RAD5	DNA repair protein RAD5	2	2	64355.3
P32854	PEP12_YEAST	PEP12	Syntaxin PEP12	5	5	707223
P32855	SEC8_YEAST	SEC8	Exocyst complex component SEC8	6	6	63179.6
P32857	PTM1_YEAST	PTM1	Membrane protein PTM1	6	6	1.09022e+06
P32860	NFU1_YEAST	NFU1	NifU-like protein, mitochondrial	11	11	1.14162e+06
P32861	UGPA1_YEAST	UGP1	UTP--glucose-1-phosphate uridylyltransferase	16	16	1.65797e+07
P32862	RGT1_YEAST	RGT1	Glucose transport transcription regulator RGT1	2	2	6053.38
P32864	RAEP_YEAST	MRS6	Rab proteins geranylgeranyltransferase component A	10	10	894129
P32867	SSO1_YEAST	SSO1	Protein SSO1	5	4	5.16797e+06
P32873	BEM3_YEAST	BEM3	GTPase-activating protein BEM3	9	9	252078
P32875	LIPA_YEAST	LIP5	Lipoyl synthase, mitochondrial	6	6	4.94655e+06
P32891	DLD1_YEAST	DLD1	D-lactate dehydrogenase [cytochrome] 1, mitochondrial	16	16	2.55381e+06
P32892	DRS1_YEAST	DRS1	ATP-dependent RNA helicase DRS1	12	12	3.05784e+06
P32895	KPR1_YEAST	PRS1	Ribose-phosphate pyrophosphokinase 1	12	12	7.14373e+06
P32896	PDC2_YEAST	PDC2	Protein PDC2	5	5	80959.8
P32897	TIM23_YEAST	TIM23	Mitochondrial import inner membrane translocase subunit TIM23	4	4	1.95075e+06
P32898	PREP_YEAST	CYM1	Presequence protease, mitochondrial	22	22	2.06794e+07
P32899	IMP3_YEAST	IMP3	U3 small nucleolar ribonucleoprotein protein IMP3	6	6	641512
P32900	SKG6_YEAST	SKG6	Protein SKG6	2	2	9138.2
P32901	PTR2_YEAST	PTR2	Peptide transporter PTR2	6	6	2.0656e+06
P32905	RSSA1_YEAST	RPS0A	Small ribosomal subunit protein uS2A	9	2	1.10965e+08
P32906	MNS1_YEAST	MNS1	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	9	9	565997
P32908	SMC1_YEAST	SMC1	Structural maintenance of chromosomes protein 1	15	15	2.51524e+06
P32909	SMY2_YEAST	SMY2	Protein SMY2	13	13	867037
P32910	RPC6_YEAST	RPC34	DNA-directed RNA polymerase III subunit RPC6	5	5	503779
P32911	SUI1_YEAST	SUI1	Eukaryotic translation initiation factor eIF-1	7	7	5.18853e+06
P32912	VAM7_YEAST	VAM7	Vacuolar morphogenesis protein 7	5	5	417715
P32913	VPS17_YEAST	VPS17	Vacuolar protein sorting-associated protein 17	7	7	321260
P32914	SPT4_YEAST	SPT4	Transcription elongation factor SPT4	3	3	310852
P32915	SC61A_YEAST	SEC61	Protein transport protein SEC61	8	8	3.38834e+06
P32916	SRPR_YEAST	SRP101	Signal recognition particle receptor subunit alpha homolog	15	15	879164
P32917	STE5_YEAST	STE5	Protein STE5	1	1	56523.4
P32929	CGL_HUMAN	CTH	Cystathionine gamma-lyase	6	6	493321
P32939	YPT7_YEAST	YPT7	Ypt/Rab-type GTPase YPT7	4	4	1.87501e+06
P32969	RL9_HUMAN	RPL9	60S ribosomal protein L9	7	7	1.90228e+07
P33136	OPGG_ECOLI	mdoG	Glucans biosynthesis protein G	1	1	2.06686e+06
P33176	KINH_HUMAN	KIF5B	Kinesin-1 heavy chain	36	27	1.58084e+06
P33195	GCSP_ECOLI	gcvP	Glycine dehydrogenase (decarboxylating)	9	8	1.2199e+07
P33201	MRT4_YEAST	MRT4	Ribosome assembly factor MRT4	7	7	2.75831e+06
P33202	UFD4_YEAST	UFD4	Ubiquitin fusion degradation protein 4	15	15	480415
P33203	PRP40_YEAST	PRP40	Pre-mRNA-processing protein PRP40	2	2	9337.81
P33204	ARPC4_YEAST	ARC19	Actin-related protein 2/3 complex subunit 4	3	3	2.26231e+06
P33240	CSTF2_HUMAN	CSTF2	Cleavage stimulation factor subunit 2	11	7	1.57013e+06
P33296	UBC6_YEAST	UBC6	Ubiquitin-conjugating enzyme E2 6	1	1	5673.27
P33297	PRS6A_YEAST	RPT5	26S proteasome regulatory subunit 6A	13	13	5.1391e+06
P33298	PRS6B_YEAST	RPT3	26S proteasome regulatory subunit 6B homolog	6	6	5.21096e+06
P33299	PRS7_YEAST	RPT1	26S proteasome regulatory subunit 7 homolog	11	11	2.8965e+06
P33300	SUR1_YEAST	SUR1	Mannosyl phosphorylinositol ceramide synthase SUR1	1	1	290424
P33302	PDR5_YEAST	PDR5	Pleiotropic ABC efflux transporter of multiple drugs	39	28	1.1831e+07
P33307	CSE1_YEAST	CSE1	Importin alpha re-exporter	18	18	665355
P33309	DOM34_YEAST	DOM34	Protein DOM34	8	8	822577
P33310	MDL1_YEAST	MDL1	ATP-dependent permease MDL1, mitochondrial	1	1	50358
P33311	MDL2_YEAST	MDL2	ATP-dependent permease MDL2, mitochondrial	3	3	76780
P33313	CNS1_YEAST	CNS1	Hsp70/Hsp90 co-chaperone CNS1	7	7	555570
P33314	BUD2_YEAST	BUD2	Inhibitory regulator protein BUD2/CLA2	2	2	369572
P33315	TKT2_YEAST	TKL2	Transketolase 2	6	6	315867
P33316	DUT_HUMAN	DUT	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	9	9	4.93129e+06
P33317	DUT_YEAST	DUT1	Deoxyuridine 5'-triphosphate nucleotidohydrolase	4	4	1.82524e+06
P33322	CBF5_YEAST	CBF5	H/ACA ribonucleoprotein complex subunit CBF5	14	14	6.44776e+06
P33324	YKJ1_YEAST	YKL091C	CRAL-TRIO domain-containing protein YKL091C	9	9	2.48626e+06
P33327	DHE2_YEAST	GDH2	NAD-specific glutamate dehydrogenase	22	22	1.66677e+06
P33328	SNC2_YEAST	SNC2	Synaptobrevin homolog 2	2	2	2.47439e+06
P33329	PPZ2_YEAST	PPZ2	Serine/threonine-protein phosphatase PP-Z2	3	3	1.39105e+06
P33330	SERC_YEAST	SER1	Phosphoserine aminotransferase	11	11	1.49534e+07
P33331	NTF2_YEAST	NTF2	Nuclear transport factor 2	3	3	1.96678e+07
P33332	SEC3_YEAST	SEC3	Exocyst complex component SEC3	15	15	2.34638e+06
P33333	PLSC_YEAST	SLC1	1-acyl-sn-glycerol-3-phosphate acyltransferase	9	9	2.48487e+06
P33334	PRP8_YEAST	PRP8	Pre-mRNA-splicing factor 8	8	8	1.25678e+06
P33336	SKN1_YEAST	SKN1	Beta-glucan synthesis-associated protein SKN1	2	2	4750.1
P33338	SLA2_YEAST	SLA2	Protein SLA2	21	21	2.19299e+06
P33339	TFC4_YEAST	TFC4	Transcription factor tau 131 kDa subunit	5	5	2.01878e+06
P33362	YEHZ_ECOLI	yehZ	Glycine betaine-binding protein YehZ	1	1	209576
P33399	LHP1_YEAST	LHP1	La protein homolog	7	7	1.46073e+06
P33401	PGM1_YEAST	PGM1	Phosphoglucomutase 1	14	14	2.3578e+06
P33412	ECT1_YEAST	ECT1	Ethanolamine-phosphate cytidylyltransferase	7	7	3.48959e+06
P33416	HSP78_YEAST	HSP78	Heat shock protein 78, mitochondrial	26	26	4.25527e+06
P33417	IXR1_YEAST	IXR1	Intrastrand cross-link recognition protein	3	3	1.07056e+06
P33418	XPOT_YEAST	LOS1	Exportin-T	6	6	488343
P33419	SPC29_YEAST	SPC29	Spindle pole component 29	1	1	34338.1
P33421	SDH3_YEAST	SDH3	Succinate dehydrogenase [ubiquinone] cytochrome b subunit, mitochondrial	2	2	574206
P33441	MFT1_YEAST	MFT1	THO complex subunit MFT1	5	5	623791
P33442	RS3A1_YEAST	RPS1A	Small ribosomal subunit protein eS1A	2	2	6.04692e+07
P33527	MRP1_HUMAN	ABCC1	Multidrug resistance-associated protein 1	16	15	637181
P33570	TKT2_ECOLI	tktB	Transketolase 2	3	3	81061.3
P33599	NUOCD_ECOLI	nuoC	NADH-quinone oxidoreductase subunit C/D	1	1	62843
P33734	HIS5_YEAST	HIS7	Imidazole glycerol phosphate synthase hisHF	25	25	3.18428e+06
P33748	MSN2_YEAST	MSN2	Zinc finger protein MSN2	7	7	978534
P33749	MSN4_YEAST	MSN4	Zinc finger protein MSN4	3	3	8417.07
P33750	DCA13_YEAST	SOF1	Protein SOF1	10	10	297267
P33753	TRM2_YEAST	TRM2	tRNA (uracil(54)-C(5))-methyltransferase	2	2	332393
P33754	SEC66_YEAST	SEC66	Translocation protein SEC66	7	7	1.59682e+06
P33755	NPL4_YEAST	NPL4	Nuclear protein localization protein 4	20	20	1.27563e+06
P33760	PEX6_YEAST	PEX6	Peroxisomal ATPase PEX6	4	4	509657
P33767	OSTB_YEAST	WBP1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1	12	12	3.91663e+06
P33775	PMT1_YEAST	PMT1	Dolichyl-phosphate-mannose--protein mannosyltransferase 1	13	13	5.12041e+06
P33891	TIP20_YEAST	TIP20	Protein transport protein TIP20	9	9	481272
P33892	GCN1_YEAST	GCN1	eIF-2-alpha kinase activator GCN1	62	61	8.13816e+06
P33894	STE13_YEAST	STE13	Dipeptidyl aminopeptidase A	9	9	822443
P33895	NUF2_YEAST	NUF2	Kinetochore protein NUF2	2	2	6444.38
P33897	ABCD1_HUMAN	ABCD1	ATP-binding cassette sub-family D member 1	10	8	363467
P33981	TTK_HUMAN	TTK	Dual specificity protein kinase TTK	2	2	461620
P33991	MCM4_HUMAN	MCM4	DNA replication licensing factor MCM4	21	21	2.91548e+06
P33992	MCM5_HUMAN	MCM5	DNA replication licensing factor MCM5	25	25	8.07852e+06
P33993	MCM7_HUMAN	MCM7	DNA replication licensing factor MCM7	23	23	5.74313e+06
P34072	MKS1_YEAST	MKS1	Negative regulator of RAS-cAMP pathway	5	5	909042
P34077	NIC96_YEAST	NIC96	Nucleoporin NIC96	16	16	541478
P34078	LTV1_YEAST	LTV1	Protein LTV1	4	4	866113
P34087	RPB7_YEAST	RPB7	DNA-directed RNA polymerase II subunit RPB7	3	3	1.35887e+06
P34110	VPS35_YEAST	VPS35	Vacuolar protein sorting-associated protein 35	18	18	5.61902e+06
P34111	TFC3_YEAST	TFC3	Transcription factor tau 138 kDa subunit	7	7	91004.4
P34160	NCBP1_YEAST	STO1	Nuclear cap-binding protein complex subunit 1	15	15	2.26357e+06
P34162	MED20_YEAST	SRB2	Mediator of RNA polymerase II transcription subunit 20	6	6	4.23644e+06
P34163	TGL1_YEAST	TGL1	Sterol esterase TGL1	9	9	440385
P34164	SIP2_YEAST	SIP2	SNF1 protein kinase subunit beta-2	6	6	1.58479e+06
P34167	IF4B_YEAST	TIF3	Eukaryotic translation initiation factor 4B	23	23	8.34121e+06
P34216	EDE1_YEAST	EDE1	EH domain-containing and endocytosis protein 1	33	33	4.28153e+06
P34217	PIN4_YEAST	PIN4	RNA-binding protein PIN4	9	9	804578
P34219	TOD6_YEAST	TOD6	Transcriptional regulatory protein TOD6	2	2	56147.9
P34220	YBF5_YEAST	YBL055C	Deoxyribonuclease Tat-D	13	13	1.10244e+06
P34221	PP2C3_YEAST	PTC3	Protein phosphatase 2C homolog 3	6	6	1.08553e+06
P34222	PTH2_YEAST	PTH2	Peptidyl-tRNA hydrolase 2	5	5	1.02921e+06
P34223	UBX1_YEAST	SHP1	UBX domain-containing protein 1	18	18	4.29476e+06
P34226	SKT5_YEAST	SKT5	Chitin synthase regulator SKT5	3	3	460142
P34227	PRX1_YEAST	PRX1	Peroxiredoxin PRX1, mitochondrial	8	8	6.48296e+06
P34231	YKS7_YEAST	YKL187C	Uncharacterized protein YKL187C	3	3	36996.3
P34232	MTR2_YEAST	MTR2	mRNA transport regulator MTR2	3	3	1.19605e+06
P34237	CASP_YEAST	COY1	Protein CASP	19	19	1.35112e+06
P34239	LST4_YEAST	LST4	Protein LST4	3	3	995626
P34240	ZRT3_YEAST	ZRT3	Zinc-regulated transporter 3	3	3	276553
P34241	URB1_YEAST	URB1	Nucleolar pre-ribosomal-associated protein 1	23	23	1.66337e+06
P34243	HCS1_YEAST	HCS1	DNA polymerase alpha-associated DNA helicase A	9	9	2.11982e+06
P34244	HSL1_YEAST	HSL1	Probable serine/threonine-protein kinase HSL1	2	2	265307
P34247	UTP11_YEAST	UTP11	U3 small nucleolar RNA-associated protein 11	2	2	8.25606e+06
